,TOWNSHIP,RANGE - FINAL,RANGE,SECTION,SECTION SN,Column4,Column5,Column6,ALIQUOT/LOT,PLSS Number,FIXED PLSS NUMBER,Does it match? (McPherson),Match to SDQQ,Column7,Column8
556,123,072,72,30,SN30,"LOTS 1,2,3,4, E2W2, SE4  - A",2,L2,L2,123072SN30L2,123072SN30L2,123072SN30L2,123072SN30L2,487.48,Edmunds
557,123,072,72,31,SN31,"LOTS 1,2,3,4, NE4, E2W2, SE4 - A",2,L2,L2,123072SN31L2,123072SN31L2,123072SN31L2,123072SN31L2,646.24,Edmunds
558,123,073,73,03,SN03,"LOTS 1,2, S2NE, S2  - A",2,L2,L2,123073SN03L2,123073SN03L2,123073SN03L2,123073SN03L2,483.23,Edmunds
559,123,073,73,04,SN04,"LOTS 1,2,3,4, S2N2 - A",2,L2,L2,123073SN04L2,123073SN04L2,123073SN04L2,123073SN04L2,324.23,Edmunds
560,123,073,73,05,SN05,"LOTS 1,2,3,4, S2N2, SW4 - A",2,L2,L2,123073SN05L2,123073SN05L2,123073SN05L2,123073SN05L2,482.82,Edmunds
561,123,073,73,06,SN06,"LOTS 1,2,6,7, S2NE, E2SW - A",2,L2,L2,123073SN06L2,123073SN06L2,123073SN06L2,123073SN06L2,310.15,Edmunds
562,122,072,72,02,SN02,"LOTS 1,2,3,4, S2N2, SW4 - A",3,L3,L3,122072SN02L3,122072SN02L3,122072SN02L3,122072SN02L3,485.34,Edmunds
563,122,072,72,03,SN03,"LOTS 1,2,3,4, S2N2, SE4 - A",3,L3,L3,122072SN03L3,122072SN03L3,122072SN03L3,122072SN03L3,484.95,Edmunds
564,122,072,72,04,SN04,"LOTS 1,2,3,4, S2N2 - A",3,L3,L3,122072SN04L3,122072SN04L3,122072SN04L3,122072SN04L3,324.55,Edmunds
565,122,072,72,05,SN05,"LOTS 1,2,3,4, S2N2, SW4 - A",3,L3,L3,122072SN05L3,122072SN05L3,122072SN05L3,122072SN05L3,486.26,Edmunds
566,122,072,72,06,SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW - A",3,L3,L3,122072SN06L3,122072SN06L3,122072SN06L3,122072SN06L3,487.49,Edmunds
567,123,072,72,07,SN07,"LOTS 1,2,3,4, E2W2 - A",3,L3,L3,123072SN07L3,123072SN07L3,123072SN07L3,123072SN07L3,324.84,Edmunds
568,123,072,72,18,SN18,"LOTS 1,2,3,4, E2W2 - A",3,L3,L3,123072SN18L3,123072SN18L3,123072SN18L3,123072SN18L3,324.72,Edmunds
569,123,072,72,30,SN30,"LOTS 1,2,3,4, E2W2, SE4  - A",3,L3,L3,123072SN30L3,123072SN30L3,123072SN30L3,123072SN30L3,487.48,Edmunds
570,123,072,72,31,SN31,"LOTS 1,2,3,4, NE4, E2W2, SE4 - A",3,L3,L3,123072SN31L3,123072SN31L3,123072SN31L3,123072SN31L3,646.24,Edmunds
571,123,073,73,04,SN04,"LOTS 1,2,3,4, S2N2 - A",3,L3,L3,123073SN04L3,123073SN04L3,123073SN04L3,123073SN04L3,324.23,Edmunds
572,123,073,73,05,SN05,"LOTS 1,2,3,4, S2N2, SW4 - A",3,L3,L3,123073SN05L3,123073SN05L3,123073SN05L3,123073SN05L3,482.82,Edmunds
573,123,073,73,02,SN02,"LOTS 3,4, S2NW, SW4 - A",LOTS 3,L3,L3,123073SN02L3,123073SN02L3,123073SN02L3,123073SN02L3,323.24,Edmunds
574,122,072,72,02,SN02,"LOTS 1,2,3,4, S2N2, SW4 - A",4,L4,L4,122072SN02L4,122072SN02L4,122072SN02L4,122072SN02L4,485.34,Edmunds
575,122,072,72,03,SN03,"LOTS 1,2,3,4, S2N2, SE4 - A",4,L4,L4,122072SN03L4,122072SN03L4,122072SN03L4,122072SN03L4,484.95,Edmunds
576,122,072,72,04,SN04,"LOTS 1,2,3,4, S2N2 - A",4,L4,L4,122072SN04L4,122072SN04L4,122072SN04L4,122072SN04L4,324.55,Edmunds
577,122,072,72,05,SN05,"LOTS 1,2,3,4, S2N2, SW4 - A",4,L4,L4,122072SN05L4,122072SN05L4,122072SN05L4,122072SN05L4,486.26,Edmunds
578,122,072,72,06,SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW - A",4,L4,L4,122072SN06L4,122072SN06L4,122072SN06L4,122072SN06L4,487.49,Edmunds
579,123,072,72,07,SN07,"LOTS 1,2,3,4, E2W2 - A",4,L4,L4,123072SN07L4,123072SN07L4,123072SN07L4,123072SN07L4,324.84,Edmunds
580,123,072,72,18,SN18,"LOTS 1,2,3,4, E2W2 - A",4,L4,L4,123072SN18L4,123072SN18L4,123072SN18L4,123072SN18L4,324.72,Edmunds
581,123,072,72,30,SN30,"LOTS 1,2,3,4, E2W2, SE4  - A",4,L4,L4,123072SN30L4,123072SN30L4,123072SN30L4,123072SN30L4,487.48,Edmunds
582,123,072,72,31,SN31,"LOTS 1,2,3,4, NE4, E2W2, SE4 - A",4,L4,L4,123072SN31L4,123072SN31L4,123072SN31L4,123072SN31L4,646.24,Edmunds
583,123,073,73,02,SN02,"LOTS 3,4, S2NW, SW4 - A",4,L4,L4,123073SN02L4,123073SN02L4,123073SN02L4,123073SN02L4,323.24,Edmunds
584,123,073,73,04,SN04,"LOTS 1,2,3,4, S2N2 - A",4,L4,L4,123073SN04L4,123073SN04L4,123073SN04L4,123073SN04L4,324.23,Edmunds
585,123,073,73,05,SN05,"LOTS 1,2,3,4, S2N2, SW4 - A",4,L4,L4,123073SN05L4,123073SN05L4,123073SN05L4,123073SN05L4,482.82,Edmunds
586,122,072,72,06,SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW - A",5,L5,L5,122072SN06L5,122072SN06L5,122072SN06L5,122072SN06L5,487.49,Edmunds
587,122,072,72,06,SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW - A",6,L6,L6,122072SN06L6,122072SN06L6,122072SN06L6,122072SN06L6,487.49,Edmunds
588,123,073,73,06,SN06,"LOTS 1,2,6,7, S2NE, E2SW - A",6,L6,L6,123073SN06L6,123073SN06L6,123073SN06L6,123073SN06L6,310.15,Edmunds
589,123,072,72,06,SN06,"LOTS 6,7, E2SW - A",LOTS 6,L6,L6,123072SN06L6,123072SN06L6,123072SN06L6,123072SN06L6,162.36,Edmunds
590,122,072,72,06,SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW - A",7,L7,L7,122072SN06L7,122072SN06L7,122072SN06L7,122072SN06L7,487.49,Edmunds
591,123,072,72,06,SN06,"LOTS 6,7, E2SW - A",7,L7,L7,123072SN06L7,123072SN06L7,123072SN06L7,123072SN06L7,162.36,Edmunds
592,123,073,73,06,SN06,"LOTS 1,2,6,7, S2NE, E2SW - A",7,L7,L7,123073SN06L7,123073SN06L7,123073SN06L7,123073SN06L7,310.15,Edmunds
593,122,072,72,10,SN10,"N2, SW4 - A",N2,N½,AN½,122072SN10AN½,122072SN10ANWNW,,,480.00,Edmunds
594,122,072,72,10,SN10,"N2, SW4 - A",N2,N½,AN½,122072SN10AN½,122072SN10ANENW,,,480.00,Edmunds
595,122,072,72,10,SN10,"N2, SW4 - A",N2,N½,AN½,122072SN10AN½,122072SN10ASWNW,,,480.00,Edmunds
596,122,072,72,10,SN10,"N2, SW4 - A",N2,N½,AN½,122072SN10AN½,122072SN10ASENW,,,480.00,Edmunds
597,122,072,72,10,SN10,"N2, SW4 - A",N2,N½,AN½,122072SN10AN½,122072SN10ANWNE,,,480.00,Edmunds
598,122,072,72,10,SN10,"N2, SW4 - A",N2,N½,AN½,122072SN10AN½,122072SN10ANENE,,,480.00,Edmunds
599,122,072,72,10,SN10,"N2, SW4 - A",N2,N½,AN½,122072SN10AN½,122072SN10ASWNE,,,480.00,Edmunds
600,122,072,72,10,SN10,"N2, SW4 - A",N2,N½,AN½,122072SN10AN½,122072SN10ASENE,,,480.00,Edmunds
601,122,072,72,22,SN22,"N2, SE4 - A",N2,N½,AN½,122072SN22AN½,122072SN22ANWNW,,,480.00,Edmunds
602,122,072,72,22,SN22,"N2, SE4 - A",N2,N½,AN½,122072SN22AN½,122072SN22ANENW,,,480.00,Edmunds
603,122,072,72,22,SN22,"N2, SE4 - A",N2,N½,AN½,122072SN22AN½,122072SN22ASWNW,,,480.00,Edmunds
604,122,072,72,22,SN22,"N2, SE4 - A",N2,N½,AN½,122072SN22AN½,122072SN22ASENW,,,480.00,Edmunds
605,122,072,72,22,SN22,"N2, SE4 - A",N2,N½,AN½,122072SN22AN½,122072SN22ANWNE,,,480.00,Edmunds
606,122,072,72,22,SN22,"N2, SE4 - A",N2,N½,AN½,122072SN22AN½,122072SN22ANENE,,,480.00,Edmunds
607,122,072,72,22,SN22,"N2, SE4 - A",N2,N½,AN½,122072SN22AN½,122072SN22ASWNE,,,480.00,Edmunds
608,122,072,72,22,SN22,"N2, SE4 - A",N2,N½,AN½,122072SN22AN½,122072SN22ASENE,,,480.00,Edmunds
609,123,073,73,9,SN9,N2 -A,N2,N½,AN½,123073SN9AN½,123073SN9ANWNW,,,320.00,Edmunds
610,123,073,73,9,SN9,N2 -A,N2,N½,AN½,123073SN9AN½,123073SN9ANENW,,,320.00,Edmunds
611,123,073,73,9,SN9,N2 -A,N2,N½,AN½,123073SN9AN½,123073SN9ASWNW,,,320.00,Edmunds
612,123,073,73,9,SN9,N2 -A,N2,N½,AN½,123073SN9AN½,123073SN9ASENW,,,320.00,Edmunds
613,123,073,73,9,SN9,N2 -A,N2,N½,AN½,123073SN9AN½,123073SN9ANWNE,,,320.00,Edmunds
614,123,073,73,9,SN9,N2 -A,N2,N½,AN½,123073SN9AN½,123073SN9ANENE,,,320.00,Edmunds
615,123,073,73,9,SN9,N2 -A,N2,N½,AN½,123073SN9AN½,123073SN9ASWNE,,,320.00,Edmunds
616,123,073,73,9,SN9,N2 -A,N2,N½,AN½,123073SN9AN½,123073SN9ASENE,,,320.00,Edmunds
617,123,073,73,10,SN10,"N2, SW4 - A",N2,N½,AN½,123073SN10AN½,123073SN10ANWNW,,,480.00,Edmunds
618,123,073,73,10,SN10,"N2, SW4 - A",N2,N½,AN½,123073SN10AN½,123073SN10ANENW,,,480.00,Edmunds
619,123,073,73,10,SN10,"N2, SW4 - A",N2,N½,AN½,123073SN10AN½,123073SN10ASWNW,,,480.00,Edmunds
620,123,073,73,10,SN10,"N2, SW4 - A",N2,N½,AN½,123073SN10AN½,123073SN10ASENW,,,480.00,Edmunds
621,123,073,73,10,SN10,"N2, SW4 - A",N2,N½,AN½,123073SN10AN½,123073SN10ANWNE,,,480.00,Edmunds
622,123,073,73,10,SN10,"N2, SW4 - A",N2,N½,AN½,123073SN10AN½,123073SN10ANENE,,,480.00,Edmunds
623,123,073,73,10,SN10,"N2, SW4 - A",N2,N½,AN½,123073SN10AN½,123073SN10ASWNE,,,480.00,Edmunds
624,123,073,73,10,SN10,"N2, SW4 - A",N2,N½,AN½,123073SN10AN½,123073SN10ASENE,,,480.00,Edmunds
625,124,069,69,20,SN20,"N2, SW4 - A",N2,N½,AN½,124069SN20AN½,124069SN20ANWNW,,,480.00,Edmunds
626,124,069,69,20,SN20,"N2, SW4 - A",N2,N½,AN½,124069SN20AN½,124069SN20ANENW,,,480.00,Edmunds
627,124,069,69,20,SN20,"N2, SW4 - A",N2,N½,AN½,124069SN20AN½,124069SN20ASWNW,,,480.00,Edmunds
628,124,069,69,20,SN20,"N2, SW4 - A",N2,N½,AN½,124069SN20AN½,124069SN20ASENW,,,480.00,Edmunds
629,124,069,69,20,SN20,"N2, SW4 - A",N2,N½,AN½,124069SN20AN½,124069SN20ANWNE,,,480.00,Edmunds
630,124,069,69,20,SN20,"N2, SW4 - A",N2,N½,AN½,124069SN20AN½,124069SN20ANENE,,,480.00,Edmunds
631,124,069,69,20,SN20,"N2, SW4 - A",N2,N½,AN½,124069SN20AN½,124069SN20ASWNE,,,480.00,Edmunds
632,124,069,69,20,SN20,"N2, SW4 - A",N2,N½,AN½,124069SN20AN½,124069SN20ASENE,,,480.00,Edmunds
633,122,072,72,09,SN09,NE4 - A,NE4,NE,ANE,122072SN09ANE,122072SN09ANWNE,,,160.00,Edmunds
634,122,072,72,09,SN09,NE4 - A,NE4,NE,ANE,122072SN09ANE,122072SN09ANENE,,,160.00,Edmunds
635,122,072,72,09,SN09,NE4 - A,NE4,NE,ANE,122072SN09ANE,122072SN09ASWNE,,,160.00,Edmunds
636,122,072,72,09,SN09,NE4 - A,NE4,NE,ANE,122072SN09ANE,122072SN09ASENE,,,160.00,Edmunds
637,122,073,73,30,SN30,NE4 - A,NE4,NE,ANE,122073SN30ANE,122073SN30ANWNE,,,160.00,Edmunds
638,122,073,73,30,SN30,NE4 - A,NE4,NE,ANE,122073SN30ANE,122073SN30ANENE,,,160.00,Edmunds
639,122,073,73,30,SN30,NE4 - A,NE4,NE,ANE,122073SN30ANE,122073SN30ASWNE,,,160.00,Edmunds
640,122,073,73,30,SN30,NE4 - A,NE4,NE,ANE,122073SN30ANE,122073SN30ASENE,,,160.00,Edmunds
641,123,072,72,31,SN31,"LOTS 1,2,3,4, NE4, E2W2, SE4 - A", NE4,NE,ANE,123072SN31ANE,123072SN31ANWNE,,,646.24,Edmunds
642,123,072,72,31,SN31,"LOTS 1,2,3,4, NE4, E2W2, SE4 - A", NE4,NE,ANE,123072SN31ANE,123072SN31ANENE,,,646.24,Edmunds
643,123,072,72,31,SN31,"LOTS 1,2,3,4, NE4, E2W2, SE4 - A", NE4,NE,ANE,123072SN31ANE,123072SN31ASWNE,,,646.24,Edmunds
644,123,072,72,31,SN31,"LOTS 1,2,3,4, NE4, E2W2, SE4 - A", NE4,NE,ANE,123072SN31ANE,123072SN31ASENE,,,646.24,Edmunds
645,123,073,73,08,SN08,NE4 - A,NE4,NE,ANE,123073SN08ANE,123073SN08ANWNE,,,160.00,Edmunds
646,123,073,73,08,SN08,NE4 - A,NE4,NE,ANE,123073SN08ANE,123073SN08ANENE,,,160.00,Edmunds
647,123,073,73,08,SN08,NE4 - A,NE4,NE,ANE,123073SN08ANE,123073SN08ASWNE,,,160.00,Edmunds
648,123,073,73,08,SN08,NE4 - A,NE4,NE,ANE,123073SN08ANE,123073SN08ASENE,,,160.00,Edmunds
649,123,073,73,35,SN35,"NE4, S2 - A",NE4,NE,ANE,123073SN35ANE,123073SN35ANWNE,,,480.00,Edmunds
650,123,073,73,35,SN35,"NE4, S2 - A",NE4,NE,ANE,123073SN35ANE,123073SN35ANENE,,,480.00,Edmunds
651,123,073,73,35,SN35,"NE4, S2 - A",NE4,NE,ANE,123073SN35ANE,123073SN35ASWNE,,,480.00,Edmunds
652,123,073,73,35,SN35,"NE4, S2 - A",NE4,NE,ANE,123073SN35ANE,123073SN35ASENE,,,480.00,Edmunds
653,123,072,72,17,SN17,"W2NE, S2NW, SW4, NW4SE, S2SE - A", NW4SE,NWSE,ANWSE,123072SN17ANWSE,123072SN17ANWSE,123072SN17ANWSE,123072SN17ANWSE,440.00,Edmunds
654,123,072,72,28,SN28,S2 - A,S2,S½,AS½,123072SN28AS½,123072SN28ANWSW,,,320.00,Edmunds
655,123,072,72,28,SN28,S2 - A,S2,S½,AS½,123072SN28AS½,123072SN28ANESW,,,320.00,Edmunds
656,123,072,72,28,SN28,S2 - A,S2,S½,AS½,123072SN28AS½,123072SN28ASWSW,,,320.00,Edmunds
657,123,072,72,28,SN28,S2 - A,S2,S½,AS½,123072SN28AS½,123072SN28ASESW,,,320.00,Edmunds
658,123,072,72,28,SN28,S2 - A,S2,S½,AS½,123072SN28AS½,123072SN28ANWSE,,,320.00,Edmunds
659,123,072,72,28,SN28,S2 - A,S2,S½,AS½,123072SN28AS½,123072SN28ANESE,,,320.00,Edmunds
660,123,072,72,28,SN28,S2 - A,S2,S½,AS½,123072SN28AS½,123072SN28ASWSE,,,320.00,Edmunds
661,123,072,72,28,SN28,S2 - A,S2,S½,AS½,123072SN28AS½,123072SN28ASESE,,,320.00,Edmunds
662,123,072,72,29,SN29,S2 - A,S2,S½,AS½,123072SN29AS½,123072SN29ANWSW,,,320.00,Edmunds
663,123,072,72,29,SN29,S2 - A,S2,S½,AS½,123072SN29AS½,123072SN29ANESW,,,320.00,Edmunds
664,123,072,72,29,SN29,S2 - A,S2,S½,AS½,123072SN29AS½,123072SN29ASWSW,,,320.00,Edmunds
665,123,072,72,29,SN29,S2 - A,S2,S½,AS½,123072SN29AS½,123072SN29ASESW,,,320.00,Edmunds
666,123,072,72,29,SN29,S2 - A,S2,S½,AS½,123072SN29AS½,123072SN29ANWSE,,,320.00,Edmunds
667,123,072,72,29,SN29,S2 - A,S2,S½,AS½,123072SN29AS½,123072SN29ANESE,,,320.00,Edmunds
668,123,072,72,29,SN29,S2 - A,S2,S½,AS½,123072SN29AS½,123072SN29ASWSE,,,320.00,Edmunds
669,123,072,72,29,SN29,S2 - A,S2,S½,AS½,123072SN29AS½,123072SN29ASESE,,,320.00,Edmunds
670,123,073,73,03,SN03,"LOTS 1,2, S2NE, S2  - A", S2,S½,AS½,123073SN03AS½,123073SN03ANWSW,,,483.23,Edmunds
671,123,073,73,03,SN03,"LOTS 1,2, S2NE, S2  - A", S2,S½,AS½,123073SN03AS½,123073SN03ANESW,,,483.23,Edmunds
672,123,073,73,03,SN03,"LOTS 1,2, S2NE, S2  - A", S2,S½,AS½,123073SN03AS½,123073SN03ASWSW,,,483.23,Edmunds
673,123,073,73,03,SN03,"LOTS 1,2, S2NE, S2  - A", S2,S½,AS½,123073SN03AS½,123073SN03ASESW,,,483.23,Edmunds
674,123,073,73,03,SN03,"LOTS 1,2, S2NE, S2  - A", S2,S½,AS½,123073SN03AS½,123073SN03ANWSE,,,483.23,Edmunds
675,123,073,73,03,SN03,"LOTS 1,2, S2NE, S2  - A", S2,S½,AS½,123073SN03AS½,123073SN03ANESE,,,483.23,Edmunds
676,123,073,73,03,SN03,"LOTS 1,2, S2NE, S2  - A", S2,S½,AS½,123073SN03AS½,123073SN03ASWSE,,,483.23,Edmunds
677,123,073,73,03,SN03,"LOTS 1,2, S2NE, S2  - A", S2,S½,AS½,123073SN03AS½,123073SN03ASESE,,,483.23,Edmunds
678,123,073,73,25,SN25,S2 - A,S2,S½,AS½,123073SN25AS½,123073SN25ANWSW,,,320.00,Edmunds
679,123,073,73,25,SN25,S2 - A,S2,S½,AS½,123073SN25AS½,123073SN25ANESW,,,320.00,Edmunds
680,123,073,73,25,SN25,S2 - A,S2,S½,AS½,123073SN25AS½,123073SN25ASWSW,,,320.00,Edmunds
681,123,073,73,25,SN25,S2 - A,S2,S½,AS½,123073SN25AS½,123073SN25ASESW,,,320.00,Edmunds
682,123,073,73,25,SN25,S2 - A,S2,S½,AS½,123073SN25AS½,123073SN25ANWSE,,,320.00,Edmunds
683,123,073,73,25,SN25,S2 - A,S2,S½,AS½,123073SN25AS½,123073SN25ANESE,,,320.00,Edmunds
684,123,073,73,25,SN25,S2 - A,S2,S½,AS½,123073SN25AS½,123073SN25ASWSE,,,320.00,Edmunds
685,123,073,73,25,SN25,S2 - A,S2,S½,AS½,123073SN25AS½,123073SN25ASESE,,,320.00,Edmunds
686,123,073,73,35,SN35,"NE4, S2 - A", S2,S½,AS½,123073SN35AS½,123073SN35ANWSW,,,480.00,Edmunds
687,123,073,73,35,SN35,"NE4, S2 - A", S2,S½,AS½,123073SN35AS½,123073SN35ANESW,,,480.00,Edmunds
688,123,073,73,35,SN35,"NE4, S2 - A", S2,S½,AS½,123073SN35AS½,123073SN35ASWSW,,,480.00,Edmunds
689,123,073,73,35,SN35,"NE4, S2 - A", S2,S½,AS½,123073SN35AS½,123073SN35ASESW,,,480.00,Edmunds
690,123,073,73,35,SN35,"NE4, S2 - A", S2,S½,AS½,123073SN35AS½,123073SN35ANWSE,,,480.00,Edmunds
691,123,073,73,35,SN35,"NE4, S2 - A", S2,S½,AS½,123073SN35AS½,123073SN35ANESE,,,480.00,Edmunds
692,123,073,73,35,SN35,"NE4, S2 - A", S2,S½,AS½,123073SN35AS½,123073SN35ASWSE,,,480.00,Edmunds
693,123,073,73,35,SN35,"NE4, S2 - A", S2,S½,AS½,123073SN35AS½,123073SN35ASESE,,,480.00,Edmunds
694,122,072,72,02,SN02,"LOTS 1,2,3,4, S2N2, SW4 - A", S2N2,S½N½,AS½N½,122072SN02AS½N½,122072SN02ASWNW,,,485.34,Edmunds
695,122,072,72,02,SN02,"LOTS 1,2,3,4, S2N2, SW4 - A", S2N2,S½N½,AS½N½,122072SN02AS½N½,122072SN02ASENW,,,485.34,Edmunds
696,122,072,72,02,SN02,"LOTS 1,2,3,4, S2N2, SW4 - A", S2N2,S½N½,AS½N½,122072SN02AS½N½,122072SN02ASWNE,,,485.34,Edmunds
697,122,072,72,02,SN02,"LOTS 1,2,3,4, S2N2, SW4 - A", S2N2,S½N½,AS½N½,122072SN02AS½N½,122072SN02ASENE,,,485.34,Edmunds
698,122,072,72,03,SN03,"LOTS 1,2,3,4, S2N2, SE4 - A", S2N2,S½N½,AS½N½,122072SN03AS½N½,122072SN03ASWNW,,,484.95,Edmunds
699,122,072,72,03,SN03,"LOTS 1,2,3,4, S2N2, SE4 - A", S2N2,S½N½,AS½N½,122072SN03AS½N½,122072SN03ASENW,,,484.95,Edmunds
700,122,072,72,03,SN03,"LOTS 1,2,3,4, S2N2, SE4 - A", S2N2,S½N½,AS½N½,122072SN03AS½N½,122072SN03ASWNE,,,484.95,Edmunds
701,122,072,72,03,SN03,"LOTS 1,2,3,4, S2N2, SE4 - A", S2N2,S½N½,AS½N½,122072SN03AS½N½,122072SN03ASENE,,,484.95,Edmunds
702,122,072,72,04,SN04,"LOTS 1,2,3,4, S2N2 - A", S2N2,S½N½,AS½N½,122072SN04AS½N½,122072SN04ASWNW,,,324.55,Edmunds
703,122,072,72,04,SN04,"LOTS 1,2,3,4, S2N2 - A", S2N2,S½N½,AS½N½,122072SN04AS½N½,122072SN04ASENW,,,324.55,Edmunds
704,122,072,72,04,SN04,"LOTS 1,2,3,4, S2N2 - A", S2N2,S½N½,AS½N½,122072SN04AS½N½,122072SN04ASWNE,,,324.55,Edmunds
705,122,072,72,04,SN04,"LOTS 1,2,3,4, S2N2 - A", S2N2,S½N½,AS½N½,122072SN04AS½N½,122072SN04ASENE,,,324.55,Edmunds
706,122,072,72,05,SN05,"LOTS 1,2,3,4, S2N2, SW4 - A", S2N2,S½N½,AS½N½,122072SN05AS½N½,122072SN05ASWNW,,,486.26,Edmunds
707,122,072,72,05,SN05,"LOTS 1,2,3,4, S2N2, SW4 - A", S2N2,S½N½,AS½N½,122072SN05AS½N½,122072SN05ASENW,,,486.26,Edmunds
708,122,072,72,05,SN05,"LOTS 1,2,3,4, S2N2, SW4 - A", S2N2,S½N½,AS½N½,122072SN05AS½N½,122072SN05ASWNE,,,486.26,Edmunds
709,122,072,72,05,SN05,"LOTS 1,2,3,4, S2N2, SW4 - A", S2N2,S½N½,AS½N½,122072SN05AS½N½,122072SN05ASENE,,,486.26,Edmunds
710,123,073,73,04,SN04,"LOTS 1,2,3,4, S2N2 - A", S2N2,S½N½,AS½N½,123073SN04AS½N½,123073SN04ASWNW,,,324.23,Edmunds
711,123,073,73,04,SN04,"LOTS 1,2,3,4, S2N2 - A", S2N2,S½N½,AS½N½,123073SN04AS½N½,123073SN04ASENW,,,324.23,Edmunds
712,123,073,73,04,SN04,"LOTS 1,2,3,4, S2N2 - A", S2N2,S½N½,AS½N½,123073SN04AS½N½,123073SN04ASWNE,,,324.23,Edmunds
713,123,073,73,04,SN04,"LOTS 1,2,3,4, S2N2 - A", S2N2,S½N½,AS½N½,123073SN04AS½N½,123073SN04ASENE,,,324.23,Edmunds
714,123,073,73,05,SN05,"LOTS 1,2,3,4, S2N2, SW4 - A", S2N2,S½N½,AS½N½,123073SN05AS½N½,123073SN05ASWNW,,,482.82,Edmunds
715,123,073,73,05,SN05,"LOTS 1,2,3,4, S2N2, SW4 - A", S2N2,S½N½,AS½N½,123073SN05AS½N½,123073SN05ASENW,,,482.82,Edmunds
716,123,073,73,05,SN05,"LOTS 1,2,3,4, S2N2, SW4 - A", S2N2,S½N½,AS½N½,123073SN05AS½N½,123073SN05ASWNE,,,482.82,Edmunds
717,123,073,73,05,SN05,"LOTS 1,2,3,4, S2N2, SW4 - A", S2N2,S½N½,AS½N½,123073SN05AS½N½,123073SN05ASENE,,,482.82,Edmunds
718,122,072,72,06,SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW - A", S2NE,S½NE,AS½NE,122072SN06AS½NE,122072SN06ASWNE,,,487.49,Edmunds
719,122,072,72,06,SN06,"LOTS 1,2,3,4,5,6,7, S2NE, SE4NW, E2SW - A", S2NE,S½NE,AS½NE,122072SN06AS½NE,122072SN06ASENE,,,487.49,Edmunds
720,123,073,73,03,SN03,"LOTS 1,2, S2NE, S2  - A", S2NE,S½NE,AS½NE,123073SN03AS½NE,123073SN03ASWNE,,,483.23,Edmunds
721,123,073,73,03,SN03,"LOTS 1,2, S2NE, S2  - A", S2NE,S½NE,AS½NE,123073SN03AS½NE,123073SN03ASENE,,,483.23,Edmunds
722,123,073,73,06,SN06,"LOTS 1,2,6,7, S2NE, E2SW - A", S2NE,S½NE,AS½NE,123073SN06AS½NE,123073SN06ASWNE,,,310.15,Edmunds
723,123,073,73,06,SN06,"LOTS 1,2,6,7, S2NE, E2SW - A", S2NE,S½NE,AS½NE,123073SN06AS½NE,123073SN06ASENE,,,310.15,Edmunds
724,123,072,72,17,SN17,"W2NE, S2NW, SW4, NW4SE, S2SE - A", S2NW,S½NW,AS½NW,123072SN17AS½NW,123072SN17ASWNW,,,440.00,Edmunds
725,123,072,72,17,SN17,"W2NE, S2NW, SW4, NW4SE, S2SE - A", S2NW,S½NW,AS½NW,123072SN17AS½NW,123072SN17ASENW,,,440.00,Edmunds
726,123,073,73,02,SN02,"LOTS 3,4, S2NW, SW4 - A", S2NW,S½NW,AS½NW,123073SN02AS½NW,123073SN02ASWNW,,,323.24,Edmunds
727,123,073,73,02,SN02,"LOTS 3,4, S2NW, SW4 - A", S2NW,S½NW,AS½NW,123073SN02AS½NW,123073SN02ASENW,,,323.24,Edmunds
728,123,072,72,17,SN17,"W2NE, S2NW, SW4, NW4SE, S2SE - A", S2SE,S½SE,AS½SE,123072SN17AS½SE,123072SN17ASWSE,,,440.00,Edmunds
729,123,072,72,17,SN17,"W2NE, S2NW, SW4, NW4SE, S2SE - A", S2SE,S½SE,AS½SE,123072SN17AS½SE,123072SN17ASESE,,,440.00,Edmunds
730,122,072,72,03,SN03,"LOTS 1,2,3,4, S2N2, SE4 - A", SE4,SE,ASE,122072SN03ASE,122072SN03ANWSE,,,484.95,Edmunds
731,122,072,72,03,SN03,"LOTS 1,2,3,4, S2N2, SE4 - A", SE4,SE,ASE,122072SN03ASE,122072SN03ANESE,,,484.95,Edmunds
732,122,072,72,03,SN03,"LOTS 1,2,3,4, S2N2, SE4 - A", SE4,SE,ASE,122072SN03ASE,122072SN03ASWSE,,,484.95,Edmunds
733,122,072,72,03,SN03,"LOTS 1,2,3,4, S2N2, SE4 - A", SE4,SE,ASE,122072SN03ASE,122072SN03ASESE,,,484.95,Edmunds
734,122,072,72,15,SN15,"W2, SE4 - A", SE4,SE,ASE,122072SN15ASE,122072SN15ANWSE,,,480.00,Edmunds
735,122,072,72,15,SN15,"W2, SE4 - A", SE4,SE,ASE,122072SN15ASE,122072SN15ANESE,,,480.00,Edmunds
736,122,072,72,15,SN15,"W2, SE4 - A", SE4,SE,ASE,122072SN15ASE,122072SN15ASWSE,,,480.00,Edmunds
737,122,072,72,15,SN15,"W2, SE4 - A", SE4,SE,ASE,122072SN15ASE,122072SN15ASESE,,,480.00,Edmunds
