,Column1,Column2,Column3,Column4,Column42,Column43,Column8,FIXED PLSS ID,Column9,Column5,Column6,Column7
150,0170N0,020E0,SN07,E2SW,E2SW,AE½SW,0170N0020E0SN07AE½SW,0170N0020E0SN07ANESW,,320.8,Harding,SOUTH DAKOTA STATE UNIVERSITY
151,0170N0,020E0,SN07,E2SW,E2SW,AE½SW,0170N0020E0SN07AE½SW,0170N0020E0SN07ASESW,,320.8,Harding,SOUTH DAKOTA STATE UNIVERSITY
152,0170N0,020E0,SN07,NE4,NE4,ANE,0170N0020E0SN07ANE,0170N0020E0SN07ANWNE,,320.4,Harding,SOUTH DAKOTA STATE UNIVERSITY
153,0170N0,020E0,SN07,NE4,NE4,ANE,0170N0020E0SN07ANE,0170N0020E0SN07ANENE,,320.4,Harding,SOUTH DAKOTA STATE UNIVERSITY
154,0170N0,020E0,SN07,NE4,NE4,ANE,0170N0020E0SN07ANE,0170N0020E0SN07ASWNE,,320.4,Harding,SOUTH DAKOTA STATE UNIVERSITY
155,0170N0,020E0,SN07,NE4,NE4,ANE,0170N0020E0SN07ANE,0170N0020E0SN07ASENE,,320.4,Harding,SOUTH DAKOTA STATE UNIVERSITY
156,0170N0,020E0,SN07, SE4,SE4,ASE,0170N0020E0SN07ASE,0170N0020E0SN07ANWSE,,320.8,Harding,SOUTH DAKOTA STATE UNIVERSITY
157,0170N0,020E0,SN07, SE4,SE4,ASE,0170N0020E0SN07ASE,0170N0020E0SN07ANESE,,320.8,Harding,SOUTH DAKOTA STATE UNIVERSITY
158,0170N0,020E0,SN07, SE4,SE4,ASE,0170N0020E0SN07ASE,0170N0020E0SN07ASWSE,,320.8,Harding,SOUTH DAKOTA STATE UNIVERSITY
159,0170N0,020E0,SN07, SE4,SE4,ASE,0170N0020E0SN07ASE,0170N0020E0SN07ASESE,,320.8,Harding,SOUTH DAKOTA STATE UNIVERSITY
160,0170N0,020E0,SN09,S2NE,S2NE,AS½NE,0170N0020E0SN09AS½NE,0170N0020E0SN09ASWNE,,240.0,Harding,SOUTH DAKOTA STATE UNIVERSITY
161,0170N0,020E0,SN09,S2NE,S2NE,AS½NE,0170N0020E0SN09AS½NE,0170N0020E0SN09ASENE,,240.0,Harding,SOUTH DAKOTA STATE UNIVERSITY
162,0170N0,020E0,SN09, SE4,SE4,ASE,0170N0020E0SN09ASE,0170N0020E0SN09ANWSE,,240.0,Harding,SOUTH DAKOTA STATE UNIVERSITY
163,0170N0,020E0,SN09, SE4,SE4,ASE,0170N0020E0SN09ASE,0170N0020E0SN09ANESE,,240.0,Harding,SOUTH DAKOTA STATE UNIVERSITY
164,0170N0,020E0,SN09, SE4,SE4,ASE,0170N0020E0SN09ASE,0170N0020E0SN09ASWSE,,240.0,Harding,SOUTH DAKOTA STATE UNIVERSITY
165,0170N0,020E0,SN09, SE4,SE4,ASE,0170N0020E0SN09ASE,0170N0020E0SN09ASESE,,240.0,Harding,SOUTH DAKOTA STATE UNIVERSITY
166,0170N0,020E0,SN10,S2NW,S2NW,AS½NW,0170N0020E0SN10AS½NW,0170N0020E0SN10ASWNW,,240.0,Harding,SOUTH DAKOTA STATE UNIVERSITY
167,0170N0,020E0,SN10,S2NW,S2NW,AS½NW,0170N0020E0SN10AS½NW,0170N0020E0SN10ASENW,,240.0,Harding,SOUTH DAKOTA STATE UNIVERSITY
168,0170N0,020E0,SN10, SW4                                                   ,SW4,ASW,0170N0020E0SN10ASW,0170N0020E0SN10ANWSW,,240.0,Harding,SOUTH DAKOTA STATE UNIVERSITY
169,0170N0,020E0,SN10, SW4                                                   ,SW4,ASW,0170N0020E0SN10ASW,0170N0020E0SN10ANESW,,240.0,Harding,SOUTH DAKOTA STATE UNIVERSITY
170,0170N0,020E0,SN10, SW4                                                   ,SW4,ASW,0170N0020E0SN10ASW,0170N0020E0SN10ASWSW,,240.0,Harding,SOUTH DAKOTA STATE UNIVERSITY
171,0170N0,020E0,SN10, SW4                                                   ,SW4,ASW,0170N0020E0SN10ASW,0170N0020E0SN10ASESW,,240.0,Harding,SOUTH DAKOTA STATE UNIVERSITY
172,0170N0,020E0,SN11,ALL,ALL,,0170N0020E0SN11,0170N0020E0SN11,,640.0,Harding,SOUTH DAKOTA STATE UNIVERSITY
173,0170N0,02E,SN08,S2SW,S2SW,AS½SW,0170N002ESN08AS½SW,0170N002ESN08ASWSW,,80.0,Harding,SOUTH DAKOTA STATE UNIVERSITY
174,0170N0,02E,SN08,S2SW,S2SW,AS½SW,0170N002ESN08AS½SW,0170N002ESN08ASESW,,80.0,Harding,SOUTH DAKOTA STATE UNIVERSITY
175,0180N0,070E0,SN16,ALL                                                         ,ALL,,0180N0070E0SN16,0180N0070E0SN16,,640.0,Harding,SDSU EXP. STATION
176,0180N0,070E0,SN17,ALL                                                         ,ALL,,0180N0070E0SN17,0180N0070E0SN17,,640.0,Harding,SDSU EXP. STATION
177,0180N0,070E0,SN18,E2,E2,AE½,0180N0070E0SN18AE½,0180N0070E0SN18ANWSE,,624.0,Harding,SDSU EXP. STATION
178,0180N0,070E0,SN18,E2,E2,AE½,0180N0070E0SN18AE½,0180N0070E0SN18ANESE,,624.0,Harding,SDSU EXP. STATION
179,0180N0,070E0,SN18,E2,E2,AE½,0180N0070E0SN18AE½,0180N0070E0SN18ASWSE,,624.0,Harding,SDSU EXP. STATION
180,0180N0,070E0,SN18,E2,E2,AE½,0180N0070E0SN18AE½,0180N0070E0SN18ASESE,,624.0,Harding,SDSU EXP. STATION
181,0180N0,070E0,SN18,E2,E2,AE½,0180N0070E0SN18AE½,0180N0070E0SN18ANWNE,,624.0,Harding,SDSU EXP. STATION
182,0180N0,070E0,SN18,E2,E2,AE½,0180N0070E0SN18AE½,0180N0070E0SN18ANENE,,624.0,Harding,SDSU EXP. STATION
183,0180N0,070E0,SN18,E2,E2,AE½,0180N0070E0SN18AE½,0180N0070E0SN18ASWNE,,624.0,Harding,SDSU EXP. STATION
184,0180N0,070E0,SN18,E2,E2,AE½,0180N0070E0SN18AE½,0180N0070E0SN18ASENE,,624.0,Harding,SDSU EXP. STATION
185,0180N0,070E0,SN18,E2W2,E2W2,AE½W½,0180N0070E0SN18AE½W½,0180N0070E0SN18ANENW,,624.0,Harding,SDSU EXP. STATION
186,0180N0,070E0,SN18,E2W2,E2W2,AE½W½,0180N0070E0SN18AE½W½,0180N0070E0SN18ASENW,,624.0,Harding,SDSU EXP. STATION
187,0180N0,070E0,SN18,E2W2,E2W2,AE½W½,0180N0070E0SN18AE½W½,0180N0070E0SN18ANESW,,624.0,Harding,SDSU EXP. STATION
188,0180N0,070E0,SN18,E2W2,E2W2,AE½W½,0180N0070E0SN18AE½W½,0180N0070E0SN18ASESW,,624.0,Harding,SDSU EXP. STATION
189,0180N0,070E0,SN19,E2W2,E2W2,AE½W½,0180N0070E0SN19AE½W½,0180N0070E0SN19ANENW,,625.64,Harding,SDSU EXP. STATION
190,0180N0,070E0,SN19,E2W2,E2W2,AE½W½,0180N0070E0SN19AE½W½,0180N0070E0SN19ASENW,,625.64,Harding,SDSU EXP. STATION
191,0180N0,070E0,SN19,E2W2,E2W2,AE½W½,0180N0070E0SN19AE½W½,0180N0070E0SN19ANESW,,625.64,Harding,SDSU EXP. STATION
192,0180N0,070E0,SN19,E2W2,E2W2,AE½W½,0180N0070E0SN19AE½W½,0180N0070E0SN19ASESW,,625.64,Harding,SDSU EXP. STATION
193,0180N0,070E0,SN19,NWNE,NWNE,ANWNE,0180N0070E0SN19ANWNE,0180N0070E0SN19ANWNE,0180N0070E0SN19ANWNE,625.64,Harding,SDSU EXP. STATION
194,0180N0,070E0,SN19,S2NE,S2NE,AS½NE,0180N0070E0SN19AS½NE,0180N0070E0SN19ASWNE,,625.64,Harding,SDSU EXP. STATION
195,0180N0,070E0,SN19,S2NE,S2NE,AS½NE,0180N0070E0SN19AS½NE,0180N0070E0SN19ASENE,,625.64,Harding,SDSU EXP. STATION
196,0180N0,070E0,SN19,SE,SE,ASE,0180N0070E0SN19ASE,0180N0070E0SN19ANWSE,,625.64,Harding,SDSU EXP. STATION
197,0180N0,070E0,SN19,SE,SE,ASE,0180N0070E0SN19ASE,0180N0070E0SN19ANESE,,625.64,Harding,SDSU EXP. STATION
198,0180N0,070E0,SN19,SE,SE,ASE,0180N0070E0SN19ASE,0180N0070E0SN19ASWSE,,625.64,Harding,SDSU EXP. STATION
199,0180N0,070E0,SN19,SE,SE,ASE,0180N0070E0SN19ASE,0180N0070E0SN19ASESE,,625.64,Harding,SDSU EXP. STATION
200,0180N0,070E0,SN20,ALL                                                         ,ALL,,0180N0070E0SN20,0180N0070E0SN20,,640.0,Harding,SDSU EXP. STATION
201,0180N0,070E0,SN21,ALL,ALL,,0180N0070E0SN21,0180N0070E0SN21,,640.0,Harding,SDSU EXP. STATION
202,0180N0,070E0,SN22,ALL                                                         ,ALL,,0180N0070E0SN22,0180N0070E0SN22,,640.0,Harding,SDSU EXP. STATION
203,0180N0,070E0,SN27,ALL                                                         ,ALL,,0180N0070E0SN27,0180N0070E0SN27,,640.0,Harding,SDSU EXP. STATION
204,0180N0,070E0,SN28,ALL                                                         ,ALL,,0180N0070E0SN28,0180N0070E0SN28,,640.0,Harding,SDSU EXP. STATION
205,0180N0,070E0,SN29,ALL                                                         ,ALL,,0180N0070E0SN29,0180N0070E0SN29,,640.0,Harding,SDSU EXP. STATION
206,0180N0,070E0,SN30, E2,E2,AE½,0180N0070E0SN30AE½,0180N0070E0SN30ANWSE,,627.44,Harding,SDSU EXP. STATION
207,0180N0,070E0,SN30, E2,E2,AE½,0180N0070E0SN30AE½,0180N0070E0SN30ANESE,,627.44,Harding,SDSU EXP. STATION
208,0180N0,070E0,SN30, E2,E2,AE½,0180N0070E0SN30AE½,0180N0070E0SN30ASWSE,,627.44,Harding,SDSU EXP. STATION
209,0180N0,070E0,SN30, E2,E2,AE½,0180N0070E0SN30AE½,0180N0070E0SN30ASESE,,627.44,Harding,SDSU EXP. STATION
210,0180N0,070E0,SN30, E2,E2,AE½,0180N0070E0SN30AE½,0180N0070E0SN30ANWNE,,627.44,Harding,SDSU EXP. STATION
211,0180N0,070E0,SN30, E2,E2,AE½,0180N0070E0SN30AE½,0180N0070E0SN30ANENE,,627.44,Harding,SDSU EXP. STATION
212,0180N0,070E0,SN30, E2,E2,AE½,0180N0070E0SN30AE½,0180N0070E0SN30ASWNE,,627.44,Harding,SDSU EXP. STATION
213,0180N0,070E0,SN30, E2,E2,AE½,0180N0070E0SN30AE½,0180N0070E0SN30ASENE,,627.44,Harding,SDSU EXP. STATION
214,0180N0,070E0,SN30, E2W2                                      ,E2W2,AE½W½,0180N0070E0SN30AE½W½,0180N0070E0SN30ANENW,,627.44,Harding,SDSU EXP. STATION
215,0180N0,070E0,SN30, E2W2                                      ,E2W2,AE½W½,0180N0070E0SN30AE½W½,0180N0070E0SN30ASENW,,627.44,Harding,SDSU EXP. STATION
216,0180N0,070E0,SN30, E2W2                                      ,E2W2,AE½W½,0180N0070E0SN30AE½W½,0180N0070E0SN30ANESW,,627.44,Harding,SDSU EXP. STATION
217,0180N0,070E0,SN30, E2W2                                      ,E2W2,AE½W½,0180N0070E0SN30AE½W½,0180N0070E0SN30ASESW,,627.44,Harding,SDSU EXP. STATION
218,0180N0,070E0,SN31, E2,E2,AE½,0180N0070E0SN31AE½,0180N0070E0SN31ANWSE,,628.8,Harding,SDSU EXP. STATION
219,0180N0,070E0,SN31, E2,E2,AE½,0180N0070E0SN31AE½,0180N0070E0SN31ANESE,,628.8,Harding,SDSU EXP. STATION
220,0180N0,070E0,SN31, E2,E2,AE½,0180N0070E0SN31AE½,0180N0070E0SN31ASWSE,,628.8,Harding,SDSU EXP. STATION
221,0180N0,070E0,SN31, E2,E2,AE½,0180N0070E0SN31AE½,0180N0070E0SN31ASESE,,628.8,Harding,SDSU EXP. STATION
222,0180N0,070E0,SN31, E2,E2,AE½,0180N0070E0SN31AE½,0180N0070E0SN31ANWNE,,628.8,Harding,SDSU EXP. STATION
223,0180N0,070E0,SN31, E2,E2,AE½,0180N0070E0SN31AE½,0180N0070E0SN31ANENE,,628.8,Harding,SDSU EXP. STATION
224,0180N0,070E0,SN31, E2,E2,AE½,0180N0070E0SN31AE½,0180N0070E0SN31ASWNE,,628.8,Harding,SDSU EXP. STATION
225,0180N0,070E0,SN31, E2,E2,AE½,0180N0070E0SN31AE½,0180N0070E0SN31ASENE,,628.8,Harding,SDSU EXP. STATION
226,0180N0,070E0,SN31, E2W2                                      ,E2W2,AE½W½,0180N0070E0SN31AE½W½,0180N0070E0SN31ANENW,,628.8,Harding,SDSU EXP. STATION
227,0180N0,070E0,SN31, E2W2                                      ,E2W2,AE½W½,0180N0070E0SN31AE½W½,0180N0070E0SN31ASENW,,628.8,Harding,SDSU EXP. STATION
228,0180N0,070E0,SN31, E2W2                                      ,E2W2,AE½W½,0180N0070E0SN31AE½W½,0180N0070E0SN31ANESW,,628.8,Harding,SDSU EXP. STATION
229,0180N0,070E0,SN31, E2W2                                      ,E2W2,AE½W½,0180N0070E0SN31AE½W½,0180N0070E0SN31ASESW,,628.8,Harding,SDSU EXP. STATION
230,0180N0,070E0,SN19,2,2,L2,0180N0070E0SN19L2,0180N0070E0SN19L2,0180N0070E0SN19L2,625.64,Harding,SDSU EXP. STATION
231,0180N0,070E0,SN30,2,2,L2,0180N0070E0SN30L2,0180N0070E0SN30L2,0180N0070E0SN30L2,627.44,Harding,SDSU EXP. STATION
232,0180N0,070E0,SN31,2,2,L2,0180N0070E0SN31L2,0180N0070E0SN31L2,0180N0070E0SN31L2,628.8,Harding,SDSU EXP. STATION
233,0180N0,070E0,SN18,2,2,L2,0180N0070E0SN18L2,0180N0070E0SN18L2,0180N0070E0SN18L2,624.0,Harding,SDSU EXP. STATION
234,0170N0,020E0,SN07,2,2,L2,0170N0020E0SN07L2,0170N0020E0SN07L2,0170N0020E0SN07L2,320.4,Harding,SOUTH DAKOTA STATE UNIVERSITY
235,0170N0,020E0,SN06,2,2,L2,0170N0020E0SN06L2,0170N0020E0SN06L2,0170N0020E0SN06L2,640.48,Harding,SOUTH DAKOTA STATE UNIVERSITY
236,0180N0,070E0,SN19,3,3,L3,0180N0070E0SN19L3,0180N0070E0SN19L3,0180N0070E0SN19L3,625.64,Harding,SDSU EXP. STATION
237,0180N0,070E0,SN30,3,3,L3,0180N0070E0SN30L3,0180N0070E0SN30L3,0180N0070E0SN30L3,627.44,Harding,SDSU EXP. STATION
238,0180N0,070E0,SN31,3,3,L3,0180N0070E0SN31L3,0180N0070E0SN31L3,0180N0070E0SN31L3,628.8,Harding,SDSU EXP. STATION
239,0180N0,070E0,SN18,3,3,L3,0180N0070E0SN18L3,0180N0070E0SN18L3,0180N0070E0SN18L3,624.0,Harding,SDSU EXP. STATION
240,0170N0,020E0,SN06,3,3,L3,0170N0020E0SN06L3,0170N0020E0SN06L3,0170N0020E0SN06L3,640.48,Harding,SOUTH DAKOTA STATE UNIVERSITY
241,0180N0,070E0,SN19,4,4,L4,0180N0070E0SN19L4,0180N0070E0SN19L4,0180N0070E0SN19L4,625.64,Harding,SDSU EXP. STATION
242,0180N0,070E0,SN30,4,4,L4,0180N0070E0SN30L4,0180N0070E0SN30L4,0180N0070E0SN30L4,627.44,Harding,SDSU EXP. STATION
243,0180N0,070E0,SN31,4,4,L4,0180N0070E0SN31L4,0180N0070E0SN31L4,0180N0070E0SN31L4,628.8,Harding,SDSU EXP. STATION
244,0180N0,070E0,SN18,4,4,L4,0180N0070E0SN18L4,0180N0070E0SN18L4,0180N0070E0SN18L4,624.0,Harding,SDSU EXP. STATION
245,0170N0,020E0,SN07,4,4,L4,0170N0020E0SN07L4,0170N0020E0SN07L4,0170N0020E0SN07L4,320.8,Harding,SOUTH DAKOTA STATE UNIVERSITY
246,0170N0,020E0,SN06,4,4,L4,0170N0020E0SN06L4,0170N0020E0SN06L4,0170N0020E0SN06L4,640.48,Harding,SOUTH DAKOTA STATE UNIVERSITY
247,0170N0,020E0,SN06,5,5,L5,0170N0020E0SN06L5,0170N0020E0SN06L5,0170N0020E0SN06L5,640.48,Harding,SOUTH DAKOTA STATE UNIVERSITY
248,0170N0,020E0,SN06,6,6,L6,0170N0020E0SN06L6,0170N0020E0SN06L6,0170N0020E0SN06L6,640.48,Harding,SOUTH DAKOTA STATE UNIVERSITY
249,0170N0,020E0,SN06,7,7,L7,0170N0020E0SN06L7,0170N0020E0SN06L7,0170N0020E0SN06L7,640.48,Harding,SOUTH DAKOTA STATE UNIVERSITY
250,0180N0,070E0,SN32,N2N2,N2N2,AN½N½,0180N0070E0SN32AN½N½,0180N0070E0SN32ANWNW,,230.0,Harding,SDSU EXP. STATION
251,0180N0,070E0,SN32,N2N2,N2N2,AN½N½,0180N0070E0SN32AN½N½,0180N0070E0SN32ANENW,,230.0,Harding,SDSU EXP. STATION
252,0180N0,070E0,SN32,N2N2,N2N2,AN½N½,0180N0070E0SN32AN½N½,0180N0070E0SN32ANWNE,,230.0,Harding,SDSU EXP. STATION
253,0180N0,070E0,SN32,N2N2,N2N2,AN½N½,0180N0070E0SN32AN½N½,0180N0070E0SN32ANENE,,230.0,Harding,SDSU EXP. STATION
254,0180N0,070E0,SN32, PT SWNW,PT SWNW,APT SWNW,0180N0070E0SN32APT SWNW,0180N0070E0SN32APT SWNW,,230.0,Harding,SDSU EXP. STATION
255,0180N0,070E0,SN32, W2NW4SW,W2NW4SW,AW½NWSW,0180N0070E0SN32AW½NWSW,0180N0070E0SN32AW½NWSW,,230.0,Harding,SDSU EXP. STATION
256,0180N0,070E0,SN32, W2SWSW                              ,W2SWSW,AW½SWSW,0180N0070E0SN32AW½SWSW,0180N0070E0SN32AW½SWSW,,230.0,Harding,SDSU EXP. STATION
257,0180N0,070E0,SN33,N2N2                                                        ,N2N2,AN½N½,0180N0070E0SN33AN½N½,0180N0070E0SN33ANWNW,,160.0,Harding,SDSU EXP. STATION
258,0180N0,070E0,SN33,N2N2                                                        ,N2N2,AN½N½,0180N0070E0SN33AN½N½,0180N0070E0SN33ANENW,,160.0,Harding,SDSU EXP. STATION
259,0180N0,070E0,SN33,N2N2                                                        ,N2N2,AN½N½,0180N0070E0SN33AN½N½,0180N0070E0SN33ANWNE,,160.0,Harding,SDSU EXP. STATION
260,0180N0,070E0,SN33,N2N2                                                        ,N2N2,AN½N½,0180N0070E0SN33AN½N½,0180N0070E0SN33ANENE,,160.0,Harding,SDSU EXP. STATION
261,0180N0,070E0,SN34,N2N2                                                        ,N2N2,AN½N½,0180N0070E0SN34AN½N½,0180N0070E0SN34ANWNW,,160.0,Harding,SDSU EXP. STATION
262,0180N0,070E0,SN34,N2N2                                                        ,N2N2,AN½N½,0180N0070E0SN34AN½N½,0180N0070E0SN34ANENW,,160.0,Harding,SDSU EXP. STATION
263,0180N0,070E0,SN34,N2N2                                                        ,N2N2,AN½N½,0180N0070E0SN34AN½N½,0180N0070E0SN34ANWNE,,160.0,Harding,SDSU EXP. STATION
264,0180N0,070E0,SN34,N2N2                                                        ,N2N2,AN½N½,0180N0070E0SN34AN½N½,0180N0070E0SN34ANENE,,160.0,Harding,SDSU EXP. STATION
265,0180N0,070E0,SN19,LOTS 1,LOTS 1,L1,0180N0070E0SN19L1,0180N0070E0SN19L1,0180N0070E0SN19L1,625.64,Harding,SDSU EXP. STATION
266,0180N0,070E0,SN30,LOTS 1,LOTS 1,L1,0180N0070E0SN30L1,0180N0070E0SN30L1,0180N0070E0SN30L1,627.44,Harding,SDSU EXP. STATION
267,0180N0,070E0,SN31,LOTS 1,LOTS 1,L1,0180N0070E0SN31L1,0180N0070E0SN31L1,0180N0070E0SN31L1,628.8,Harding,SDSU EXP. STATION
268,0180N0,070E0,SN18,LOTS 1,LOTS 1,L1,0180N0070E0SN18L1,0180N0070E0SN18L1,0180N0070E0SN18L1,624.0,Harding,SDSU EXP. STATION
269,0170N0,020E0,SN07, LOTS 1,LOTS 1,L1,0170N0020E0SN07L1,0170N0020E0SN07L1,0170N0020E0SN07L1,320.4,Harding,SOUTH DAKOTA STATE UNIVERSITY
270,0170N0,020E0,SN06,LOTS 1,LOTS 1,L1,0170N0020E0SN06L1,0170N0020E0SN06L1,0170N0020E0SN06L1,640.48,Harding,SOUTH DAKOTA STATE UNIVERSITY
271,0170N0,020E0,SN07, LOTS 3,LOTS 3,L3,0170N0020E0SN07L3,0170N0020E0SN07L3,0170N0020E0SN07L3,320.8,Harding,SOUTH DAKOTA STATE UNIVERSITY
272,1110N0,710W0,SN24,E2SE                                                        ,E2SE,AE½SE,1110N0710W0SN24AE½SE,1110N0710W0SN24ANESE,,80.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
273,1110N0,710W0,SN24,E2SE                                                        ,E2SE,AE½SE,1110N0710W0SN24AE½SE,1110N0710W0SN24ASESE,,80.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
274,1110N0,710W0,SN24,N2NE,N2NE,AN½NE,1110N0710W0SN24AN½NE,1110N0710W0SN24ANWNE,,80.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
275,1110N0,710W0,SN24,N2NE,N2NE,AN½NE,1110N0710W0SN24AN½NE,1110N0710W0SN24ANENE,,80.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
276,1110N0,710W0,SN25,N2SE                                                        ,N2SE,AN½SE,1110N0710W0SN25AN½SE,1110N0710W0SN25ANWSE,,80.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
277,1110N0,710W0,SN25,N2SE                                                        ,N2SE,AN½SE,1110N0710W0SN25AN½SE,1110N0710W0SN25ANESE,,80.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
278,1160N0,730W0,SN02,E2SW,E2SW,AE½SW,1160N0730W0SN02AE½SW,1160N0730W0SN02ANESW,,177.31,Hyde,SOUTH DAKOTA STATE UNIVERSITY
279,1160N0,730W0,SN02,E2SW,E2SW,AE½SW,1160N0730W0SN02AE½SW,1160N0730W0SN02ASESW,,177.31,Hyde,SOUTH DAKOTA STATE UNIVERSITY
280,1160N0,730W0,SN02,SE4NW,SE4NW,ASENW,1160N0730W0SN02ASENW,1160N0730W0SN02ASENW,1160N0730W0SN02ASENW,177.31,Hyde,SOUTH DAKOTA STATE UNIVERSITY
281,1160N0,730W0,SN02, SW4NW,SW4NW,ASWNW,1160N0730W0SN02ASWNW,1160N0730W0SN02ASWNW,1160N0730W0SN02ASWNW,177.45,Hyde,SOUTH DAKOTA STATE UNIVERSITY
282,1160N0,730W0,SN02, W2SW,W2SW,AW½SW,1160N0730W0SN02AW½SW,1160N0730W0SN02ANWSW,,177.45,Hyde,SOUTH DAKOTA STATE UNIVERSITY
283,1160N0,730W0,SN02, W2SW,W2SW,AW½SW,1160N0730W0SN02AW½SW,1160N0730W0SN02ASWSW,,177.45,Hyde,SOUTH DAKOTA STATE UNIVERSITY
284,1160N0,730W0,SN03, S2NE,S2NE,AS½NE,1160N0730W0SN03AS½NE,1160N0730W0SN03ASWNE,,390.55,Hyde,SOUTH DAKOTA STATE UNIVERSITY
285,1160N0,730W0,SN03, S2NE,S2NE,AS½NE,1160N0730W0SN03AS½NE,1160N0730W0SN03ASENE,,390.55,Hyde,SOUTH DAKOTA STATE UNIVERSITY
286,1160N0,730W0,SN03, S2NW,S2NW,AS½NW,1160N0730W0SN03AS½NW,1160N0730W0SN03ASWNW,,390.55,Hyde,SOUTH DAKOTA STATE UNIVERSITY
287,1160N0,730W0,SN03, S2NW,S2NW,AS½NW,1160N0730W0SN03AS½NW,1160N0730W0SN03ASENW,,390.55,Hyde,SOUTH DAKOTA STATE UNIVERSITY
288,1160N0,730W0,SN04,2,2,L2,1160N0730W0SN04L2,1160N0730W0SN04L2,1160N0730W0SN04L2,391.48,Hyde,SOUTH DAKOTA STATE UNIVERSITY
289,1160N0,730W0,SN03,2,2,L2,1160N0730W0SN03L2,1160N0730W0SN03L2,1160N0730W0SN03L2,390.55,Hyde,SOUTH DAKOTA STATE UNIVERSITY
290,1160N0,730W0,SN05,2,2,L2,1160N0730W0SN05L2,1160N0730W0SN05L2,1160N0730W0SN05L2,196.05,Hyde,SOUTH DAKOTA STATE UNIVERSITY
291,1160N0,730W0,SN04,3,3,L3,1160N0730W0SN04L3,1160N0730W0SN04L3,1160N0730W0SN04L3,391.48,Hyde,SOUTH DAKOTA STATE UNIVERSITY
292,1160N0,730W0,SN03,3,3,L3,1160N0730W0SN03L3,1160N0730W0SN03L3,1160N0730W0SN03L3,390.55,Hyde,SOUTH DAKOTA STATE UNIVERSITY
293,1160N0,730W0,SN04,4,4,L4,1160N0730W0SN04L4,1160N0730W0SN04L4,1160N0730W0SN04L4,391.48,Hyde,SOUTH DAKOTA STATE UNIVERSITY
294,1160N0,730W0,SN03,4,4,L4,1160N0730W0SN03L4,1160N0730W0SN03L4,1160N0730W0SN03L4,390.55,Hyde,SOUTH DAKOTA STATE UNIVERSITY
295,1160N0,730W0,SN04, S2N2,S2N2,AS½N½,1160N0730W0SN04AS½N½,1160N0730W0SN04ASWNW,,391.48,Hyde,SOUTH DAKOTA STATE UNIVERSITY
296,1160N0,730W0,SN04, S2N2,S2N2,AS½N½,1160N0730W0SN04AS½N½,1160N0730W0SN04ASENW,,391.48,Hyde,SOUTH DAKOTA STATE UNIVERSITY
297,1160N0,730W0,SN04, S2N2,S2N2,AS½N½,1160N0730W0SN04AS½N½,1160N0730W0SN04ASWNE,,391.48,Hyde,SOUTH DAKOTA STATE UNIVERSITY
298,1160N0,730W0,SN04, S2N2,S2N2,AS½N½,1160N0730W0SN04AS½N½,1160N0730W0SN04ASENE,,391.48,Hyde,SOUTH DAKOTA STATE UNIVERSITY
299,1160N0,730W0,SN05, S2NE,S2NE,AS½NE,1160N0730W0SN05AS½NE,1160N0730W0SN05ASWNE,,196.05,Hyde,SOUTH DAKOTA STATE UNIVERSITY
300,1160N0,730W0,SN05, S2NE,S2NE,AS½NE,1160N0730W0SN05AS½NE,1160N0730W0SN05ASENE,,196.05,Hyde,SOUTH DAKOTA STATE UNIVERSITY
301,1160N0,730W0,SN11,NW4,NW4,ANW,1160N0730W0SN11ANW,1160N0730W0SN11ANWNW,,160.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
302,1160N0,730W0,SN11,NW4,NW4,ANW,1160N0730W0SN11ANW,1160N0730W0SN11ANENW,,160.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
303,1160N0,730W0,SN11,NW4,NW4,ANW,1160N0730W0SN11ANW,1160N0730W0SN11ASWNW,,160.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
304,1160N0,730W0,SN11,NW4,NW4,ANW,1160N0730W0SN11ANW,1160N0730W0SN11ASENW,,160.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
305,1160N0,730W0,SN15,E2E2,E2E2,AE½E½,1160N0730W0SN15AE½E½,1160N0730W0SN15ANENE,,160.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
306,1160N0,730W0,SN15,E2E2,E2E2,AE½E½,1160N0730W0SN15AE½E½,1160N0730W0SN15ASENE,,160.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
307,1160N0,730W0,SN15,E2E2,E2E2,AE½E½,1160N0730W0SN15AE½E½,1160N0730W0SN15ANESE,,160.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
308,1160N0,730W0,SN15,E2E2,E2E2,AE½E½,1160N0730W0SN15AE½E½,1160N0730W0SN15ASESE,,160.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
309,1160N0,730W0,SN17,N2NE,N2NE,AN½NE,1160N0730W0SN17AN½NE,1160N0730W0SN17ANWNE,,240.0,Hyde,SOUTH DAKOTA STATE UNIVERSITY
