,state,university,rights_type,activity,acres,gis_acres,trust_name,managing_agency,township,range,section,aliquot,data_source,geometry
439,MT,Montana State University,surface,,160.1,0.0,MSU Morrill,Department of Natural Resources,2S,54E,4,,,"POLYGON ((-105.05392486676904 45.68900679483707, -105.04875447073337 45.689011976959506, -105.04358410567701 45.689017160048806, -105.04358502906078 45.692637075329856, -105.04358594931213 45.69625701770677, -105.04876006532335 45.6962519198969, -105.0539341828861 45.69624659889859, -105.05392951166885 45.692626711140136, -105.05392486676904 45.68900679483707))"
440,MT,Montana State University,surface,,320.1,0.0,MSU Morrill,Department of Natural Resources,2S,54E,21,,,"POLYGON ((-105.0590379457795 45.64555475694176, -105.05387341194121 45.64555763832449, -105.05387666762729 45.64917944345677, -105.05387989584565 45.65280124692868, -105.05388315102515 45.65642255147635, -105.05388640587648 45.66004388426352, -105.05905018879139 45.66004106056987, -105.06421394542046 45.66003823692902, -105.06421107889314 45.65641665400928, -105.06420821182589 45.6527950695745, -105.06420534528198 45.64917348638549, -105.06420064336302 45.645603318874, -105.06420245204683 45.64555187542852, -105.0590379457795 45.64555475694176))"
441,MT,Montana State University,surface,,320.9,0.0,MSU Morrill,Department of Natural Resources,13N,15W,4,,,"POLYGON ((-113.49313336565754 46.90783508009156, -113.49311146307666 46.90994842672331, -113.49310879716008 46.9102214400286, -113.49309824157608 46.911243042501745, -113.49309774946347 46.91127145889442, -113.49309584720208 46.91145496966947, -113.49324373247505 46.911456537239545, -113.49704794602397 46.911477220758826, -113.49803748196365 46.91148258041122, -113.49840650123198 46.911483818430035, -113.5005793147404 46.91149630316831, -113.50371712792081 46.91151240087009, -113.50475400932123 46.91151871563694, -113.50756741655232 46.91153372921667, -113.50902762378882 46.91154072332842, -113.50929376921914 46.91154290776571, -113.5122143911336 46.91155837524572, -113.51433814608974 46.91156879651668, -113.51434271533813 46.90795129872941, -113.51434593004753 46.90451865545446, -113.51434731342961 46.90433377098744, -113.51418292872089 46.90433274835086, -113.50990895331152 46.90430885360939, -113.50982457304163 46.904308473195286, -113.50905320987063 46.90430414106695, -113.50693540533847 46.90429226117984, -113.50375913235295 46.904274483296035, -113.50141391275515 46.90426133457246, -113.50135458593822 46.90426100273738, -113.49846500807371 46.90424484438816, -113.49330566407808 46.904216735884575, -113.49317088436636 46.90421518933373, -113.49316774165966 46.904402432500184, -113.49313336565754 46.90783508009156))"
442,MT,Montana State University,surface,,535.9,0.0,MSU Morrill,Department of Natural Resources,13N,15W,6,,,"POLYGON ((-113.53544204725851 46.907996235245726, -113.53550362298267 46.911627952456996, -113.53550390143533 46.9117169080473, -113.53551256587517 46.912269212075, -113.5355605036689 46.91525297524859, -113.53558452932536 46.91685535790002, -113.53584486134156 46.91691335842033, -113.5386340263979 46.91752248333583, -113.5398767404718 46.91779385374806, -113.54064786897867 46.91796103352319, -113.54087968789824 46.918011669685, -113.5457112118815 46.919066709164845, -113.54617481972535 46.91916420119079, -113.54645404784901 46.91922517800749, -113.54877884075749 46.91972213577381, -113.55076649843657 46.92014560525354, -113.5514619515949 46.920291983944146, -113.55324176322331 46.92066820727366, -113.55324078404546 46.92064075925887, -113.5532606991875 46.91707896118623, -113.55326196833543 46.91705165688374, -113.55327099053028 46.91525327163715, -113.55327216746537 46.91522596609193, -113.55327392168465 46.91343510804258, -113.5532794412859 46.91236069833138, -113.5532851224001 46.91160808285242, -113.55329195394032 46.910867192693246, -113.55330384694469 46.909839391480155, -113.55332340911731 46.90799067111717, -113.55334188687104 46.90624364712138, -113.55336143801888 46.90443147763879, -113.55336314135496 46.90437326006676, -113.55118661415719 46.90437302050449, -113.54591378648318 46.904371333917545, -113.54064712966778 46.90436792570758, -113.53557342652321 46.90436544513475, -113.53538047134694 46.90436449026949, -113.53538158293523 46.904497975415175, -113.53544204725851 46.907996235245726))"
443,MT,Montana State University,surface,,638.0,0.0,MSU Morrill,Department of Natural Resources,13N,15W,8,,,"POLYGON ((-113.51434731342961 46.90433377098744, -113.51452434211099 46.90433484904273, -113.51514489724138 46.90433576556029, -113.51960561049857 46.904341458497306, -113.52486387846552 46.904349144881785, -113.52627394862944 46.904351998463824, -113.53012217579344 46.90435680284676, -113.53392121903168 46.90436233114664, -113.53518533524115 46.90436396364882, -113.5352267971759 46.904364269380565, -113.53538047134694 46.90436449026949, -113.53538043624226 46.90426217904749, -113.53538074577696 46.90423460538986, -113.53538017612405 46.90349741244896, -113.5353792339176 46.900737354409166, -113.53537802184181 46.89711021940133, -113.53537678167608 46.89348305650614, -113.53537455322883 46.88993192398007, -113.53537557157902 46.889855922265106, -113.53522767968498 46.88985576611262, -113.53347067570861 46.889854673286166, -113.53341824982422 46.889854642054736, -113.53295618050946 46.889854512443506, -113.53011161103207 46.88985278836716, -113.52484767804471 46.88984968317543, -113.51958374467313 46.88984654999551, -113.51683304132307 46.8898449573259, -113.51628286789625 46.889844456432066, -113.51591734492008 46.889844411997984, -113.51442985908568 46.88984421975463, -113.51431981369348 46.88984344370612, -113.51431897887092 46.88994891440147, -113.51432388416004 46.89198858396518, -113.51432451328215 46.8922376083783, -113.5143245572149 46.892303062762686, -113.51432668767289 46.89346602534011, -113.51432882385126 46.89459113004809, -113.51432923013482 46.89472791010994, -113.51432945758938 46.89484768244628, -113.51433053664564 46.89543555796838, -113.51433215573338 46.89626007391816, -113.51433223356298 46.89638742208385, -113.51433230502685 46.89650465291388, -113.51433356547179 46.89708860864831, -113.51433757009772 46.89919924161715, -113.5143387073389 46.899658509343126, -113.51433876870978 46.89972377468365, -113.51433883064699 46.89986347242082, -113.51434043888595 46.90071118939849, -113.51434557984986 46.90342016590643, -113.5143473005673 46.90415163127241, -113.5143470416758 46.904190497304235, -113.51434731342961 46.90433377098744))"
444,MT,Montana State University,surface,,641.3,0.0,MSU Morrill,Department of Natural Resources,13N,15W,10,,,"POLYGON ((-113.4720514435416 46.88985902472234, -113.47204511031181 46.89047557499449, -113.47204422072289 46.89056209045638, -113.47204327055562 46.89063960196334, -113.47204007935522 46.89089928367777, -113.47203012838862 46.891708907336906, -113.47202927730645 46.89177417388201, -113.47201051864006 46.89338850811254, -113.47196763733062 46.8969995663306, -113.47195451174596 46.89810422374953, -113.47195095923199 46.89843498379296, -113.47195038400004 46.89848075234572, -113.47194461639751 46.8989369891992, -113.47192472940188 46.9006106252293, -113.47192378672624 46.90070527154749, -113.47192339449614 46.90075351211578, -113.47188755723914 46.90376950045921, -113.47188369082204 46.90409478891286, -113.47188303825838 46.904121508903096, -113.47188184819683 46.90422171267948, -113.47198727579315 46.90422242897829, -113.47712802297255 46.90422074542827, -113.4772041140005 46.904220059801524, -113.47751235563271 46.90422061093015, -113.47758643900909 46.90422058529454, -113.48247682155586 46.904219107957246, -113.4825263527257 46.904218436673744, -113.4829612468443 46.90421895010224, -113.48300848875014 46.90421893525801, -113.48780891774453 46.904217442957254, -113.48784861735342 46.90421681261087, -113.49152268422861 46.90421571877986, -113.4930312795766 46.90421489105285, -113.49307117179414 46.90421522189688, -113.49317088436636 46.90421518933373, -113.49317118996979 46.90408258528486, -113.49317179893055 46.90403085309963, -113.49317190919395 46.90397796853465, -113.49317356856922 46.90304877092243, -113.4931792060843 46.900599076373695, -113.49318752895647 46.89698299212542, -113.49319585084147 46.89336690783826, -113.49320176710576 46.8898585096256, -113.49320414544846 46.88975082354495, -113.48796112894199 46.88975867926572, -113.48792265983585 46.889756389358716, -113.48478785743167 46.88976395623234, -113.48264114789886 46.88976195524357, -113.47734727350918 46.88976968770153, -113.472099881977 46.889777846550125, -113.47205339949359 46.88977744877793, -113.4720514435416 46.88985902472234))"
445,MT,Montana State University,surface,,40.2,0.0,MSU Morrill,Department of Natural Resources,26N,19W,13,,,"POLYGON ((-113.94199585217662 48.02244913831403, -113.94210446521276 48.022450470154205, -113.94583942275642 48.022444956839266, -113.94741694059131 48.022441058963324, -113.94740158959455 48.0188884865646, -113.94740250232753 48.01881468995718, -113.94198021858836 48.01882582677064, -113.94199585217662 48.02244913831403))"
446,MT,Montana State University,surface,,160.2,0.0,MSU Morrill,Department of Natural Resources,27N,19W,11,,,"POLYGON ((-113.96495650713979 48.12420647371391, -113.97036831997195 48.12419917058641, -113.9717403955299 48.124198233933775, -113.97436309212519 48.124195355488474, -113.9757801362801 48.12419189628656, -113.97574996879239 48.12335242263795, -113.97570057578473 48.12186728467546, -113.97565918713038 48.120557520372074, -113.97553826854384 48.11692317304959, -113.97069941781918 48.11691727053623, -113.97019048186417 48.11691525178201, -113.96484272169612 48.11690710940131, -113.96488472750153 48.11970681542947, -113.96488914686473 48.119990338568805, -113.9648996135446 48.12055679172908, -113.96495650713979 48.12420647371391))"
447,MT,Montana State University,surface,,161.0,0.0,MSU Morrill,Department of Natural Resources,27N,19W,23,,,"POLYGON ((-113.96426632078686 48.087830105684304, -113.969667789108 48.08785147007506, -113.96970569143677 48.08785313570495, -113.97187805313027 48.087861580905184, -113.97506925866246 48.08787261115077, -113.97497375493457 48.08423712504489, -113.9748994970986 48.08149325220054, -113.97487825141543 48.08060163720866, -113.96944950242313 48.0805817457627, -113.96402074823135 48.0805618557778, -113.96411734720854 48.08348480397385, -113.96414353579357 48.08419598059331, -113.96422692941648 48.08672908447282, -113.96426632078686 48.087830105684304))"
448,MT,Montana State University,surface,,242.4,0.0,MSU Morrill,Department of Natural Resources,30N,22W,35,,,"POLYGON ((-114.35217999588087 48.32740510499631, -114.35623715710375 48.32737625679606, -114.35760804344565 48.32736465851948, -114.35864840430546 48.32735831787429, -114.35986159289071 48.32734931295782, -114.35999457021539 48.32734832490539, -114.36296384348168 48.3273262195382, -114.36303606276138 48.32732421259049, -114.36307027351411 48.323677611536894, -114.3630919535848 48.32121993943144, -114.36310184154873 48.3201656972905, -114.36310448572692 48.32003098269885, -114.36179021217411 48.320041903724956, -114.35765626838291 48.32007170500353, -114.35771008860104 48.31643618766587, -114.35776390913162 48.31280055781342, -114.35419930134147 48.31281512723444, -114.35229505221399 48.31282122341288, -114.35225156587768 48.31646668730556, -114.35223733107182 48.317568955149014, -114.35220805117012 48.32011215076285, -114.35220312142897 48.321114419689586, -114.35219403764447 48.32375861315282, -114.35217999588087 48.32740510499631))"
449,MT,Montana State University,surface,,159.5,0.0,MSU Morrill,Department of Natural Resources,31N,22W,33,,,"POLYGON ((-114.40632419836666 48.414280703454445, -114.40850225709167 48.41427575213394, -114.41179541755986 48.41426480536139, -114.41249595924972 48.41426426710299, -114.41287676388284 48.41426315783202, -114.41449800963736 48.41425838876471, -114.4172666629305 48.414248879654366, -114.41724518599786 48.4106468933938, -114.41723774914212 48.40953664278929, -114.41723525739218 48.409119884527506, -114.41722371009811 48.40704490747215, -114.41594691006051 48.40705118512479, -114.41179582417188 48.407065388393214, -114.4099050988878 48.407073632974324, -114.40636790965142 48.40708561899008, -114.40635525007104 48.40903299657488, -114.40634605378767 48.41068316115598, -114.4063358370296 48.41219450198553, -114.40632419836666 48.414280703454445))"
450,MT,Montana State University,surface,,160.2,0.0,MSU Morrill,Department of Natural Resources,33N,22W,30,,,"POLYGON ((-114.47531042937872 48.59516277827917, -114.47653772383312 48.59516313155389, -114.47882278093022 48.59516072281809, -114.48042711473754 48.59515899394487, -114.48076317689387 48.595157086222386, -114.48168299935067 48.59515766172081, -114.48177660053453 48.59515756314725, -114.48204505701065 48.59515727940285, -114.48392591646157 48.59515527336225, -114.48414421998474 48.595155038780554, -114.48422161973504 48.595154955191454, -114.48461251504433 48.59515453310589, -114.48570855491629 48.59515333977152, -114.48621592462729 48.59515114320856, -114.48621394530085 48.59454625980807, -114.48621359289474 48.5943818483422, -114.48621269973214 48.593964818405595, -114.48620987233991 48.592646145269136, -114.48620807964322 48.59180910401842, -114.4862081348616 48.59152889478459, -114.48620037439679 48.58790662026398, -114.4845395775541 48.58790903594317, -114.48074248992992 48.58790925611701, -114.47528460615543 48.587911864932096, -114.47529753142574 48.591537307764455, -114.47530080675294 48.592650882069634, -114.4753015339208 48.59285579466774, -114.47531042937872 48.59516277827917))"
451,MT,Montana State University,surface,,319.1,0.0,MSU Morrill,Department of Natural Resources,33N,22W,32,,,"POLYGON ((-114.46440936541536 48.58789546970033, -114.46486928865593 48.58789794810216, -114.46984697225834 48.587903667340306, -114.47216351113295 48.58790936991668, -114.47528460615543 48.587911864932096, -114.47528433752339 48.58454298325894, -114.47528501377725 48.584295644262724, -114.47528469640469 48.5815438443507, -114.47528545057529 48.58067945069147, -114.47528500566541 48.578938306480424, -114.47528522796584 48.577270436207385, -114.47528588550568 48.57706322966312, -114.47528534881502 48.575951476978744, -114.4752853637982 48.57581384403522, -114.47528543434052 48.57517113346611, -114.47528547465096 48.57480062523883, -114.47528629409612 48.57344700926413, -114.471553333499 48.57344669167056, -114.47098154012801 48.57344797569211, -114.46983138667076 48.5734463941577, -114.4695697494137 48.57344774813896, -114.46615159488441 48.57344577117197, -114.4643764484626 48.57344547326979, -114.46437654524645 48.57378887462616, -114.4643800907515 48.57534575021439, -114.46438220172489 48.576272858073644, -114.46438467943157 48.577063889888514, -114.46438790707785 48.57877401484004, -114.464388969083 48.57923949492582, -114.46439293409583 48.580682278028206, -114.46439229802135 48.580710434806385, -114.4644003316383 48.584229769070674, -114.46440031382011 48.584263423708116, -114.46440113719171 48.58428885927962, -114.46440051933872 48.584328496658706, -114.46440337382853 48.58557267473963, -114.46440348057543 48.58561967388619, -114.46440592586708 48.58669665889391, -114.46440605122683 48.586751762441935, -114.46440782843646 48.58753153790184, -114.46440797708493 48.58759435449873, -114.46440850810171 48.58782966186245, -114.46440936541536 48.58789546970033))"
452,MT,Montana State University,surface,,304.9,0.0,MSU Morrill,Department of Natural Resources,31N,22W,34,,,"MULTIPOLYGON (((-114.38461471711045 48.40706307312674, -114.38464505020943 48.40346352454197, -114.38465433482685 48.40219060507624, -114.38466463179698 48.400928167337895, -114.38467462518587 48.39983853512799, -114.37920065096763 48.39984796106805, -114.37916440097914 48.40310772916232, -114.37916451757705 48.403331899747904, -114.37916379900678 48.40347539417017, -114.3791269757402 48.407102689035135, -114.37911930451219 48.40887125624763, -114.37911924249408 48.40892270259645, -114.38175866909924 48.408896790374186, -114.38174261985209 48.4106982110809, -114.38174221380042 48.41074387988382, -114.38091118615894 48.41075770272245, -114.38049859959905 48.41076450115949, -114.38035952213944 48.41076678353548, -114.38036570172329 48.41431547323958, -114.38047982517374 48.41431473784437, -114.38325209121471 48.41428696705626, -114.38454882428191 48.41427271159828, -114.38471442330412 48.41427444977074, -114.39000801653542 48.4142885635925, -114.39160778636199 48.41429483365099, -114.39408045895414 48.41430174987959, -114.39546720621274 48.414304416705185, -114.39547850443621 48.41071503954588, -114.3954898033004 48.407125692354256, -114.39005263885444 48.40710722694324, -114.38980214609548 48.40710757213358, -114.3846154744922 48.407088513097534, -114.38461429145002 48.40711657457814, -114.38457597145877 48.407092125738025, -114.3846154744922 48.407088513097534, -114.38461471711045 48.40706307312674)), ((-114.37631163776896 48.408081667284954, -114.3763198439567 48.40715708508028, -114.37494588170354 48.4071629590007, -114.37363786827767 48.40716817588327, -114.37353648559571 48.407169803580615, -114.37352815698281 48.408085315056304, -114.37363888214924 48.40808518996952, -114.37465479913969 48.40808403824332, -114.3749382844763 48.4080836770163, -114.37631163776896 48.408081667284954)))"
453,MT,Montana State University,surface,,482.5,0.0,MSU Morrill,Department of Natural Resources,14N,2E,22,,,"POLYGON ((-111.45427226490914 46.95707784690364, -111.45957787560991 46.95707287092913, -111.46488351378976 46.95706792390345, -111.4701891497024 46.95706294691223, -111.47549475952157 46.95705797097963, -111.47549197493149 46.953423047159575, -111.47548918953753 46.94978812488019, -111.47548640458747 46.946153202333775, -111.47548362008115 46.942518279534866, -111.47018612015225 46.94253292060608, -111.46488859380217 46.942547534582644, -111.46488732264343 46.94617787451587, -111.45958776838242 46.946190099036954, -111.45428824083464 46.94620204688999, -111.45428291506238 46.949827331248265, -111.45958446997403 46.9498178850282, -111.46488605269263 46.94980821417913, -111.46488478276656 46.9534380547826, -111.45958117222882 46.953445447455266, -111.45427759034568 46.95345259011115, -111.45427226490914 46.95707784690364))"
454,MT,Montana State University,surface,,320.9,0.0,MSU Morrill,Department of Natural Resources,14N,2E,26,,,"POLYGON ((-111.43311005047474 46.935347224283014, -111.43840596701867 46.9353418614121, -111.44370185574107 46.93533627713329, -111.44899777234048 46.93533041377803, -111.45429366000806 46.935324301123785, -111.45429373676107 46.93169807197863, -111.45429378332742 46.92807184226514, -111.44899958850328 46.92807789777369, -111.44370539383044 46.92808392599901, -111.43841119764127 46.9280899539796, -111.43311700354363 46.92809600956478, -111.43311354053374 46.931721603735866, -111.43311005047474 46.935347224283014))"
455,MT,Montana State University,surface,,482.8,0.0,MSU Morrill,Department of Natural Resources,14N,2E,20,,,"POLYGON ((-111.49669389066135 46.95698709300848, -111.50200568565684 46.95697040807088, -111.5019989860651 46.95333890300287, -111.50199228469715 46.949707288761246, -111.5072970615092 46.94969112467318, -111.50730731901064 46.953322433090946, -111.51261565010833 46.95330596531548, -111.51792398428886 46.95328924568583, -111.51790666946425 46.949658048283965, -111.51788935678735 46.94602687853333, -111.51787201522203 46.94239568027292, -111.51257429542868 46.94241159222604, -111.5072765752085 46.942427506326744, -111.50197885574983 46.94244341985274, -111.49668120193229 46.942459381190986, -111.49668437505565 46.946091301850686, -111.49668754583948 46.94972325202301, -111.49669071864233 46.95335517219334, -111.49669389066135 46.95698709300848))"
456,MT,Montana State University,surface,,40.1,0.0,MSU Morrill,Department of Natural Resources,14N,2E,14,,,"POLYGON ((-111.4489749976984 46.96071619323061, -111.45427024485294 46.96070891089978, -111.45427226490914 46.95707784690364, -111.45221390162634 46.957080729926965, -111.4489787394022 46.957085658025534, -111.44897620378066 46.95765816964294, -111.4489749976984 46.96071619323061))"
457,MT,Montana State University,surface,,165.9,0.0,MSU Morrill,Department of Natural Resources,14N,2E,2,,,"POLYGON ((-111.44360964314772 46.9969964223607, -111.44359518248224 46.999887619215066, -111.44359266399158 47.000887466454664, -111.44888951795409 47.00087468064574, -111.45418637299811 47.00086189371175, -111.454204406877 46.996990656001174, -111.454207969095 46.99584666319912, -111.45422162348827 46.993369509306284, -111.45245654583391 46.99337038448649, -111.45057470353338 46.99337141372586, -111.44892351688071 46.99337246136765, -111.44820756653176 46.99337270310209, -111.44498641304004 46.99337433623759, -111.4436254401324 46.99337513619375, -111.44361847260286 46.99453018260024, -111.44360964314772 46.9969964223607))"
458,MT,Montana State University,surface,,483.8,0.0,MSU Morrill,Department of Natural Resources,14N,2E,8,,,"POLYGON ((-111.5073200055783 46.9824144937522, -111.50731876173784 46.98605324712935, -111.51262390403875 46.986039499379324, -111.51792902098899 46.98602577894604, -111.51793198480634 46.98238366459254, -111.51793492196161 46.97874154939673, -111.51262808542748 46.97875876956057, -111.5073212206311 46.97877571166452, -111.50732243764767 46.97513645736299, -111.51263016263935 46.97511807115627, -111.51793788616118 46.975099462138104, -111.51794085426768 46.97145734741677, -111.51263224077297 46.97147726251218, -111.50732365487026 46.971497175671544, -111.50201503984047 46.97151711850341, -111.49670649663194 46.97153708293901, -111.49670703146361 46.975173003480556, -111.50201468565649 46.97515481658402, -111.50201435762871 46.978792403991505, -111.49670756383911 46.97880892459792, -111.496708068744 46.982444845812736, -111.49670860274475 46.98608076702366, -111.5020136457066 46.98606699607894, -111.5020140016 46.98242976911404, -111.5073200055783 46.9824144937522))"
459,MT,Montana State University,surface,,161.1,0.0,MSU Morrill,Department of Natural Resources,14N,2E,10,,,"POLYGON ((-111.46487451626133 46.98611767380998, -111.47018812506516 46.986115748953665, -111.47550175971098 46.98611382546387, -111.47550169672016 46.98248006834945, -111.47550163358409 46.978846340554064, -111.47019016560662 46.97885056926196, -111.46895579933151 46.978851360336435, -111.4681668524102 46.97885196266163, -111.46487869639148 46.9788545757741, -111.46487659338376 46.98248610990712, -111.46487451626133 46.98611767380998))"
460,MT,Montana State University,surface,,322.7,0.0,MSU Morrill,Department of Natural Resources,14N,2E,4,,,"POLYGON ((-111.4913228029653 47.00074360837746, -111.49171659853572 47.00074223923216, -111.49439942912721 47.00073339338721, -111.49463699949284 47.000732606745025, -111.49543027139882 47.00072997665633, -111.49662760393565 47.00072609833808, -111.49665044938968 46.99695369765621, -111.4966725567465 46.993331776778604, -111.49669058027374 46.98970627212167, -111.49138711056561 46.98971528069325, -111.4860836175452 46.989724065526985, -111.48610519537408 46.98609728210411, -111.48427201196932 46.98610002129747, -111.48194212299951 46.986103664753756, -111.48080347789082 46.98610553927563, -111.48079909945342 46.986422694235884, -111.4807814269472 46.98973282336064, -111.48077278735268 46.990756324403996, -111.48075937585318 46.99335996832167, -111.47545668624362 46.993368864557205, -111.47545437422897 46.99342268600152, -111.47544151036902 46.99539998379706, -111.47543571955325 46.996290105069356, -111.4754331093848 46.99699181539765, -111.47979209419421 46.99698414220273, -111.48073682547293 46.99698258546557, -111.48289200118323 46.99697866043468, -111.48604051583742 46.99697310483618, -111.4860412772518 46.996443348173834, -111.4860516678331 46.99469859566091, -111.4860620661411 46.99335082191054, -111.48700301267168 46.993349057437996, -111.49136731110495 46.99334142320129, -111.49134553059312 46.99657224047208, -111.49134553946136 46.99696354074354, -111.49134167843486 46.9972117042245, -111.4913228029653 47.00074360837746))"
461,MT,Montana State University,surface,,402.5,0.0,MSU Morrill,Department of Natural Resources,15N,2E,20,,,"MULTIPOLYGON (((-111.51261161241912 47.03707010873717, -111.51261116144505 47.03342438843168, -111.51373421002795 47.03341958303309, -111.51790960900856 47.03340185802927, -111.51791035188094 47.029753776908684, -111.51609631350847 47.029762225470414, -111.5145151080229 47.02976961037561, -111.5132152237857 47.02977566516073, -111.5126106830211 47.02977852933976, -111.5097780745646 47.02979174906095, -111.50731098660921 47.029803309792165, -111.5068222089321 47.029805544161285, -111.50387717817463 47.02981931378283, -111.50201131842736 47.02982806146492, -111.50201027407786 47.03085165260213, -111.50201181880057 47.03276966571462, -111.50201424075536 47.03346894838215, -111.50201719265232 47.03710969732719, -111.49672004282456 47.037129160455095, -111.49671827295957 47.0372223135839, -111.49672091081206 47.03952354401446, -111.49672421552563 47.040767297339194, -111.4967258866255 47.043936271322245, -111.49672836256873 47.04440543494598, -111.5013021170768 47.04439255799882, -111.5020230671058 47.04439058252838, -111.50201962677846 47.04317361852872, -111.50202011592079 47.040750195858614, -111.50467983710735 47.04074145985211, -111.50621219781986 47.04073644400971, -111.50731611705596 47.04073288738484, -111.50731303122595 47.03914955196163, -111.50731441638943 47.037090026635184, -111.50836911412188 47.03708600839619, -111.51261161241912 47.03707010873717)), ((-111.51261161241912 47.03707010873717, -111.51261209100555 47.04071557853079, -111.51261256954638 47.0443609378391, -111.51790734873668 47.04434610177165, -111.51790809164332 47.04069802075373, -111.51790883583267 47.03704993906382, -111.51269229597965 47.037069749860436, -111.51261161241912 47.03707010873717)))"
462,MT,Montana State University,surface,,360.9,0.0,MSU Morrill,Department of Natural Resources,15N,2E,22,,,"POLYGON ((-111.46495086409251 47.044443776596864, -111.47024282692558 47.044427498497235, -111.47553478886762 47.04441121814615, -111.47552261335963 47.04077863985462, -111.47551043825399 47.03714606095621, -111.47549826255448 47.03351345447223, -111.4754860882864 47.029880875303334, -111.47125467571203 47.029889725148394, -111.47019634627546 47.029892018839426, -111.46732844771238 47.02989801340584, -111.46490663212339 47.02990316248816, -111.45961689073286 47.02991427658421, -111.45742571610155 47.029918839484665, -111.45432715060767 47.02992542096005, -111.45432906577936 47.03134237710854, -111.45433710351212 47.033563162861874, -111.45962739983959 47.033550992771644, -111.46491767011088 47.03353854457457, -111.4649287344762 47.037173956242874, -111.47021958538828 47.03716012045307, -111.47023120574936 47.04079389261498, -111.4649397991582 47.04080886672487, -111.46495086409251 47.044443776596864))"
463,MT,Montana State University,surface,,629.8,0.0,MSU Morrill,Department of Natural Resources,18N,6W,26,,,"POLYGON ((-112.32048492761781 47.27835993358478, -112.32051237981966 47.28195022116416, -112.32053983346897 47.28554053789648, -112.32056731338506 47.28913085253916, -112.32059476683644 47.29272116907237, -112.3258606085496 47.29269830914482, -112.33112642549952 47.29267547543004, -112.33639227051111 47.29265261529587, -112.34165811333378 47.29262978172023, -112.34163555352616 47.28902210570148, -112.34161296535902 47.28541445769729, -112.34159040428027 47.28180681023526, -112.34156781590629 47.27819916107048, -112.33629710670047 47.27823935442114, -112.33102636928909 47.27827954735702, -112.325755663217 47.278319740212964, -112.32048492761781 47.27835993358478))"
464,MT,Montana State University,surface,,634.1,0.0,MSU Morrill,Department of Natural Resources,10S,4W,9,,,"POLYGON ((-112.08886329310803 44.98482727587492, -112.0933819602192 44.984829791937685, -112.09347708492344 44.984829850801454, -112.09351486637912 44.984830021444104, -112.09392745337426 44.9848302433908, -112.09902744331015 44.984833068143246, -112.10412743844643 44.98483592001475, -112.10546231004498 44.98483697523779, -112.1076982174561 44.984837913914575, -112.10922136909531 44.98236542401921, -112.10921860676929 44.98124226700346, -112.10920978575224 44.97764576193541, -112.1092003796814 44.974022700594816, -112.10919107422926 44.97042740126281, -112.1091910037643 44.97039963973736, -112.10803239939005 44.97039835500014, -112.10409488464963 44.970392452844266, -112.10107639663389 44.97038907453034, -112.09899876513879 44.970385264707815, -112.09586957259066 44.970381906289795, -112.0943782058109 44.97037982996637, -112.09390264661116 44.97037805098644, -112.09151485364184 44.97037591091856, -112.09088735742579 44.970375047100674, -112.08884246884635 44.97037211899464, -112.08880652768093 44.97037086393039, -112.08881175502573 44.97398501010266, -112.0888169789241 44.977599127801625, -112.08882220455942 44.981213246602124, -112.08882228139173 44.98126682267745, -112.08882171076189 44.9815484904296, -112.08882346240631 44.98278272171472, -112.08882462986861 44.98289110339212, -112.08886329310803 44.98482727587492))"
