,state,university,rights_type,activity,acres,gis_acres,trust_name,managing_agency,township,range,section,aliquot,data_source,geometry
753,MT,Montana State University,surface,,91.2,0.0,State Normal School,Department of Natural Resources,32N,17E,2,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-109.47518776791149 48.56521327263904, -109.47519032817746 48.567941618158834, -109.47758042337603 48.56793858754052, -109.48062089476127 48.5679347212254, -109.48302729744111 48.56793169091098, -109.4833567918791 48.56793182958696, -109.48605143340394 48.56793027014932, -109.48846425413261 48.56792737798921, -109.49147477753286 48.567923735522804, -109.4914724689685 48.56512636135936, -109.48604787398031 48.565154784660734, -109.48061769593325 48.56518415220731, -109.47518776791149 48.56521327263904))"
754,MT,Montana State University,surface,,575.6,0.0,State Normal School,Department of Natural Resources,32N,23W,17,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"MULTIPOLYGON (((-114.5643106897967 48.54108358854217, -114.56431060615284 48.54388305355827, -114.56431142596576 48.54470697128242, -114.56516941976092 48.54470693282818, -114.56779192648628 48.544702669715974, -114.5688260311734 48.54470094651605, -114.56981599608136 48.54469774188362, -114.56980608248216 48.542283134805245, -114.56980625905031 48.542172398370255, -114.5688417094564 48.541393315607905, -114.56840407408255 48.54108004680274, -114.56838461880079 48.54105171875073, -114.56811576089642 48.540854411187524, -114.56792974745275 48.54071783441297, -114.5674670948686 48.540378080839865, -114.56683557080748 48.539666057794705, -114.56566613912425 48.537943625891074, -114.56540185193217 48.537460812816505, -114.56540428138292 48.53742306381294, -114.5653620318051 48.53734005244085, -114.56434017849074 48.53577218079201, -114.56430986660034 48.53572544939207, -114.56339557031296 48.53431556534819, -114.5631018516333 48.53384188032071, -114.56308716141712 48.53381817086247, -114.56104929854295 48.53049953854822, -114.56087562072396 48.5302219735488, -114.56078560088442 48.53022148929205, -114.56074426628429 48.53022186213446, -114.5606677185985 48.53022178045004, -114.56060594116194 48.530221815760264, -114.55895335095356 48.530221807780194, -114.55885141433185 48.53022050172585, -114.55344108419206 48.53022071459456, -114.55338820563465 48.53021972968947, -114.55316155453856 48.53022088764868, -114.55311122703313 48.53022084777074, -114.55094344050244 48.53022061731806, -114.54792502577621 48.53021892957924, -114.54792442916612 48.53024707807313, -114.54792251292771 48.53113842577844, -114.54791950402091 48.53251767431784, -114.54791655201858 48.533815481889995, -114.54791667772398 48.53384092408078, -114.54791433556876 48.53476650769551, -114.54790766910338 48.53743747916383, -114.54790832929434 48.53746291821863, -114.5479053933779 48.53840800823936, -114.5478997631041 48.54067587893068, -114.5478993080036 48.54085865831677, -114.54790000904812 48.54108488461429, -114.54789673961108 48.54192190537054, -114.5478916613918 48.544706879717566, -114.54795209628755 48.54470850385526, -114.54928959979462 48.54470960159061, -114.54933958032454 48.54470964415079, -114.552854363235 48.544712592979366, -114.55289449011578 48.54471262493846, -114.55331004782204 48.54471306723732, -114.55334925740037 48.54471154026075, -114.55554719926182 48.54471486144209, -114.5569339626201 48.54471600825418, -114.55808555369454 48.544716945043334, -114.55876773077914 48.54471700649707, -114.55881800863722 48.54108873446261, -114.56100513368641 48.5410875499143, -114.56173350983225 48.541086835733026, -114.56378816374624 48.54108442632353, -114.56430972065989 48.54105815446282, -114.5643106897967 48.54108358854217)), ((-114.56183437662442 48.53034578599677, -114.56379034055699 48.53353182636091, -114.56396868706696 48.53381412376549, -114.5639864707107 48.53384175815758, -114.56431018815356 48.53434428288837, -114.56435957869547 48.53442095187753, -114.56630195855612 48.53741827031781, -114.56630772264198 48.53746121044462, -114.56704656607127 48.538487882422075, -114.56765049631794 48.53934783078787, -114.56809430056089 48.539814734477375, -114.56818760849617 48.539912674371294, -114.56845137140509 48.54018939393199, -114.56890822875464 48.540585185427226, -114.56944182829601 48.54104686827178, -114.56946779334413 48.54107920479561, -114.56977725014977 48.54134752915899, -114.56977713538404 48.54125771283635, -114.56976418962176 48.541080042671034, -114.56980334332037 48.54107816545465, -114.56979066328476 48.53745858902503, -114.56978276588006 48.534876014669344, -114.56978039844364 48.53404552042772, -114.56978034319268 48.53383998430322, -114.56977448452943 48.531819183973184, -114.56977489837728 48.53173962290605, -114.56941640486943 48.53169550929938, -114.56935126441883 48.531687264975226, -114.56934625760185 48.531655678528395, -114.56933280146569 48.531570649064484, -114.56927355893193 48.531196060831874, -114.56893298491704 48.53118708687736, -114.5685482178259 48.53093041894507, -114.56804709131269 48.530850055912225, -114.568013731066 48.53081402618527, -114.56781997902655 48.53060298107277, -114.56763400599799 48.53024802028016, -114.56762146344758 48.530221476838705, -114.56740748534077 48.530223897091446, -114.56720891188832 48.53022380987239, -114.56446774527492 48.53022244185227, -114.56431156589727 48.53022110797739, -114.56400644108047 48.530222216332774, -114.56385567774807 48.530222131740196, -114.56353024490083 48.53022209930797, -114.56338421679212 48.530222085434374, -114.56323480951276 48.530222072444474, -114.56175562111355 48.53022220367445, -114.56183437662442 48.53034578599677)))"
755,MT,Montana State University,surface,,642.2,0.0,State Normal School,Department of Natural Resources,32N,23W,21,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-114.52607805332126 48.530219032757785, -114.53032285623277 48.530220663172045, -114.53153979056441 48.53021900018668, -114.5330230205466 48.53022063728976, -114.53423182668804 48.53022063693353, -114.53483368241056 48.53022063149939, -114.53527208979997 48.53022062601196, -114.53700152511318 48.53021896715739, -114.53778290733398 48.530220598005684, -114.54246326104851 48.53021893349684, -114.54624905845827 48.530219880819345, -114.54664011214696 48.53021994765017, -114.54671235146131 48.530219959868504, -114.54720036682174 48.530220033957065, -114.54735576347323 48.530220057536475, -114.54792502577621 48.53021892957924, -114.54792414827033 48.52963399139994, -114.54792379916861 48.52888341145292, -114.54792109886485 48.527602041593944, -114.54791959426386 48.52659943542662, -114.54791814356544 48.526016570199246, -114.54791458880675 48.52364657863789, -114.54791438047167 48.52350739113828, -114.54791416411786 48.52297993915672, -114.54791424970932 48.52292742470217, -114.547923613822 48.52196606998147, -114.54794948508888 48.51934913994779, -114.54797912520057 48.5162555156529, -114.54798480579493 48.51571833841471, -114.54791191363904 48.51572019825948, -114.54741926516742 48.51572030724004, -114.54735972155551 48.51572033252094, -114.54443266799822 48.515721470997946, -114.54402745207712 48.515721162779364, -114.54287680197194 48.515721016966154, -114.54251459727381 48.515718899070066, -114.53937343347096 48.515720966183245, -114.53909816317326 48.51572096657951, -114.53833226169549 48.51572097984632, -114.53808155362054 48.51572099125294, -114.53727017089726 48.51572110056703, -114.53704439013674 48.51571948707841, -114.53638868000681 48.515721143264315, -114.53618361586 48.515721145022006, -114.53541825532984 48.51572123339666, -114.53523528748335 48.515721253813076, -114.53167839105446 48.51572169346922, -114.53157415437089 48.515720073074434, -114.53047048283925 48.515721759954594, -114.53038990607209 48.515721764081164, -114.52794737156583 48.515722052874274, -114.52610394605219 48.51572063392769, -114.52610250355082 48.516526790384184, -114.5261017601053 48.51728817452925, -114.52610042081255 48.51820105296771, -114.5260983113219 48.518869269026865, -114.52609745980753 48.51934524099883, -114.52609517296692 48.52029906083168, -114.52609336248494 48.521315037682015, -114.52609100056497 48.52296981955531, -114.52608937560453 48.52354918803342, -114.52608807761621 48.52427416113126, -114.52608451281344 48.52659442693507, -114.52607854343006 48.52960687776638, -114.52607805332126 48.530219032757785))"
756,MT,Montana State University,surface,,522.0,0.0,State Normal School,Department of Natural Resources,32N,23W,29,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-114.55886663879299 48.51573799959298, -114.56033968559274 48.51574011682468, -114.56432806947197 48.51573996668511, -114.56566335142442 48.51574205014653, -114.56978952540814 48.51574193570474, -114.56979145087594 48.51476424960723, -114.5697964715647 48.51273584228393, -114.56979845661061 48.5121207751412, -114.56979989923373 48.5113493566626, -114.56980374731944 48.50978778378565, -114.56980738608247 48.5084995873195, -114.56980808931944 48.50802694248591, -114.5698123491239 48.506298747152336, -114.56981269895984 48.50615707706892, -114.56981287073556 48.50608724587315, -114.56981416104833 48.50556390788787, -114.56981631772663 48.50487842617058, -114.56981754487335 48.50418604335696, -114.56981817201122 48.503929773371674, -114.56981905482533 48.50356895883509, -114.56982431447072 48.50142375823785, -114.56982522063866 48.50125726689979, -114.56937494255025 48.50125815791271, -114.56844595491741 48.501255968841555, -114.56644067786644 48.50125122306664, -114.56628962012192 48.50125085049014, -114.5658748871881 48.50124986004167, -114.56454834035353 48.50124667812389, -114.56434904138564 48.501244325285114, -114.56333062011598 48.5012437852491, -114.561950596798 48.501240503974664, -114.55887285979556 48.501231355699936, -114.55827483336687 48.50123172125936, -114.5567002049229 48.50122799206776, -114.55542358565914 48.50122495472196, -114.55474526323832 48.50122333479405, -114.55339667991029 48.501218413856016, -114.55298842089948 48.501219144488196, -114.55285496290102 48.50121883109341, -114.55085067036747 48.50121409521954, -114.54792049907817 48.50120544488065, -114.54792726158158 48.50285320387372, -114.54793439159405 48.50445542338038, -114.54793656993265 48.50483366243699, -114.55341744407426 48.50484513128639, -114.55341722499577 48.5048732930402, -114.55341978709973 48.505324158677446, -114.55342849131834 48.50684458390362, -114.55343820776233 48.50847173595155, -114.55345386051697 48.51128756447099, -114.55345905590563 48.512100063928926, -114.55347995852365 48.51573916821919, -114.55608085300307 48.515739891087534, -114.55886663879299 48.51573799959298))"
757,MT,Montana State University,surface,,594.3,0.0,State Normal School,Department of Natural Resources,32N,23W,33,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"MULTIPOLYGON (((-114.52611160731291 48.49633473903443, -114.52611234926502 48.49760927651753, -114.5261121208727 48.4981235936803, -114.52667757695147 48.498828064986085, -114.52701300107073 48.49927587237251, -114.52757269481002 48.49993721985003, -114.52788526611283 48.500258342699645, -114.52820281832723 48.500547670443225, -114.52864139798456 48.50089346824058, -114.52895935450002 48.50111941270896, -114.52910057655127 48.50122375594814, -114.53154798975828 48.50121900879534, -114.53365720399462 48.50121753412128, -114.5341810064732 48.50121681309125, -114.53428569045425 48.50121666845327, -114.53604644487805 48.501214214214905, -114.53698305573103 48.50121133955929, -114.53818506656435 48.50121228807463, -114.53960079397291 48.501211472166, -114.53966380201857 48.501211499154394, -114.53996768847672 48.50121133511622, -114.54057087697299 48.501211005422235, -114.5424517640855 48.501208392582285, -114.54667796250932 48.50120776384663, -114.54717009859962 48.50120749737253, -114.54792049907817 48.50120544488065, -114.54791617190305 48.49758026596422, -114.54791314699654 48.495441767521896, -114.54791190623568 48.49395506350765, -114.54791923950846 48.49173563185442, -114.54792282433664 48.49072348031085, -114.54792475607717 48.49032947370955, -114.54793331540597 48.48775511671852, -114.54793757638075 48.48670385518682, -114.5424849620933 48.48672041301892, -114.53703234846257 48.48673694279374, -114.53157145740126 48.48674705611275, -114.52611053713969 48.486757168980915, -114.52611013808301 48.487615591287415, -114.52611019929799 48.487953198376765, -114.52611044642227 48.48930432268959, -114.52611118007519 48.49037453813246, -114.5276865008536 48.490372986957674, -114.52963124922498 48.49036973086411, -114.53144448303034 48.4903666054146, -114.53156579632434 48.49036523022337, -114.5315600907871 48.493746904434154, -114.53156016129833 48.493983239000414, -114.52873071718619 48.493989006493976, -114.52867353563812 48.49398909823396, -114.52611184692779 48.49399190703747, -114.52611160731291 48.49633473903443)), ((-114.52611211933258 48.49994984659895, -114.52611232856019 48.501104223429394, -114.52611292211266 48.501226678884784, -114.52705160053303 48.50122696593694, -114.52746828451511 48.50122597791416, -114.52734573540162 48.50111031169051, -114.52698837168407 48.500828158058255, -114.52657360130131 48.50043536301871, -114.52611240224371 48.49991983579251, -114.52611211933258 48.49994984659895)))"
758,MT,Montana State University,surface,,163.3,0.0,State Normal School,Department of Natural Resources,33N,17E,34,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-109.48302729744111 48.56793169091098, -109.4830396767743 48.568994604414115, -109.4830438401654 48.56929831411448, -109.48304907696539 48.56980170248061, -109.48306942878163 48.571549030538826, -109.48630093051291 48.57154641682835, -109.48851927266873 48.57154457837513, -109.4939691196648 48.57153984937864, -109.49416541398145 48.57153976480158, -109.49963070040589 48.57153703553671, -109.50522656628087 48.57153422198587, -109.50529225745855 48.57153390693935, -109.50533979871722 48.56791770640973, -109.50520945549114 48.56791806483153, -109.50355377188498 48.56791829989112, -109.5030337608981 48.56791836926924, -109.50289336006618 48.567918512213716, -109.5023662663569 48.56791867956607, -109.49962051814636 48.56791958595141, -109.49938976310168 48.56791966413674, -109.49933471952087 48.567919594578775, -109.49926787546455 48.56791961666965, -109.49879609501455 48.56791986285289, -109.49689814987788 48.567920478543435, -109.49390120877493 48.56792081594065, -109.49147477753286 48.567923735522804, -109.48846425413261 48.56792737798921, -109.48605143340394 48.56793027014932, -109.4833567918791 48.56793182958696, -109.48302729744111 48.56793169091098))"
759,MT,Montana State University,surface,,40.0,0.0,State Normal School,Department of Natural Resources,34N,41E,1,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-106.28825673067023 48.733512581448785, -106.28825721534973 48.737074108564215, -106.28825802676883 48.7371317383559, -106.2937266715969 48.7371316810564, -106.29372556570151 48.73635731245598, -106.29372482185678 48.73351074720104, -106.28874842404582 48.733513171706946, -106.28825673067023 48.733512581448785))"
760,MT,Montana State University,surface,,40.0,0.0,State Normal School,Department of Natural Resources,35N,41E,23,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-106.31555994315539 48.76969761685842, -106.31555926910085 48.76972459008543, -106.31555834157162 48.77118555735816, -106.31555693124362 48.77331667392096, -106.32089758706088 48.77331353252174, -106.32102474128558 48.773312839312865, -106.32102802988733 48.76969433895635, -106.31555994315539 48.76969761685842))"
761,MT,Montana State University,surface,,80.0,0.0,State Normal School,Department of Natural Resources,35N,43E,6,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-106.13087357397256 48.813100407069285, -106.13087797351866 48.816716244501634, -106.13484453909167 48.816714455993484, -106.13636023971117 48.816712870165254, -106.13639870772732 48.81671417332171, -106.1418425313442 48.81670921705984, -106.1418331584582 48.81309429513516, -106.13968094294636 48.813095724783786, -106.13927338906949 48.81309592358338, -106.13915836943745 48.81309599453827, -106.13635336461535 48.81309747584536, -106.13087357397256 48.813100407069285))"
762,MT,Montana State University,surface,,33.8,0.0,State Normal School,Department of Natural Resources,35N,43E,7,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-106.14727319009653 48.802251798640356, -106.14728641512406 48.805838728748995, -106.14728709215223 48.805864162992194, -106.1519175501602 48.805861734845294, -106.15191702934328 48.80583507369172, -106.15191656918921 48.803695182134724, -106.15191644459901 48.803075815668244, -106.15191687079924 48.80224948102065, -106.14727319009653 48.802251798640356))"
763,MT,Montana State University,surface,,80.0,0.0,State Normal School,Department of Natural Resources,35N,43E,23,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-106.05410438798698 48.776370810475704, -106.05410571598672 48.776866026636725, -106.05410675497104 48.77694713197381, -106.05411325860682 48.780564667264315, -106.05958840991357 48.78056546056259, -106.05958148696425 48.77694784259706, -106.05957453682379 48.77333008566354, -106.05414219103484 48.77333051770624, -106.05410024750806 48.77332959703052, -106.05410000981023 48.77407479396932, -106.05410095211452 48.77442414962333, -106.05410161864803 48.774766603236344, -106.05410327944303 48.77557441759901, -106.05410460636891 48.77623776180907, -106.05410438798698 48.776370810475704))"
764,MT,Montana State University,surface,,79.9,0.0,State Normal School,Department of Natural Resources,36N,42E,25,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-106.16289050653039 48.838388105344436, -106.16289274480516 48.842002109219045, -106.16837556768138 48.8420063713538, -106.17385839256454 48.84201038379147, -106.1738558488057 48.83839646332147, -106.17377003547848 48.83839723108888, -106.16837316429564 48.83839228371856, -106.16289050653039 48.838388105344436))"
765,MT,Montana State University,surface,,40.1,0.0,State Normal School,Department of Natural Resources,36N,43E,6,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-106.1420053666475 48.907031105159405, -106.14207790301408 48.91063513309129, -106.14207862394757 48.91066056485316, -106.14499264255534 48.91066012758756, -106.14691484107048 48.910660493837796, -106.14756642978146 48.910659777155466, -106.14756564190704 48.91063434631383, -106.14749108761494 48.90702961401563, -106.1420053666475 48.907031105159405))"
766,MT,Montana State University,surface,,79.9,0.0,State Normal School,Department of Natural Resources,36N,43E,30,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-106.1308973142496 48.845632226644796, -106.13090210463572 48.84924523128005, -106.1363824272636 48.84923916089545, -106.14186272525826 48.849232839489694, -106.14186204120088 48.84918721488555, -106.14185680733094 48.84611463568388, -106.14185664732446 48.8460217129109, -106.14185600209551 48.84564609431681, -106.14185640713207 48.84561944737651, -106.14161266023271 48.845620324492955, -106.14098602022166 48.845621087955834, -106.13980611440432 48.84562250998315, -106.13939624705783 48.84562302987809, -106.13637686103309 48.84562598960922, -106.13551639766187 48.84562778960823, -106.13395354275457 48.84562958241939, -106.13227837946667 48.84563141606036, -106.1308973142496 48.845632226644796))"
767,MT,Montana State University,surface,,641.8,0.0,State Normal School,Department of Natural Resources,5S,13W,24,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-113.14148747518236 45.39195075018777, -113.1466469742998 45.391934699815515, -113.15180644394516 45.39191864779435, -113.1523685714962 45.39191663714169, -113.15318328593712 45.39191393473887, -113.15490718563876 45.39190819670794, -113.15696663620167 45.391901459407165, -113.16212685692679 45.39188429712454, -113.16211966095095 45.38827125210427, -113.16211243570262 45.38465817969481, -113.16210579131776 45.38147500361211, -113.16210523985987 45.381045135636, -113.16210421871259 45.38068696767325, -113.16209804326584 45.377432089402895, -113.15945716352222 45.377433279042805, -113.15695032520279 45.377434721218386, -113.15180261019633 45.37743738025901, -113.14665447557982 45.37744053807749, -113.14150631343648 45.37744372678364, -113.14150161983505 45.381070496040074, -113.14149887498023 45.38293620162351, -113.14149755397574 45.383949538913626, -113.14149689413803 45.38469723800266, -113.14149219826174 45.38832398035803, -113.14148747518236 45.39195075018777))"
768,MT,Montana State University,surface,,319.5,0.0,State Normal School,Department of Natural Resources,5S,13W,25,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-113.15180261019633 45.37743738025901, -113.15695032520279 45.377434721218386, -113.15945716352222 45.377433279042805, -113.16209804326584 45.377432089402895, -113.16209443145867 45.373823989663386, -113.1620908172149 45.370215888707506, -113.16208723265625 45.36660778909355, -113.16208361887807 45.3629996891742, -113.15694390462737 45.3629919826264, -113.15180418986614 45.3629842789369, -113.15180405007499 45.363028741871815, -113.15180380285581 45.36659790774731, -113.15180341363492 45.37021156598882, -113.1518030254535 45.37382447242927, -113.15180261019633 45.37743738025901))"
769,MT,Montana State University,surface,,638.4,0.0,State Normal School,Department of Natural Resources,5S,13W,35,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-113.16208361887807 45.3629996891742, -113.1672232772505 45.36299989286692, -113.17236290859697 45.36300012458123, -113.1775025388021 45.36300033120958, -113.18152660155326 45.36300051095812, -113.18249857468562 45.36300057254303, -113.18264219749587 45.36300053519459, -113.1826375538098 45.359394716429186, -113.18263291031028 45.35578889551449, -113.18262826729723 45.352183076959165, -113.18262463026304 45.34959435257241, -113.18262362319572 45.34857725632451, -113.17761736263996 45.348564603846484, -113.17749099559163 45.34856427055918, -113.1724712617358 45.34855161908981, -113.17235836697158 45.348551591013724, -113.16776477112803 45.34854273182977, -113.16727940992202 45.348541827472424, -113.16722615625376 45.348541716557264, -113.16209073706142 45.34853184333103, -113.16209136291523 45.35214880295443, -113.16208878263095 45.35576576532995, -113.16208620037548 45.35938272653692, -113.16208361887807 45.3629996891742))"
770,MT,Montana State University,surface,,603.9,0.0,State Normal School,Department of Natural Resources,6S,14W,13,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-113.25500267245948 45.31830396656403, -113.25499651412149 45.32039235797505, -113.26014998545408 45.320375935894134, -113.26530342834036 45.32035953945077, -113.26806830021395 45.32035060167459, -113.27045687110339 45.320343115430006, -113.27045979084158 45.3180637650856, -113.27046166042459 45.316715278509434, -113.2721139925081 45.316711252043284, -113.27561293686635 45.316702854173585, -113.27561555938523 45.31307904527021, -113.27561818189557 45.30945520828417, -113.27562080248113 45.30583137122533, -113.27047605639515 45.30583201632491, -113.26533130983015 45.30583266083211, -113.26018656587411 45.305833331670726, -113.25504184782534 45.30583397759685, -113.25503604860666 45.3074462021501, -113.25502972352055 45.30947234260708, -113.25502475636462 45.31106551235591, -113.25501834760772 45.31311073709564, -113.255013326331 45.314684850456594, -113.25500725044955 45.3167515483183, -113.25500267245948 45.31830396656403))"
771,MT,Montana State University,surface,,200.5,0.0,State Normal School,Department of Natural Resources,6S,14W,14,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-113.27561555938523 45.31307904527021, -113.28075525084128 45.313089733091516, -113.28589494282443 45.31310019921525, -113.28589867299763 45.309475585792576, -113.29103891965951 45.309485662627935, -113.29104123921512 45.30743853429091, -113.29104320511993 45.30586079854181, -113.28590240416041 45.30585099832321, -113.28076160288539 45.30584117091141, -113.27562080248113 45.30583137122533, -113.27561818189557 45.30945520828417, -113.27561555938523 45.31307904527021))"
772,MT,Montana State University,surface,,642.2,0.0,State Normal School,Department of Natural Resources,6S,14W,25,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-113.2551359625706 45.29129665209121, -113.26026809250008 45.29130411949168, -113.26540019406167 45.29131158750118, -113.27053232464586 45.29131905507401, -113.27566442690637 45.291326523258675, -113.27568291031126 45.28769860282089, -113.2757013928993 45.28407065436267, -113.27571987599377 45.280442734614574, -113.27573835884117 45.27681481388404, -113.27061834359104 45.27679570639283, -113.26549832885199 45.27677659876128, -113.2603783119948 45.27675749017666, -113.26015566730887 45.27675644371501, -113.25838049148948 45.276749861394805, -113.25525829572729 45.27673838324891, -113.25523899902426 45.27852377510028, -113.25521869891891 45.280378359132214, -113.25519945590534 45.28214075145647, -113.25517912795567 45.28401836460832, -113.2551689120831 45.285758560703094, -113.25515753155538 45.28765750886641, -113.25514726001563 45.28937559470806, -113.2551359625706 45.29129665209121))"
773,MT,Montana State University,surface,,640.7,0.0,State Normal School,Department of Natural Resources,6S,14W,35,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-113.27573835884117 45.27681481388404, -113.28086720745381 45.27682986739978, -113.28599608636921 45.276844918017034, -113.29112493468298 45.27685997051834, -113.29625381225473 45.27687502285901, -113.29626584510457 45.27325124323713, -113.29627785303212 45.2696274626249, -113.29628988910909 45.26600365489209, -113.29630189575475 45.26237987338095, -113.29128996993155 45.26236457149394, -113.29117718875862 45.26236423834408, -113.2861242350299 45.26234879571749, -113.28605248217234 45.262348627884236, -113.28094037342431 45.26233299152867, -113.27579240253611 45.26231724499585, -113.27579170685894 45.26237423705905, -113.27579053848652 45.262686924442214, -113.2757903340084 45.26274178790235, -113.27578701109485 45.263633495419086, -113.27578682527718 45.26368327228074, -113.27578324916935 45.26464285886743, -113.27578308239231 45.26468770408237, -113.27577852894588 45.26590238212157, -113.27577889119769 45.265941636823804, -113.27577727545331 45.26625384789887, -113.27577713492268 45.26629031861361, -113.27577252473844 45.26752234206136, -113.27577240080687 45.26755509661761, -113.27577142571803 45.26781741002269, -113.27577130819282 45.26784904445561, -113.27576933972043 45.26837756867033, -113.27576922932961 45.26840712252111, -113.27576538032727 45.26956602861695, -113.27575186998664 45.27319042126021, -113.27573851844475 45.2766407563166, -113.27573835884117 45.27681481388404))"
774,MT,Montana State University,surface,,29.3,0.0,State Normal School,Department of Natural Resources,15N,25W,34,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-114.7349016750139 47.01445033138454, -114.7357365286333 47.01446102840652, -114.73618748794507 47.01446343191724, -114.73625651763373 47.014461329987654, -114.7362074653037 47.01434048159637, -114.73615738994756 47.01422549662244, -114.73614735648867 47.01419950088517, -114.73613744495866 47.0141734571666, -114.73612766134603 47.01414745359583, -114.73611813882613 47.014121355078025, -114.73610853511704 47.014095343268366, -114.73609941225413 47.014069325677276, -114.73608697652016 47.01403297585845, -114.73607683875186 47.01400370404386, -114.73606760785303 47.01397608389911, -114.73605941661823 47.01395118912843, -114.73604968784362 47.013921473706695, -114.73603484161235 47.013875143641535, -114.73602522263594 47.013845215713424, -114.7360139829717 47.01380855312789, -114.7360046191777 47.01377838889702, -114.73599660114884 47.01375178668177, -114.73598760301327 47.013721409956126, -114.73597694976324 47.01368443185234, -114.73596972376343 47.013657769013015, -114.73595997063637 47.013621133976116, -114.73594971218736 47.01358110140581, -114.73594245122521 47.01355107632564, -114.73593527473257 47.01352102482552, -114.73592677340473 47.01348436404022, -114.73592049435182 47.0134575387648, -114.7359144167233 47.01343070967843, -114.7359086966685 47.01340405726307, -114.73590309930589 47.01337731082605, -114.73589762658024 47.01335051718635, -114.73589213421414 47.01332363062993, -114.73588606839687 47.01329328380834, -114.73587918773985 47.013256336823716, -114.73587435760356 47.013229465047544, -114.73586966388706 47.013202464342356, -114.73586526772746 47.01317551225535, -114.73586074240905 47.013148655387845, -114.73585665734706 47.01312189021858, -114.73585269965002 47.013094903621166, -114.73584875232368 47.01306800946263, -114.73584459699285 47.01303761575335, -114.73583995635852 47.01300031000877, -114.73583551741628 47.012963232274636, -114.73583074617808 47.01292288078746, -114.73582655117083 47.01288184079126, -114.73617245233125 47.012889594589545, -114.73663113573538 47.013543818934885, -114.73731364793741 47.01339028146701, -114.73703702309932 47.01292563972353, -114.73758881164505 47.01295077731108, -114.73774904952117 47.01295732232392, -114.73728369963044 47.01229476182961, -114.7372136741688 47.01219593702853, -114.73716334683355 47.012062740225595, -114.7371456655318 47.01189407414527, -114.73713262931106 47.011771344668375, -114.73716181412878 47.01153694461195, -114.7374422605232 47.01074751613976, -114.7376558555257 47.01053110586242, -114.73787797136518 47.01041388693966, -114.73792577162004 47.01039579269262, -114.7379893736022 47.0103002744643, -114.73891645586414 47.01004241215325, -114.73909549286844 47.00999261298455, -114.73825910196925 47.0099591661921, -114.73757214647136 47.00993127539962, -114.73675552046414 47.00989771608742, -114.73712757150273 47.00858487649025, -114.73701128929913 47.008275471452166, -114.73656427732914 47.00721392267585, -114.7349118942094 47.007211140947966, -114.73490678412456 47.01083073554608, -114.7349016750139 47.01445033138454))"
