,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,county,township,range,section,aliquot,data_source,geometry
615,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,20.5,18.54,surface+subsurface,Cook,64.0,2.0,14.0,NENE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((683441.4327999996 5322996.2717, 683820.9348999998 5323019.3082, 683832.8759000003 5322812.853599999, 683631.6487999996 5322802.9365, 683448.8874000004 5322827.599300001, 683441.4327999996 5322996.2717))"
616,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,28.5,28.05,surface+subsurface,Cook,64.0,4.0,24.0,NESW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((665713.7893000003 5319835.064200001, 665696.4075999996 5319858.5011, 665599.0502000004 5319883.459000001, 665496.1325000003 5319820.116800001, 665395.6573000001 5319815.5041000005, 665372.4386999998 5319877.522600001, 665456.8240999999 5319995.341700001, 665495.1856000004 5320048.9022, 665454.1585999997 5320070.1613, 665379.2138999999 5320030.955499999, 665309.9972000001 5320037.4657000005, 665289.1210000003 5320039.429199999, 665254.4803999998 5320100.5404, 665307.9102999996 5320142.828600001, 665317.4828000003 5320150.4048999995, 665417.2251000004 5320163.2425, 665498.6494000005 5320272.827199999, 665579.2630000003 5320223.1559999995, 665520.3505999995 5320099.3555, 665628.4050000003 5320152.8662, 665707.7949999999 5320151.943399999, 665710.5909000002 5320004.146500001, 665713.7893000003 5319835.064200001))"
617,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,2.0,2.03,surface+subsurface,Cook,64.0,4.0,24.0,NESE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((666538.2543000001 5319648.6752, 666478.3463000003 5319862.820699999, 666479.7166999998 5319915.583799999, 666528.9357000003 5319913.2667, 666538.2543000001 5319648.6752))"
618,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,3.25,3.31,surface+subsurface,Cook,64.0,4.0,24.0,SESE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((666553.7246000003 5319209.403899999, 666207.5628000004 5319203.1953, 666265.2571999999 5319257.695499999, 666332.5054000001 5319275.727299999, 666427.8332000002 5319220.0156, 666552.0943 5319255.6973, 666553.7246000003 5319209.403899999))"
619,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,39.75,39.59,surface+subsurface,Cook,64.0,4.0,26.0,SESE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((664567.2720999997 5317966.3643, 664966.7030999996 5317972.1863, 664979.6845000004 5317569.4409, 664840.7309999997 5317567.5998, 664788.9696000004 5317585.976399999, 664766.2194999997 5317566.6143, 664579.9415999996 5317564.153899999, 664567.2720999997 5317966.3643))"
620,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,52.45,51.24,surface+subsurface,Cook,65.0,2.0,28.0,SESW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((708612.8870000001 5329192.9235, 708633.5954999998 5328789.9067, 708219.3520999998 5328762.925799999, 708201.3970999997 5329166.2566, 708200.6339999996 5329183.3983, 708304.3528000005 5329236.882099999, 708440.0882000001 5329287.007200001, 708552.4594999999 5329353.2916, 708603.7758999998 5329370.229800001, 708612.8870000001 5329192.9235))"
621,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,41.27,surface+subsurface,Cook,65.0,2.0,28.0,SWSE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((708612.8870000001 5329192.9235, 709025.0131999999 5329219.656400001, 709047.8367999997 5328816.9177, 708633.5954999998 5328789.9067, 708612.8870000001 5329192.9235))"
622,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,40.85,surface+subsurface,Cook,65.0,2.0,21.0,SESE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((708924.9221999999 5330830.9582, 709336.1864999998 5330865.703400001, 709366.0872999998 5330460.949899999, 708958.3476999998 5330432.910499999, 708924.9221999999 5330830.9582))"
623,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,42.08,surface+subsurface,Cook,65.0,2.0,22.0,SWSW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((709336.1864999998 5330865.703400001, 709751.6177000003 5330877.9222, 709780.8020000001 5330462.9024, 709366.0872999998 5330460.949899999, 709336.1864999998 5330865.703400001))"
624,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,31.8,31.07,surface+subsurface,Cook,65.0,2.0,28.0,NENE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((708958.3476999998 5330432.910499999, 709366.0872999998 5330460.949899999, 709386.0291999998 5330109.7622, 709320.4743999997 5330110.601399999, 709284.8916999996 5330117.3467, 709255.4024 5330130.308700001, 709208.6287000002 5330161.8191, 709123.2994999997 5330176.074200001, 709068.3711000001 5330151.285800001, 709017.2456 5330133.148499999, 708975.9605999999 5330107.2992, 708958.3476999998 5330432.910499999))"
625,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,57.8,57.93,surface+subsurface,Cook,65.0,2.0,28.0,NWNW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((707735.1162999999 5330348.967, 708142.8620999996 5330376.9191, 708163.1519999998 5329973.256899999, 708170.0773999998 5329835.4692, 708157.6538000004 5329836.116800001, 707973.7176999999 5329785.010299999, 707829.9540999997 5329755.6985, 707766.6321 5329757.6151, 707756.5812999997 5329946.204600001, 707735.1162999999 5330348.967))"
626,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,39.6,40.38,surface+subsurface,Cook,65.0,2.0,28.0,SWSW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((707789.3168000001 5329155.2809, 707864.8163000001 5329157.6161, 708015.8364000004 5329206.7338, 708042.4451000001 5329192.205399999, 708059.7528999997 5329164.8115, 707977.8639000002 5329172.963199999, 707967.0340999998 5329151.068499999, 707957.2357999999 5329131.259099999, 707984.9721999997 5329072.6697, 708047.0289000003 5329098.7194, 708127.2007999998 5329125.1821, 708173.4804999996 5329164.4474, 708188.3521999996 5329177.065099999, 708200.6339999996 5329183.3983, 708201.3970999997 5329166.2566, 708219.3520999998 5328762.925799999, 707805.1068000002 5328735.975, 707789.9077000003 5329139.5896000005, 707789.3168000001 5329155.2809))"
627,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,34.0,35.41,surface+subsurface,Cook,64.0,1.0,1.0,NENW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((703845.3992999997 5326879.235300001, 703868.8941000002 5326518.642100001, 703464.1870999997 5326507.0254, 703441.2690000003 5326853.136499999, 703845.3992999997 5326879.235300001))"
628,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,34.0,33.89,surface+subsurface,Cook,64.0,1.0,1.0,NWNW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((703441.2690000003 5326853.136499999, 703464.1870999997 5326507.0254, 703061.2514000004 5326495.4596, 703037.1386000002 5326827.037699999, 703441.2690000003 5326853.136499999))"
629,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,38.94,surface+subsurface,Cook,64.0,1.0,1.0,SWNW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((703464.1870999997 5326507.0254, 703490.2166999998 5326113.9252, 703089.6310999999 5326105.2179000005, 703061.2514000004 5326495.4596, 703464.1870999997 5326507.0254))"
630,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,39.5,surface+subsurface,Cook,64.0,1.0,1.0,SENW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((703868.8941000002 5326518.642100001, 703894.6909999996 5326122.7171, 703490.2166999998 5326113.9252, 703464.1870999997 5326507.0254, 703868.8941000002 5326518.642100001))"
631,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,33.75,33.16,surface+subsurface,Cook,64.0,1.0,2.0,NENE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((702633.3651 5326790.452500001, 703037.1386000002 5326827.037699999, 703061.2514000004 5326495.4596, 702658.1002000002 5326460.9629999995, 702633.3651 5326790.452500001))"
632,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,33.25,32.96,surface+subsurface,Cook,64.0,1.0,2.0,NWNE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((702229.5883999998 5326753.8957, 702633.3651 5326790.452500001, 702658.1002000002 5326460.9629999995, 702254.9482000005 5326426.4662999995, 702229.5883999998 5326753.8957))"
633,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,38.66,surface+subsurface,Cook,64.0,1.0,2.0,SWNE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((702254.9482000005 5326426.4662999995, 702658.1002000002 5326460.9629999995, 702687.2066000002 5326073.236500001, 702284.7824999997 5326041.2555, 702277.0495999996 5326141.100500001, 702288.5366000002 5326144.820599999, 702274.9961999999 5326167.613299999, 702254.9482000005 5326426.4662999995))"
634,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,38.94,surface+subsurface,Cook,64.0,1.0,2.0,SENE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((702658.1002000002 5326460.9629999995, 703061.2514000004 5326495.4596, 703089.6310999999 5326105.2179000005, 702687.2066000002 5326073.236500001, 702658.1002000002 5326460.9629999995))"
635,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,32.75,32.4,surface+subsurface,Cook,64.0,1.0,2.0,NENW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((701826.8564999998 5326740.9640999995, 702229.5883999998 5326753.8957, 702254.9482000005 5326426.4662999995, 701861.8742000004 5326411.271500001, 701826.8564999998 5326740.9640999995))"
636,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,32.25,32.47,surface+subsurface,Cook,64.0,1.0,2.0,NWNW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((701424.1242000004 5326728.060699999, 701826.8564999998 5326740.9640999995, 701861.8742000004 5326411.271500001, 701473.3994000005 5326396.2545, 701424.1242000004 5326728.060699999))"
637,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,24.0,surface+subsurface,Cook,64.0,1.0,2.0,SWNW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"MULTIPOLYGON (((701904.3849999998 5326011.024800001, 701632.9879999999 5325989.456700001, 701676.8853000002 5326009.4344999995, 701819.3432999998 5326032.408299999, 701900.4137000004 5326048.4146, 701904.3849999998 5326011.024800001)), ((701861.8742000004 5326411.271500001, 701884.2357000001 5326200.7335, 701832.2747999998 5326201.326099999, 701659.8557000002 5326167.6425, 701516.1926999995 5326108.107100001, 701473.3994000005 5326396.2545, 701861.8742000004 5326411.271500001)))"
638,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,26.12,surface+subsurface,Cook,64.0,1.0,2.0,SENW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"MULTIPOLYGON (((702284.7824999997 5326041.2555, 701904.3849999998 5326011.024800001, 701900.4137000004 5326048.4146, 702017.9199000001 5326071.614600001, 702187.4998000003 5326112.0995000005, 702277.0495999996 5326141.100500001, 702284.7824999997 5326041.2555)), ((702254.9482000005 5326426.4662999995, 702274.9961999999 5326167.613299999, 702247.4326 5326214.011299999, 702219.6377999997 5326240.8967, 702019.9970000004 5326199.1853, 701884.2357000001 5326200.7335, 701861.8742000004 5326411.271500001, 702254.9482000005 5326426.4662999995)))"
639,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,34.97,surface+subsurface,Cook,64.0,1.0,2.0,NESW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((701904.3849999998 5326011.024800001, 702284.7824999997 5326041.2555, 702313.2949000001 5325673.103499999, 701923.1677999999 5325647.774800001, 701904.3849999998 5326011.024800001))"
640,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,33.85,surface+subsurface,Cook,64.0,1.0,2.0,NWSW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((701632.9879999999 5325989.456700001, 701904.3849999998 5326011.024800001, 701923.1677999999 5325647.774800001, 701532.6606000001 5325622.4211, 701526.4270000001 5325940.9606, 701632.9879999999 5325989.456700001))"
641,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,38.5,33.98,surface+subsurface,Cook,64.0,1.0,2.0,SWSW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((701532.6606000001 5325622.4211, 701923.1677999999 5325647.774800001, 701942.0409000004 5325282.759099999, 701823.994 5325276.211200001, 701719.1700999998 5325292.899900001, 701643.0202000001 5325289.2476, 701538.7068999996 5325313.454600001, 701532.6606000001 5325622.4211))"
642,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,35.91,surface+subsurface,Cook,64.0,1.0,2.0,SESW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((701923.1677999999 5325647.774800001, 702313.2949000001 5325673.103499999, 702341.8065999998 5325304.9516, 701942.0409000004 5325282.759099999, 701923.1677999999 5325647.774800001))"
643,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,38.2,37.53,surface+subsurface,Cook,64.0,1.0,2.0,NESE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((702687.2066000002 5326073.236500001, 703089.6310999999 5326105.2179000005, 703111.5333000002 5325804.0507, 703053.6889000004 5325781.1688, 703063.8578000003 5325710.0462, 702714.0900999997 5325692.830700001, 702687.2066000002 5326073.236500001))"
644,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,37.31,surface+subsurface,Cook,64.0,1.0,2.0,NWSE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((702284.7824999997 5326041.2555, 702687.2066000002 5326073.236500001, 702714.0900999997 5325692.830700001, 702313.2949000001 5325673.103499999, 702284.7824999997 5326041.2555))"
645,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,37.08,surface+subsurface,Cook,64.0,1.0,2.0,SWSE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((702313.2949000001 5325673.103499999, 702714.0900999997 5325692.830700001, 702740.9689999996 5325312.483200001, 702341.8065999998 5325304.9516, 702313.2949000001 5325673.103499999))"
646,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,25.3,25.72,surface+subsurface,Cook,64.0,1.0,2.0,SESE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((702714.0900999997 5325692.830700001, 703063.8578000003 5325710.0462, 703064.4118999997 5325706.171, 702953.9167999998 5325679.0978999995, 702869.0259999996 5325666.062999999, 702868.3009000001 5325572.4504, 702874.0603999998 5325500.9385, 703134.5488999998 5325487.5802, 703138.7176000001 5325328.396400001, 703131.0506999996 5325319.8704, 702915.9143000003 5325315.7929, 702826.3395999996 5325335.4712000005, 702749.7461000001 5325312.6492, 702740.9689999996 5325312.483200001, 702714.0900999997 5325692.830700001))"
647,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,31.75,33.29,surface+subsurface,Cook,64.0,1.0,3.0,NENE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((701022.1693000002 5326725.511, 701424.1242000004 5326728.060699999, 701473.3994000005 5326396.2545, 701055.6803000001 5326399.6621, 701022.1693000002 5326725.511))"
648,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,31.25,32.49,surface+subsurface,Cook,64.0,1.0,3.0,NWNE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((700620.2155999998 5326722.989499999, 701022.1693000002 5326725.511, 701055.6803000001 5326399.6621, 700642.9193000002 5326403.0296, 700620.2155999998 5326722.989499999))"
649,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,36.83,surface+subsurface,Cook,64.0,1.0,3.0,SWNE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((700642.9193000002 5326403.0296, 701055.6803000001 5326399.6621, 701090.0707 5326065.255000001, 700937.3086999999 5326056.273700001, 700689.2917 5326018.6456, 700671.0801999997 5326006.1537, 700642.9193000002 5326403.0296))"
650,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,33.27,surface+subsurface,Cook,64.0,1.0,3.0,SENE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((701055.6803000001 5326399.6621, 701473.3994000005 5326396.2545, 701516.1926999995 5326108.107100001, 701378.1343999999 5326082.191, 701090.0707 5326065.255000001, 701055.6803000001 5326399.6621))"
651,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,30.75,30.65,surface+subsurface,Cook,64.0,1.0,3.0,NENW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((700220.6624999996 5326711.022500001, 700620.2155999998 5326722.989499999, 700642.9193000002 5326403.0296, 700249.9231000002 5326405.4201, 700220.6624999996 5326711.022500001))"
652,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,30.25,29.27,surface+subsurface,Cook,64.0,1.0,3.0,NWNW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((699821.1092999997 5326699.0833, 700220.6624999996 5326711.022500001, 700249.9231000002 5326405.4201, 699856.6639 5326407.8125, 699821.1092999997 5326699.0833))"
653,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,26.1,26.68,surface+subsurface,Cook,64.0,1.0,3.0,SWSW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((699910.4335000003 5325612.2041, 700304.2850000001 5325616.191400001, 700313.7373000002 5325390.7541000005, 700171.0619999999 5325366.1317, 700100.7823000001 5325334.5777, 700071.4107999997 5325342.326099999, 700013.8026999999 5325330.576300001, 699916.1031 5325248.4244, 699910.4335000003 5325612.2041))"
654,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,22.05,20.88,surface+subsurface,Cook,64.0,1.0,3.0,SESW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((700304.2850000001 5325616.191400001, 700698.4665999999 5325620.182399999, 700712.7016000003 5325419.553200001, 700627.3770000003 5325395.8957, 700442.1086999997 5325416.4702, 700342.8727000002 5325395.782199999, 700313.7373000002 5325390.7541000005, 700304.2850000001 5325616.191400001))"
655,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,0.65,1.3,surface+subsurface,Cook,64.0,1.0,3.0,SESW,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((700725.4912999999 5325239.2949, 700534.8288000003 5325233.331700001, 700658.1755999997 5325258.520500001, 700724.9034000002 5325252.906199999, 700780.9153000005 5325259.8663, 700864.0014000004 5325255.4035, 700952.6945000002 5325245.228599999, 700725.4912999999 5325239.2949))"
656,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,28.62,surface+subsurface,Cook,64.0,1.0,3.0,NESE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((701104.0932 5325860.2096, 701123.8755000001 5325861.7162, 701300.8409000002 5325891.625499999, 701526.4270000001 5325940.9606, 701532.6606000001 5325622.4211, 701115.7516999999 5325621.302200001, 701104.0932 5325860.2096))"
657,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,40.0,22.73,surface+subsurface,Cook,64.0,1.0,3.0,NWSE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((700684.0590000004 5325823.236300001, 700783.3285999997 5325824.2993, 700957.0131999999 5325849.0078, 701104.0932 5325860.2096, 701115.7516999999 5325621.302200001, 700698.4665999999 5325620.182399999, 700684.0590000004 5325823.236300001))"
658,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,16.4,13.31,surface+subsurface,Cook,64.0,1.0,3.0,SWSE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((700698.4665999999 5325620.182399999, 701115.7516999999 5325621.302200001, 701122.0892000003 5325491.4311, 701036.4327999996 5325521.759500001, 700901.1490000002 5325509.738299999, 700833.2834999999 5325489.0089, 700744.6014 5325428.398, 700712.7016000003 5325419.553200001, 700698.4665999999 5325620.182399999))"
659,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,29.25,24.12,surface+subsurface,Cook,64.0,1.0,3.0,SESE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((701115.7516999999 5325621.302200001, 701532.6606000001 5325622.4211, 701538.7068999996 5325313.454600001, 701470.1730000004 5325320.465, 701431.1988000004 5325331.4727, 701383.6787 5325367.8036, 701282.4682 5325388.487299999, 701168.1036 5325475.138699999, 701122.0892000003 5325491.4311, 701115.7516999999 5325621.302200001))"
660,MN,11 Stat. 166-167 (1857); 11 Stat. 285 (1858),University,Department of Natural Resources,University of Minnesota,18.3,18.1,surface+subsurface,Cook,64.0,1.0,4.0,NENE,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((699416.9934 5326681.047800001, 699821.1092999997 5326699.0833, 699856.6639 5326407.8125, 699501.6294 5326390.067, 699785.0376000004 5326514.885399999, 699789.9381999997 5326554.931500001, 699578.3174 5326571.346999999, 699444.2695000004 5326602.0298, 699424.6414999999 5326597.8605, 699416.9934 5326681.047800001))"
