,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,activity,county,meridian,township,range,section,geometry
43,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,640.0,640.6,subsurface,Oil & Gas,Montezuma,New Mexico Meridian,37N,17W,35.0,"POLYGON ((174068.35940000042 4147478.2595000006, 174054.6688000001 4147076.3540000003, 173989.09499999974 4147078.4011000004, 173740.9899000004 4147085.9678000007, 173650.20239999983 4147088.7282999996, 173337.66029999964 4147098.3451000005, 173245.6492999997 4147101.2288000006, 172934.39010000043 4147113.0124999993, 172843.02670000028 4147116.598200001, 172531.09140000027 4147128.4234999996, 172440.40340000018 4147131.9869, 172454.9639999997 4147532.606899999, 172469.71160000004 4147933.6437999997, 172483.83499999996 4148335.9778000005, 172498.10039999988 4148737.8906999994, 172901.2218000004 4148724.4428000003, 173304.3563000001 4148710.8584000003, 173707.4168999996 4148697.5720000006, 174051.51879999973 4148686.2887999993, 174110.44579999987 4148683.9835, 174096.2466000002 4148282.0818000007, 174082.04899999965 4147880.1805000007, 174068.35940000042 4147478.2595000006))"
44,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,640.0,640.6,subsurface,Coal,Montezuma,New Mexico Meridian,37N,17W,35.0,"POLYGON ((174068.35940000042 4147478.2595000006, 174054.6688000001 4147076.3540000003, 173989.09499999974 4147078.4011000004, 173740.9899000004 4147085.9678000007, 173650.20239999983 4147088.7282999996, 173337.66029999964 4147098.3451000005, 173245.6492999997 4147101.2288000006, 172934.39010000043 4147113.0124999993, 172843.02670000028 4147116.598200001, 172531.09140000027 4147128.4234999996, 172440.40340000018 4147131.9869, 172454.9639999997 4147532.606899999, 172469.71160000004 4147933.6437999997, 172483.83499999996 4148335.9778000005, 172498.10039999988 4148737.8906999994, 172901.2218000004 4148724.4428000003, 173304.3563000001 4148710.8584000003, 173707.4168999996 4148697.5720000006, 174051.51879999973 4148686.2887999993, 174110.44579999987 4148683.9835, 174096.2466000002 4148282.0818000007, 174082.04899999965 4147880.1805000007, 174068.35940000042 4147478.2595000006))"
45,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,238.72,238.68,subsurface+surface,Oil & Gas,Moffat,6th Meridian,5N,94W,34.0,"POLYGON ((251350.5092000002 4470462.3859, 251345.46109999996 4470309.922499999, 251264.77520000003 4470312.5944, 250943.31369999982 4470322.824100001, 250935.05539999995 4470073.8003, 250929.97130000032 4469920.489700001, 250921.71380000003 4469671.4658, 250916.6442999998 4469518.5788, 250835.13949999958 4469521.282, 250514.61539999954 4469531.496300001, 250506.37320000026 4469283.319399999, 250501.25349999964 4469129.161800001, 250419.43429999985 4469132.3036, 250098.7450000001 4469142.9637, 250103.87270000018 4469297.1215, 250112.2904000003 4469545.293099999, 250030.62339999992 4469548.010299999, 250035.75349999964 4469702.168, 250043.85020000022 4469950.350500001, 250125.67480000015 4469947.6280000005, 250130.64130000025 4470101.791200001, 250138.60230000038 4470350.826300001, 250459.5641999999 4470340.1545, 250540.73620000016 4470337.457800001, 250545.96270000003 4470489.916200001, 250867.22780000046 4470478.827299999, 251269.9868999999 4470465.0526, 251350.5092000002 4470462.3859))"
46,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,238.72,238.68,subsurface+surface,Coal,Moffat,6th Meridian,5N,94W,34.0,"POLYGON ((251350.5092000002 4470462.3859, 251345.46109999996 4470309.922499999, 251264.77520000003 4470312.5944, 250943.31369999982 4470322.824100001, 250935.05539999995 4470073.8003, 250929.97130000032 4469920.489700001, 250921.71380000003 4469671.4658, 250916.6442999998 4469518.5788, 250835.13949999958 4469521.282, 250514.61539999954 4469531.496300001, 250506.37320000026 4469283.319399999, 250501.25349999964 4469129.161800001, 250419.43429999985 4469132.3036, 250098.7450000001 4469142.9637, 250103.87270000018 4469297.1215, 250112.2904000003 4469545.293099999, 250030.62339999992 4469548.010299999, 250035.75349999964 4469702.168, 250043.85020000022 4469950.350500001, 250125.67480000015 4469947.6280000005, 250130.64130000025 4470101.791200001, 250138.60230000038 4470350.826300001, 250459.5641999999 4470340.1545, 250540.73620000016 4470337.457800001, 250545.96270000003 4470489.916200001, 250867.22780000046 4470478.827299999, 251269.9868999999 4470465.0526, 251350.5092000002 4470462.3859))"
47,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,238.72,238.68,subsurface+surface,Other Minerals,Moffat,6th Meridian,5N,94W,34.0,"POLYGON ((251350.5092000002 4470462.3859, 251345.46109999996 4470309.922499999, 251264.77520000003 4470312.5944, 250943.31369999982 4470322.824100001, 250935.05539999995 4470073.8003, 250929.97130000032 4469920.489700001, 250921.71380000003 4469671.4658, 250916.6442999998 4469518.5788, 250835.13949999958 4469521.282, 250514.61539999954 4469531.496300001, 250506.37320000026 4469283.319399999, 250501.25349999964 4469129.161800001, 250419.43429999985 4469132.3036, 250098.7450000001 4469142.9637, 250103.87270000018 4469297.1215, 250112.2904000003 4469545.293099999, 250030.62339999992 4469548.010299999, 250035.75349999964 4469702.168, 250043.85020000022 4469950.350500001, 250125.67480000015 4469947.6280000005, 250130.64130000025 4470101.791200001, 250138.60230000038 4470350.826300001, 250459.5641999999 4470340.1545, 250540.73620000016 4470337.457800001, 250545.96270000003 4470489.916200001, 250867.22780000046 4470478.827299999, 251269.9868999999 4470465.0526, 251350.5092000002 4470462.3859))"
48,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,25.28,25.23,subsurface,Coal,Baca,6th Meridian,35S,50W,13.0,"POLYGON ((679501.1222000001 4097180.4086000007, 679574.2385999998 4097181.958900001, 679885.8711999999 4097188.150699999, 679885.9875999996 4097188.1525999997, 679885.8218999999 4097187.8660000004, 679891.5576 4096917.6926000006, 679579.8202999998 4096920.0626999997, 679506.3657999998 4096920.6231999993, 679501.1222000001 4097180.4086000007))"
49,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,25.28,25.23,subsurface,Oil & Gas,Baca,6th Meridian,35S,50W,13.0,"POLYGON ((679501.1222000001 4097180.4086000007, 679574.2385999998 4097181.958900001, 679885.8711999999 4097188.150699999, 679885.9875999996 4097188.1525999997, 679885.8218999999 4097187.8660000004, 679891.5576 4096917.6926000006, 679579.8202999998 4096920.0626999997, 679506.3657999998 4096920.6231999993, 679501.1222000001 4097180.4086000007))"
50,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,25.28,25.23,subsurface,Other Minerals,Baca,6th Meridian,35S,50W,13.0,"POLYGON ((679501.1222000001 4097180.4086000007, 679574.2385999998 4097181.958900001, 679885.8711999999 4097188.150699999, 679885.9875999996 4097188.1525999997, 679885.8218999999 4097187.8660000004, 679891.5576 4096917.6926000006, 679579.8202999998 4096920.0626999997, 679506.3657999998 4096920.6231999993, 679501.1222000001 4097180.4086000007))"
51,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,397.88,397.76,subsurface,Coal,Montezuma,New Mexico Meridian,35N,16W,19.0,"POLYGON ((176711.5438000001 4131305.4187000003, 176708.15579999983 4130901.4234999996, 176304.54449999984 4130915.309699999, 175900.9157999996 4130928.7918, 175909.3476999998 4131335.1401000004, 175917.59609999973 4131741.0715999994, 175925.9561999999 4132146.881100001, 175525.6810999997 4132161.964299999, 175144.97900000028 4132176.4197000004, 175158.56520000007 4132580.9466999993, 175535.1113 4132567.2069000006, 175934.24789999984 4132552.7598, 176330.26279999968 4132538.479699999, 176726.21499999985 4132524.3960999995, 176720.5044999998 4132117.1423000004, 176714.93420000002 4131709.4142000005, 176711.5438000001 4131305.4187000003))"
52,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,397.88,397.76,subsurface,Other Minerals,Montezuma,New Mexico Meridian,35N,16W,19.0,"POLYGON ((176711.5438000001 4131305.4187000003, 176708.15579999983 4130901.4234999996, 176304.54449999984 4130915.309699999, 175900.9157999996 4130928.7918, 175909.3476999998 4131335.1401000004, 175917.59609999973 4131741.0715999994, 175925.9561999999 4132146.881100001, 175525.6810999997 4132161.964299999, 175144.97900000028 4132176.4197000004, 175158.56520000007 4132580.9466999993, 175535.1113 4132567.2069000006, 175934.24789999984 4132552.7598, 176330.26279999968 4132538.479699999, 176726.21499999985 4132524.3960999995, 176720.5044999998 4132117.1423000004, 176714.93420000002 4131709.4142000005, 176711.5438000001 4131305.4187000003))"
53,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,397.88,397.76,subsurface,Oil & Gas,Montezuma,New Mexico Meridian,35N,16W,19.0,"POLYGON ((176711.5438000001 4131305.4187000003, 176708.15579999983 4130901.4234999996, 176304.54449999984 4130915.309699999, 175900.9157999996 4130928.7918, 175909.3476999998 4131335.1401000004, 175917.59609999973 4131741.0715999994, 175925.9561999999 4132146.881100001, 175525.6810999997 4132161.964299999, 175144.97900000028 4132176.4197000004, 175158.56520000007 4132580.9466999993, 175535.1113 4132567.2069000006, 175934.24789999984 4132552.7598, 176330.26279999968 4132538.479699999, 176726.21499999985 4132524.3960999995, 176720.5044999998 4132117.1423000004, 176714.93420000002 4131709.4142000005, 176711.5438000001 4131305.4187000003))"
54,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,200.0,205.73,subsurface,Other Minerals,Pueblo,6th Meridian,20S,67W,15.0,"POLYGON ((511211.44269999955 4240519.891799999, 511235.1797000002 4240118.4070999995, 510827.01960000023 4240111.821799999, 510411.4441999998 4240105.1149, 510382.1166000003 4240504.7883, 509965.6166000003 4240497.2938, 509935.3128000004 4240896.040100001, 510352.7915000003 4240904.4529, 510770.24899999984 4240912.8946, 511187.7081000004 4240921.361, 511211.44269999955 4240519.891799999))"
55,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,200.0,205.73,subsurface,Oil & Gas,Pueblo,6th Meridian,20S,67W,15.0,"POLYGON ((511211.44269999955 4240519.891799999, 511235.1797000002 4240118.4070999995, 510827.01960000023 4240111.821799999, 510411.4441999998 4240105.1149, 510382.1166000003 4240504.7883, 509965.6166000003 4240497.2938, 509935.3128000004 4240896.040100001, 510352.7915000003 4240904.4529, 510770.24899999984 4240912.8946, 511187.7081000004 4240921.361, 511211.44269999955 4240519.891799999))"
56,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,200.0,205.73,subsurface,Coal,Pueblo,6th Meridian,20S,67W,15.0,"POLYGON ((511211.44269999955 4240519.891799999, 511235.1797000002 4240118.4070999995, 510827.01960000023 4240111.821799999, 510411.4441999998 4240105.1149, 510382.1166000003 4240504.7883, 509965.6166000003 4240497.2938, 509935.3128000004 4240896.040100001, 510352.7915000003 4240904.4529, 510770.24899999984 4240912.8946, 511187.7081000004 4240921.361, 511211.44269999955 4240519.891799999))"
57,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,560.0,558.96,subsurface,Other Minerals,Montezuma,New Mexico Meridian,37N,14W,10.0,"POLYGON ((201719.63389999978 4153065.7035000008, 201704.19579999987 4152663.525800001, 201304.4327999996 4152681.2430000007, 200904.65249999985 4152698.5746999998, 200919.45079999976 4153101.9306000005, 200519.3831000002 4153120.4375, 200119.39059999958 4153139.2169000003, 200133.64809999987 4153544.0930000003, 200147.73830000032 4153948.9342, 200161.82859999966 4154353.7279000003, 200562.7742999997 4154333.3432, 200963.70459999982 4154312.5544000007, 201364.48149999976 4154292.2146000005, 201765.4274000004 4154271.8881, 201750.15670000017 4153869.6852, 201734.9023000002 4153467.9058999997, 201719.63389999978 4153065.7035000008))"
58,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,560.0,558.96,subsurface,Coal,Montezuma,New Mexico Meridian,37N,14W,10.0,"POLYGON ((201719.63389999978 4153065.7035000008, 201704.19579999987 4152663.525800001, 201304.4327999996 4152681.2430000007, 200904.65249999985 4152698.5746999998, 200919.45079999976 4153101.9306000005, 200519.3831000002 4153120.4375, 200119.39059999958 4153139.2169000003, 200133.64809999987 4153544.0930000003, 200147.73830000032 4153948.9342, 200161.82859999966 4154353.7279000003, 200562.7742999997 4154333.3432, 200963.70459999982 4154312.5544000007, 201364.48149999976 4154292.2146000005, 201765.4274000004 4154271.8881, 201750.15670000017 4153869.6852, 201734.9023000002 4153467.9058999997, 201719.63389999978 4153065.7035000008))"
59,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,560.0,558.96,subsurface,Oil & Gas,Montezuma,New Mexico Meridian,37N,14W,10.0,"POLYGON ((201719.63389999978 4153065.7035000008, 201704.19579999987 4152663.525800001, 201304.4327999996 4152681.2430000007, 200904.65249999985 4152698.5746999998, 200919.45079999976 4153101.9306000005, 200519.3831000002 4153120.4375, 200119.39059999958 4153139.2169000003, 200133.64809999987 4153544.0930000003, 200147.73830000032 4153948.9342, 200161.82859999966 4154353.7279000003, 200562.7742999997 4154333.3432, 200963.70459999982 4154312.5544000007, 201364.48149999976 4154292.2146000005, 201765.4274000004 4154271.8881, 201750.15670000017 4153869.6852, 201734.9023000002 4153467.9058999997, 201719.63389999978 4153065.7035000008))"
60,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,240.0,239.04,subsurface,Coal,Montezuma,New Mexico Meridian,36N,16W,35.0,"POLYGON ((183452.2538999999 4137951.587200001, 183438.73709999956 4137550.0189999994, 183036.95889999997 4137562.1610000003, 182635.18230000045 4137574.5045, 182620.46899999958 4137174.051000001, 182215.9643000001 4137186.869999999, 181811.62810000032 4137199.702299999, 181827.49899999984 4137598.9634000007, 181843.3713999996 4137998.2247, 182246.7028000001 4137986.700200001, 182650.02329999954 4137974.7838000003, 183051.13819999993 4137963.2029, 183452.2538999999 4137951.587200001))"
61,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,240.0,239.04,subsurface,Other Minerals,Montezuma,New Mexico Meridian,36N,16W,35.0,"POLYGON ((183452.2538999999 4137951.587200001, 183438.73709999956 4137550.0189999994, 183036.95889999997 4137562.1610000003, 182635.18230000045 4137574.5045, 182620.46899999958 4137174.051000001, 182215.9643000001 4137186.869999999, 181811.62810000032 4137199.702299999, 181827.49899999984 4137598.9634000007, 181843.3713999996 4137998.2247, 182246.7028000001 4137986.700200001, 182650.02329999954 4137974.7838000003, 183051.13819999993 4137963.2029, 183452.2538999999 4137951.587200001))"
62,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,240.0,239.04,subsurface,Oil & Gas,Montezuma,New Mexico Meridian,36N,16W,35.0,"POLYGON ((183452.2538999999 4137951.587200001, 183438.73709999956 4137550.0189999994, 183036.95889999997 4137562.1610000003, 182635.18230000045 4137574.5045, 182620.46899999958 4137174.051000001, 182215.9643000001 4137186.869999999, 181811.62810000032 4137199.702299999, 181827.49899999984 4137598.9634000007, 181843.3713999996 4137998.2247, 182246.7028000001 4137986.700200001, 182650.02329999954 4137974.7838000003, 183051.13819999993 4137963.2029, 183452.2538999999 4137951.587200001))"
63,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,640.0,646.88,subsurface,Coal,Montezuma,New Mexico Meridian,36N,15W,27.0,"POLYGON ((191607.86280000024 4138891.5481000002, 191593.2792999996 4138487.1797, 191187.94859999977 4138502.1466000006, 190782.77080000006 4138516.703400001, 190377.59240000043 4138531.2799999993, 189972.25999999978 4138546.3059, 189986.84559999965 4138948.5512000006, 190001.4282999998 4139350.8179, 190016.67899999954 4139757.2819999997, 190031.76180000044 4140163.7574000005, 190434.07969999965 4140147.1422000006, 190836.5661000004 4140130.540100001, 191244.2631000001 4140117.5809000004, 191651.95930000022 4140104.6415, 191637.20289999992 4139700.2788999993, 191622.61679999996 4139295.9102999996, 191607.86280000024 4138891.5481000002))"
64,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,640.0,646.88,subsurface,Oil & Gas,Montezuma,New Mexico Meridian,36N,15W,27.0,"POLYGON ((191607.86280000024 4138891.5481000002, 191593.2792999996 4138487.1797, 191187.94859999977 4138502.1466000006, 190782.77080000006 4138516.703400001, 190377.59240000043 4138531.2799999993, 189972.25999999978 4138546.3059, 189986.84559999965 4138948.5512000006, 190001.4282999998 4139350.8179, 190016.67899999954 4139757.2819999997, 190031.76180000044 4140163.7574000005, 190434.07969999965 4140147.1422000006, 190836.5661000004 4140130.540100001, 191244.2631000001 4140117.5809000004, 191651.95930000022 4140104.6415, 191637.20289999992 4139700.2788999993, 191622.61679999996 4139295.9102999996, 191607.86280000024 4138891.5481000002))"
