,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,activity,county,meridian,township,range,section,geometry
69,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,324.98,subsurface+surface,Oil & Gas,Montezuma,New Mexico Meridian,36N,15W,26.0,"POLYGON ((192418.40550000034 4138859.555400001, 192403.10730000027 4138453.0962000005, 191998.19350000005 4138470.1281000003, 191593.2792999996 4138487.1797, 191607.86280000024 4138891.5481000002, 191622.61679999996 4139295.9102999996, 191637.20289999992 4139700.2788999993, 191651.95930000022 4140104.6415, 192058.13379999995 4140091.7783000004, 192464.3075000001 4140078.934800001, 192449.00569999963 4139672.4749, 192433.70500000007 4139266.0151000004, 192418.40550000034 4138859.555400001))"
70,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,324.98,subsurface+surface,Other Minerals,Montezuma,New Mexico Meridian,36N,15W,26.0,"POLYGON ((192418.40550000034 4138859.555400001, 192403.10730000027 4138453.0962000005, 191998.19350000005 4138470.1281000003, 191593.2792999996 4138487.1797, 191607.86280000024 4138891.5481000002, 191622.61679999996 4139295.9102999996, 191637.20289999992 4139700.2788999993, 191651.95930000022 4140104.6415, 192058.13379999995 4140091.7783000004, 192464.3075000001 4140078.934800001, 192449.00569999963 4139672.4749, 192433.70500000007 4139266.0151000004, 192418.40550000034 4138859.555400001))"
71,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,324.98,subsurface+surface,Coal,Montezuma,New Mexico Meridian,36N,15W,26.0,"POLYGON ((192418.40550000034 4138859.555400001, 192403.10730000027 4138453.0962000005, 191998.19350000005 4138470.1281000003, 191593.2792999996 4138487.1797, 191607.86280000024 4138891.5481000002, 191622.61679999996 4139295.9102999996, 191637.20289999992 4139700.2788999993, 191651.95930000022 4140104.6415, 192058.13379999995 4140091.7783000004, 192464.3075000001 4140078.934800001, 192449.00569999963 4139672.4749, 192433.70500000007 4139266.0151000004, 192418.40550000034 4138859.555400001))"
72,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,640.0,627.29,subsurface+surface,Oil & Gas,Larimer,6th Meridian,9N,70W,27.0,"POLYGON ((482284.4314000001 4507187.6785, 482286.53280000016 4506785.8201, 481891.66390000004 4506789.3138999995, 481496.79399999976 4506792.4055, 481101.92540000007 4506795.941400001, 480706.9145999998 4506799.346000001, 480706.76520000026 4507202.491800001, 480706.5351999998 4507605.6382, 480706.3069000002 4508008.7831, 480706.0776000004 4508411.9299, 481099.10369999986 4508407.1763, 481492.11149999965 4508402.3741, 481884.95859999955 4508397.593, 482277.9671 4508392.8324, 482280.0684000002 4507991.3967, 482282.1690999996 4507589.537699999, 482284.4314000001 4507187.6785))"
73,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,640.0,627.29,subsurface+surface,Coal,Larimer,6th Meridian,9N,70W,27.0,"POLYGON ((482284.4314000001 4507187.6785, 482286.53280000016 4506785.8201, 481891.66390000004 4506789.3138999995, 481496.79399999976 4506792.4055, 481101.92540000007 4506795.941400001, 480706.9145999998 4506799.346000001, 480706.76520000026 4507202.491800001, 480706.5351999998 4507605.6382, 480706.3069000002 4508008.7831, 480706.0776000004 4508411.9299, 481099.10369999986 4508407.1763, 481492.11149999965 4508402.3741, 481884.95859999955 4508397.593, 482277.9671 4508392.8324, 482280.0684000002 4507991.3967, 482282.1690999996 4507589.537699999, 482284.4314000001 4507187.6785))"
74,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,640.0,627.29,subsurface+surface,Other Minerals,Larimer,6th Meridian,9N,70W,27.0,"POLYGON ((482284.4314000001 4507187.6785, 482286.53280000016 4506785.8201, 481891.66390000004 4506789.3138999995, 481496.79399999976 4506792.4055, 481101.92540000007 4506795.941400001, 480706.9145999998 4506799.346000001, 480706.76520000026 4507202.491800001, 480706.5351999998 4507605.6382, 480706.3069000002 4508008.7831, 480706.0776000004 4508411.9299, 481099.10369999986 4508407.1763, 481492.11149999965 4508402.3741, 481884.95859999955 4508397.593, 482277.9671 4508392.8324, 482280.0684000002 4507991.3967, 482282.1690999996 4507589.537699999, 482284.4314000001 4507187.6785))"
75,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,71.54,71.22,subsurface+surface,Other Minerals,Moffat,6th Meridian,5N,94W,26.0,"MULTIPOLYGON (((252597.7916000001 4471629.5035, 252592.7251000004 4471475.7695, 252512.70029999968 4471478.407199999, 252190.65720000025 4471489.0309, 252195.71810000017 4471642.3412999995, 252209.01389999967 4472045.099400001, 252531.03299999982 4472034.475500001, 252611.06579999998 4472032.261399999, 252597.7916000001 4471629.5035)), ((251779.5460000001 4471253.316500001, 251774.5192999998 4471101.2765, 251694.32799999975 4471103.928099999, 251699.3563000001 4471255.9683, 251707.62040000036 4471505.839299999, 251712.66309999954 4471658.3029, 251720.9277999997 4471908.173900001, 251801.2723000003 4471905.516799999, 251792.84839999955 4471655.6512, 251787.80730000045 4471503.1876, 251779.5460000001 4471253.316500001)))"
76,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,71.54,71.22,subsurface+surface,Coal,Moffat,6th Meridian,5N,94W,26.0,"MULTIPOLYGON (((252597.7916000001 4471629.5035, 252592.7251000004 4471475.7695, 252512.70029999968 4471478.407199999, 252190.65720000025 4471489.0309, 252195.71810000017 4471642.3412999995, 252209.01389999967 4472045.099400001, 252531.03299999982 4472034.475500001, 252611.06579999998 4472032.261399999, 252597.7916000001 4471629.5035)), ((251779.5460000001 4471253.316500001, 251774.5192999998 4471101.2765, 251694.32799999975 4471103.928099999, 251699.3563000001 4471255.9683, 251707.62040000036 4471505.839299999, 251712.66309999954 4471658.3029, 251720.9277999997 4471908.173900001, 251801.2723000003 4471905.516799999, 251792.84839999955 4471655.6512, 251787.80730000045 4471503.1876, 251779.5460000001 4471253.316500001)))"
77,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,71.54,71.22,subsurface+surface,Oil & Gas,Moffat,6th Meridian,5N,94W,26.0,"MULTIPOLYGON (((252597.7916000001 4471629.5035, 252592.7251000004 4471475.7695, 252512.70029999968 4471478.407199999, 252190.65720000025 4471489.0309, 252195.71810000017 4471642.3412999995, 252209.01389999967 4472045.099400001, 252531.03299999982 4472034.475500001, 252611.06579999998 4472032.261399999, 252597.7916000001 4471629.5035)), ((251779.5460000001 4471253.316500001, 251774.5192999998 4471101.2765, 251694.32799999975 4471103.928099999, 251699.3563000001 4471255.9683, 251707.62040000036 4471505.839299999, 251712.66309999954 4471658.3029, 251720.9277999997 4471908.173900001, 251801.2723000003 4471905.516799999, 251792.84839999955 4471655.6512, 251787.80730000045 4471503.1876, 251779.5460000001 4471253.316500001)))"
78,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,640.0,658.7,subsurface,Oil & Gas,Montezuma,New Mexico Meridian,37N,14W,11.0,"POLYGON ((203373.54580000043 4153038.353700001, 203362.81099999975 4152633.8325999994, 202935.95969999954 4152636.3628000002, 202509.0384999998 4152638.9419, 202106.65340000018 4152651.230900001, 201704.19579999987 4152663.525800001, 201719.63389999978 4153065.7035000008, 201734.9023000002 4153467.9058999997, 201750.15670000017 4153869.6852, 201765.4274000004 4154271.8881, 202174.20349999983 4154267.4104999993, 202582.79420000035 4154262.5353999995, 202991.55209999997 4154257.6745999996, 203400.15500000026 4154253.2633999996, 203392.29569999967 4153848.257099999, 203384.25459999964 4153442.833799999, 203373.54580000043 4153038.353700001))"
79,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,640.0,658.7,subsurface,Other Minerals,Montezuma,New Mexico Meridian,37N,14W,11.0,"POLYGON ((203373.54580000043 4153038.353700001, 203362.81099999975 4152633.8325999994, 202935.95969999954 4152636.3628000002, 202509.0384999998 4152638.9419, 202106.65340000018 4152651.230900001, 201704.19579999987 4152663.525800001, 201719.63389999978 4153065.7035000008, 201734.9023000002 4153467.9058999997, 201750.15670000017 4153869.6852, 201765.4274000004 4154271.8881, 202174.20349999983 4154267.4104999993, 202582.79420000035 4154262.5353999995, 202991.55209999997 4154257.6745999996, 203400.15500000026 4154253.2633999996, 203392.29569999967 4153848.257099999, 203384.25459999964 4153442.833799999, 203373.54580000043 4153038.353700001))"
80,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,640.0,658.7,subsurface,Coal,Montezuma,New Mexico Meridian,37N,14W,11.0,"POLYGON ((203373.54580000043 4153038.353700001, 203362.81099999975 4152633.8325999994, 202935.95969999954 4152636.3628000002, 202509.0384999998 4152638.9419, 202106.65340000018 4152651.230900001, 201704.19579999987 4152663.525800001, 201719.63389999978 4153065.7035000008, 201734.9023000002 4153467.9058999997, 201750.15670000017 4153869.6852, 201765.4274000004 4154271.8881, 202174.20349999983 4154267.4104999993, 202582.79420000035 4154262.5353999995, 202991.55209999997 4154257.6745999996, 203400.15500000026 4154253.2633999996, 203392.29569999967 4153848.257099999, 203384.25459999964 4153442.833799999, 203373.54580000043 4153038.353700001))"
81,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,594.89,599.4,subsurface,Coal,Fremont,6th Meridian,18S,68W,30.0,"POLYGON ((497087.29449999984 4255787.255000001, 497085.15380000044 4255390.6414, 496678.7095999997 4255390.799000001, 496272.24010000005 4255391.0152, 495867.95830000006 4255390.269200001, 495869.7235000003 4255793.1775, 495478.8392000003 4255794.7951, 495479.4024 4256200.170499999, 495479.86620000005 4256605.354699999, 495480.39859999996 4257010.772500001, 495664.92929999996 4257006.8824000005, 495874.9632000001 4257002.4945, 496288.8103 4256993.892899999, 496691.18319999985 4256985.2952, 497093.7161999997 4256976.674000001, 497091.57600000035 4256580.482899999, 497089.4354999997 4256183.868799999, 497087.29449999984 4255787.255000001))"
82,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,594.89,599.4,subsurface,Oil & Gas,Fremont,6th Meridian,18S,68W,30.0,"POLYGON ((497087.29449999984 4255787.255000001, 497085.15380000044 4255390.6414, 496678.7095999997 4255390.799000001, 496272.24010000005 4255391.0152, 495867.95830000006 4255390.269200001, 495869.7235000003 4255793.1775, 495478.8392000003 4255794.7951, 495479.4024 4256200.170499999, 495479.86620000005 4256605.354699999, 495480.39859999996 4257010.772500001, 495664.92929999996 4257006.8824000005, 495874.9632000001 4257002.4945, 496288.8103 4256993.892899999, 496691.18319999985 4256985.2952, 497093.7161999997 4256976.674000001, 497091.57600000035 4256580.482899999, 497089.4354999997 4256183.868799999, 497087.29449999984 4255787.255000001))"
83,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,594.89,599.4,subsurface,Other Minerals,Fremont,6th Meridian,18S,68W,30.0,"POLYGON ((497087.29449999984 4255787.255000001, 497085.15380000044 4255390.6414, 496678.7095999997 4255390.799000001, 496272.24010000005 4255391.0152, 495867.95830000006 4255390.269200001, 495869.7235000003 4255793.1775, 495478.8392000003 4255794.7951, 495479.4024 4256200.170499999, 495479.86620000005 4256605.354699999, 495480.39859999996 4257010.772500001, 495664.92929999996 4257006.8824000005, 495874.9632000001 4257002.4945, 496288.8103 4256993.892899999, 496691.18319999985 4256985.2952, 497093.7161999997 4256976.674000001, 497091.57600000035 4256580.482899999, 497089.4354999997 4256183.868799999, 497087.29449999984 4255787.255000001))"
84,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,72.82,72.88,subsurface,Coal,Moffat,6th Meridian,5N,95W,25.0,"POLYGON ((245197.18460000027 4472286.6456, 245183.52610000037 4471884.306399999, 245178.6668999996 4471741.1581999995, 244934.70210000034 4471749.443700001, 244775.62289999984 4471754.8506000005, 244532.6299999999 4471763.116, 244537.51609999966 4471906.6877999995, 244546.3228000002 4472165.455800001, 244789.14059999958 4472157.195699999, 244948.37339999992 4472151.7831999995, 244953.2377000004 4472294.931399999, 245197.18460000027 4472286.6456))"
85,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,72.82,72.88,subsurface,Other Minerals,Moffat,6th Meridian,5N,95W,25.0,"POLYGON ((245197.18460000027 4472286.6456, 245183.52610000037 4471884.306399999, 245178.6668999996 4471741.1581999995, 244934.70210000034 4471749.443700001, 244775.62289999984 4471754.8506000005, 244532.6299999999 4471763.116, 244537.51609999966 4471906.6877999995, 244546.3228000002 4472165.455800001, 244789.14059999958 4472157.195699999, 244948.37339999992 4472151.7831999995, 244953.2377000004 4472294.931399999, 245197.18460000027 4472286.6456))"
86,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,72.82,72.88,subsurface,Oil & Gas,Moffat,6th Meridian,5N,95W,25.0,"POLYGON ((245197.18460000027 4472286.6456, 245183.52610000037 4471884.306399999, 245178.6668999996 4471741.1581999995, 244934.70210000034 4471749.443700001, 244775.62289999984 4471754.8506000005, 244532.6299999999 4471763.116, 244537.51609999966 4471906.6877999995, 244546.3228000002 4472165.455800001, 244789.14059999958 4472157.195699999, 244948.37339999992 4472151.7831999995, 244953.2377000004 4472294.931399999, 245197.18460000027 4472286.6456))"
87,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,80.0,79.82,subsurface,Oil & Gas,Pueblo,6th Meridian,20S,66W,27.0,"POLYGON ((521012.93759999983 4236535.704600001, 520611.2753999997 4236534.7892, 520611.8025000002 4236936.635500001, 521013.44739999995 4236937.489600001, 521415.0920000002 4236938.342, 521414.59949999955 4236536.6217, 521012.93759999983 4236535.704600001))"
88,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,80.0,79.82,subsurface,Coal,Pueblo,6th Meridian,20S,66W,27.0,"POLYGON ((521012.93759999983 4236535.704600001, 520611.2753999997 4236534.7892, 520611.8025000002 4236936.635500001, 521013.44739999995 4236937.489600001, 521415.0920000002 4236938.342, 521414.59949999955 4236536.6217, 521012.93759999983 4236535.704600001))"
89,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,80.0,79.82,subsurface,Other Minerals,Pueblo,6th Meridian,20S,66W,27.0,"POLYGON ((521012.93759999983 4236535.704600001, 520611.2753999997 4236534.7892, 520611.8025000002 4236936.635500001, 521013.44739999995 4236937.489600001, 521415.0920000002 4236938.342, 521414.59949999955 4236536.6217, 521012.93759999983 4236535.704600001))"
90,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,320.07,subsurface,Coal,Montezuma,New Mexico Meridian,37N,17W,23.0,"POLYGON ((174178.5240000002 4150696.1531000007, 174164.31759999972 4150294.250600001, 174113.31969999988 4150295.8224, 173761.9380999999 4150307.4619999994, 173359.74349999987 4150321.1097, 173373.8200000003 4150723.0198, 173387.9149000002 4151125.353599999, 173402.02770000044 4151528.1108999997, 173416.2940999996 4151930.4382000007, 173818.7982999999 4151918.0452999994, 174165.06489999965 4151907.0253, 174221.45380000025 4151905.241699999, 174207.0077999998 4151501.651799999, 174192.74859999958 4151098.4790000003, 174178.5240000002 4150696.1531000007))"
91,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,320.07,subsurface,Other Minerals,Montezuma,New Mexico Meridian,37N,17W,23.0,"POLYGON ((174178.5240000002 4150696.1531000007, 174164.31759999972 4150294.250600001, 174113.31969999988 4150295.8224, 173761.9380999999 4150307.4619999994, 173359.74349999987 4150321.1097, 173373.8200000003 4150723.0198, 173387.9149000002 4151125.353599999, 173402.02770000044 4151528.1108999997, 173416.2940999996 4151930.4382000007, 173818.7982999999 4151918.0452999994, 174165.06489999965 4151907.0253, 174221.45380000025 4151905.241699999, 174207.0077999998 4151501.651799999, 174192.74859999958 4151098.4790000003, 174178.5240000002 4150696.1531000007))"
92,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,320.07,subsurface,Oil & Gas,Montezuma,New Mexico Meridian,37N,17W,23.0,"POLYGON ((174178.5240000002 4150696.1531000007, 174164.31759999972 4150294.250600001, 174113.31969999988 4150295.8224, 173761.9380999999 4150307.4619999994, 173359.74349999987 4150321.1097, 173373.8200000003 4150723.0198, 173387.9149000002 4151125.353599999, 173402.02770000044 4151528.1108999997, 173416.2940999996 4151930.4382000007, 173818.7982999999 4151918.0452999994, 174165.06489999965 4151907.0253, 174221.45380000025 4151905.241699999, 174207.0077999998 4151501.651799999, 174192.74859999958 4151098.4790000003, 174178.5240000002 4150696.1531000007))"
93,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,162.58,subsurface+surface,Oil & Gas,Montezuma,New Mexico Meridian,36N,15W,34.0,"POLYGON ((191577.45129999984 4138081.161699999, 191561.6244000001 4137675.1437, 191156.42339999974 4137690.1031, 190751.22159999982 4137705.0824999996, 190767.07230000012 4138110.6779999994, 190782.77080000006 4138516.703400001, 191187.94859999977 4138502.1466000006, 191593.2792999996 4138487.1797, 191577.45129999984 4138081.161699999))"
94,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,162.58,subsurface+surface,Other Minerals,Montezuma,New Mexico Meridian,36N,15W,34.0,"POLYGON ((191577.45129999984 4138081.161699999, 191561.6244000001 4137675.1437, 191156.42339999974 4137690.1031, 190751.22159999982 4137705.0824999996, 190767.07230000012 4138110.6779999994, 190782.77080000006 4138516.703400001, 191187.94859999977 4138502.1466000006, 191593.2792999996 4138487.1797, 191577.45129999984 4138081.161699999))"
95,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,162.58,subsurface+surface,Coal,Montezuma,New Mexico Meridian,36N,15W,34.0,"POLYGON ((191577.45129999984 4138081.161699999, 191561.6244000001 4137675.1437, 191156.42339999974 4137690.1031, 190751.22159999982 4137705.0824999996, 190767.07230000012 4138110.6779999994, 190782.77080000006 4138516.703400001, 191187.94859999977 4138502.1466000006, 191593.2792999996 4138487.1797, 191577.45129999984 4138081.161699999))"
96,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,162.04,subsurface,Other Minerals,Montezuma,New Mexico Meridian,35N,16W,14.0,"POLYGON ((182015.96899999958 4132720.2547999993, 182006.3942999998 4132313.0726999994, 181603.90919999965 4132331.101, 181613.4285000004 4132736.6729000006, 181616.70969999954 4132873.0825999994, 181623.19379999954 4133142.4645000007, 181631.18609999958 4133548.3948, 181642.54760000017 4133953.8001000006, 182055.8833999997 4133937.190199999, 182035.07100000046 4133531.7906, 182025.4835000001 4133124.7655999996, 182015.96899999958 4132720.2547999993))"
97,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,162.04,subsurface,Oil & Gas,Montezuma,New Mexico Meridian,35N,16W,14.0,"POLYGON ((182015.96899999958 4132720.2547999993, 182006.3942999998 4132313.0726999994, 181603.90919999965 4132331.101, 181613.4285000004 4132736.6729000006, 181616.70969999954 4132873.0825999994, 181623.19379999954 4133142.4645000007, 181631.18609999958 4133548.3948, 181642.54760000017 4133953.8001000006, 182055.8833999997 4133937.190199999, 182035.07100000046 4133531.7906, 182025.4835000001 4133124.7655999996, 182015.96899999958 4132720.2547999993))"
98,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,162.04,subsurface,Coal,Montezuma,New Mexico Meridian,35N,16W,14.0,"POLYGON ((182015.96899999958 4132720.2547999993, 182006.3942999998 4132313.0726999994, 181603.90919999965 4132331.101, 181613.4285000004 4132736.6729000006, 181616.70969999954 4132873.0825999994, 181623.19379999954 4133142.4645000007, 181631.18609999958 4133548.3948, 181642.54760000017 4133953.8001000006, 182055.8833999997 4133937.190199999, 182035.07100000046 4133531.7906, 182025.4835000001 4133124.7655999996, 182015.96899999958 4132720.2547999993))"
99,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,500.43,517.58,subsurface,Coal,Pueblo,6th Meridian,19S,66W,31.0,"POLYGON ((515355.7326999996 4244558.0153, 514867.6805999996 4244557.3642, 514868.91640000045 4244963.1961, 514870.0405000001 4245368.7524, 514871.26960000023 4245774.6194, 515348.0466 4245774.300000001, 515755.1457000002 4245774.238299999, 516167.2449000003 4245773.7841, 516579.3443 4245773.3506000005, 516587.1752000004 4245368.714199999, 516595.1629999997 4244964.0912999995, 516603.1210000003 4244559.7071, 516187.0307 4244559.0419, 515770.9907999998 4244558.535499999, 515355.7326999996 4244558.0153))"
100,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,500.43,517.58,subsurface,Oil & Gas,Pueblo,6th Meridian,19S,66W,31.0,"POLYGON ((515355.7326999996 4244558.0153, 514867.6805999996 4244557.3642, 514868.91640000045 4244963.1961, 514870.0405000001 4245368.7524, 514871.26960000023 4245774.6194, 515348.0466 4245774.300000001, 515755.1457000002 4245774.238299999, 516167.2449000003 4245773.7841, 516579.3443 4245773.3506000005, 516587.1752000004 4245368.714199999, 516595.1629999997 4244964.0912999995, 516603.1210000003 4244559.7071, 516187.0307 4244559.0419, 515770.9907999998 4244558.535499999, 515355.7326999996 4244558.0153))"
101,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,500.43,517.58,subsurface,Other Minerals,Pueblo,6th Meridian,19S,66W,31.0,"POLYGON ((515355.7326999996 4244558.0153, 514867.6805999996 4244557.3642, 514868.91640000045 4244963.1961, 514870.0405000001 4245368.7524, 514871.26960000023 4245774.6194, 515348.0466 4245774.300000001, 515755.1457000002 4245774.238299999, 516167.2449000003 4245773.7841, 516579.3443 4245773.3506000005, 516587.1752000004 4245368.714199999, 516595.1629999997 4244964.0912999995, 516603.1210000003 4244559.7071, 516187.0307 4244559.0419, 515770.9907999998 4244558.535499999, 515355.7326999996 4244558.0153))"
102,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,80.0,79.49,subsurface+surface,Other Minerals,Larimer,6th Meridian,8N,70W,11.0,"POLYGON ((483479.5440999996 4503272.934699999, 483480.1824000003 4502873.3959, 483077.6478000004 4502874.512800001, 483077.07930000033 4503273.5612, 483076.55709999986 4503672.757200001, 483478.9018000001 4503672.4416000005, 483479.5440999996 4503272.934699999))"
103,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,80.0,79.49,subsurface+surface,Oil & Gas,Larimer,6th Meridian,8N,70W,11.0,"POLYGON ((483479.5440999996 4503272.934699999, 483480.1824000003 4502873.3959, 483077.6478000004 4502874.512800001, 483077.07930000033 4503273.5612, 483076.55709999986 4503672.757200001, 483478.9018000001 4503672.4416000005, 483479.5440999996 4503272.934699999))"
104,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,80.0,79.49,subsurface+surface,Coal,Larimer,6th Meridian,8N,70W,11.0,"POLYGON ((483479.5440999996 4503272.934699999, 483480.1824000003 4502873.3959, 483077.6478000004 4502874.512800001, 483077.07930000033 4503273.5612, 483076.55709999986 4503672.757200001, 483478.9018000001 4503672.4416000005, 483479.5440999996 4503272.934699999))"
105,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,160.92,subsurface,Other Minerals,Fremont,6th Meridian,18S,69W,26.0,"POLYGON ((493867.8526999997 4255783.5633000005, 493867.54509999976 4255380.1763, 493463.59690000024 4255380.4947, 493059.8044999996 4255380.404100001, 493060.49509999994 4255782.9496, 493061.3421 4256185.9132, 493464.75129999965 4256186.421599999, 493867.99399999995 4256186.9504, 493867.8526999997 4255783.5633000005))"
106,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,160.92,subsurface,Coal,Fremont,6th Meridian,18S,69W,26.0,"POLYGON ((493867.8526999997 4255783.5633000005, 493867.54509999976 4255380.1763, 493463.59690000024 4255380.4947, 493059.8044999996 4255380.404100001, 493060.49509999994 4255782.9496, 493061.3421 4256185.9132, 493464.75129999965 4256186.421599999, 493867.99399999995 4256186.9504, 493867.8526999997 4255783.5633000005))"
107,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,160.92,subsurface,Oil & Gas,Fremont,6th Meridian,18S,69W,26.0,"POLYGON ((493867.8526999997 4255783.5633000005, 493867.54509999976 4255380.1763, 493463.59690000024 4255380.4947, 493059.8044999996 4255380.404100001, 493060.49509999994 4255782.9496, 493061.3421 4256185.9132, 493464.75129999965 4256186.421599999, 493867.99399999995 4256186.9504, 493867.8526999997 4255783.5633000005))"
108,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,308.12,subsurface+surface,Oil & Gas,Larimer,6th Meridian,9N,70W,28.0,"MULTIPOLYGON (((480706.9145999998 4506799.346000001, 480327.80819999985 4506780.4804, 480323.24399999995 4507182.327, 480318.67819999997 4507584.161599999, 480314.11539999954 4507985.996300001, 480309.55090000015 4508387.8189, 480706.0776000004 4508411.9299, 480706.3069000002 4508008.7831, 480706.5351999998 4507605.6382, 480706.76520000026 4507202.491800001, 480706.9145999998 4506799.346000001)), ((479948.73039999977 4506761.7457, 479569.57990000024 4506743.2279, 479556.2399000004 4507142.2983, 479542.9545999998 4507541.428400001, 479529.67069999967 4507940.5559, 479516.38609999977 4508339.6314, 479913.0429999996 4508363.799000001, 479921.9530999996 4507963.2995, 479930.8622000003 4507562.797, 479939.77249999996 4507162.2918, 479948.73039999977 4506761.7457)))"
109,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,308.12,subsurface+surface,Coal,Larimer,6th Meridian,9N,70W,28.0,"MULTIPOLYGON (((480706.9145999998 4506799.346000001, 480327.80819999985 4506780.4804, 480323.24399999995 4507182.327, 480318.67819999997 4507584.161599999, 480314.11539999954 4507985.996300001, 480309.55090000015 4508387.8189, 480706.0776000004 4508411.9299, 480706.3069000002 4508008.7831, 480706.5351999998 4507605.6382, 480706.76520000026 4507202.491800001, 480706.9145999998 4506799.346000001)), ((479948.73039999977 4506761.7457, 479569.57990000024 4506743.2279, 479556.2399000004 4507142.2983, 479542.9545999998 4507541.428400001, 479529.67069999967 4507940.5559, 479516.38609999977 4508339.6314, 479913.0429999996 4508363.799000001, 479921.9530999996 4507963.2995, 479930.8622000003 4507562.797, 479939.77249999996 4507162.2918, 479948.73039999977 4506761.7457)))"
110,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,308.12,subsurface+surface,Other Minerals,Larimer,6th Meridian,9N,70W,28.0,"MULTIPOLYGON (((480706.9145999998 4506799.346000001, 480327.80819999985 4506780.4804, 480323.24399999995 4507182.327, 480318.67819999997 4507584.161599999, 480314.11539999954 4507985.996300001, 480309.55090000015 4508387.8189, 480706.0776000004 4508411.9299, 480706.3069000002 4508008.7831, 480706.5351999998 4507605.6382, 480706.76520000026 4507202.491800001, 480706.9145999998 4506799.346000001)), ((479948.73039999977 4506761.7457, 479569.57990000024 4506743.2279, 479556.2399000004 4507142.2983, 479542.9545999998 4507541.428400001, 479529.67069999967 4507940.5559, 479516.38609999977 4508339.6314, 479913.0429999996 4508363.799000001, 479921.9530999996 4507963.2995, 479930.8622000003 4507562.797, 479939.77249999996 4507162.2918, 479948.73039999977 4506761.7457)))"
111,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,162.43,subsurface,Oil & Gas,Crowley,6th Meridian,21S,57W,21.0,"POLYGON ((605139.9544000002 4229441.0056, 604732.8695999999 4229431.486300001, 604726.9781999998 4229834.543400001, 604720.9641000004 4230237.902899999, 605127.8361999998 4230247.8257, 605534.875 4230257.771, 605540.9441 4229854.3115, 605547.0385999996 4229450.540200001, 605139.9544000002 4229441.0056))"
112,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,162.43,subsurface,Other Minerals,Crowley,6th Meridian,21S,57W,21.0,"POLYGON ((605139.9544000002 4229441.0056, 604732.8695999999 4229431.486300001, 604726.9781999998 4229834.543400001, 604720.9641000004 4230237.902899999, 605127.8361999998 4230247.8257, 605534.875 4230257.771, 605540.9441 4229854.3115, 605547.0385999996 4229450.540200001, 605139.9544000002 4229441.0056))"
