,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,meridian,township,range,aliquot,geometry
2551,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.05,surface+subsurface,5,119N,59W,SESW,"POLYGON ((-10895025.0816 5638724.972000003, -10895593.8309 5638729.592500001, -10895595.618 5639302.178300001, -10895026.8654 5639296.821199998, -10895025.0816 5638724.972000003))"
2552,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.12,surface+subsurface,5,119N,59W,NENW,"POLYGON ((-10899573.2249 5638188.023699999, -10900141.9682 5638193.003399998, -10900144.441 5638766.2597, -10899575.9977 5638761.152599998, -10899573.2249 5638188.023699999))"
2553,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.13,surface+subsurface,5,119N,59W,NWNW,"POLYGON ((-10900141.9682 5638193.003399998, -10900710.7083 5638197.943499997, -10900712.8842 5638771.370999999, -10900144.441 5638766.2597, -10900141.9682 5638193.003399998))"
2554,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.03,surface+subsurface,5,119N,59W,NWNE,"POLYGON ((-10896729.314 5638167.037699997, -10897298.1221 5638170.716200002, -10897300.8489 5638742.573799998, -10896731.7162 5638738.3955999985, -10896729.314 5638167.037699997))"
2555,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.0,surface+subsurface,5,119N,59W,NENE,"POLYGON ((-10896160.5027 5638163.328400001, -10896729.314 5638167.037699997, -10896731.7162 5638738.3955999985, -10896162.5834 5638734.217500001, -10896160.5027 5638163.328400001))"
2556,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.15,subsurface,5,119N,59W,SWNW,"POLYGON ((-10900139.4953 5637619.761799999, -10900708.5354 5637624.552699998, -10900710.7083 5638197.943499997, -10900141.9682 5638193.003399998, -10900139.4953 5637619.761799999))"
2557,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.14,subsurface,5,119N,59W,SENW,"POLYGON ((-10899570.4552 5637614.931100003, -10900139.4953 5637619.761799999, -10900141.9682 5638193.003399998, -10899573.2249 5638188.023699999, -10899570.4552 5637614.931100003))"
2558,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.01,subsurface,5,119N,59W,NESE,"POLYGON ((-10893884.2501 5636999.4120000005, -10894452.2729 5637005.008900002, -10894453.624 5637576.7839, -10893885.36 5637571.4804000035, -10893884.2501 5636999.4120000005))"
2559,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.99,subsurface,5,119N,59W,NWSE,"POLYGON ((-10894452.2729 5637005.008900002, -10895020.2959 5637010.570500001, -10895021.8911 5637582.0524, -10894453.624 5637576.7839, -10894452.2729 5637005.008900002))"
2560,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.98,subsurface,5,119N,59W,SWSE,"POLYGON ((-10896722.1076 5636453.045299999, -10897289.9481 5636455.212300003, -10897292.6749 5637027.035400003, -10896724.5098 5637024.364699997, -10896722.1076 5636453.045299999))"
2561,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.94,subsurface,5,119N,59W,SESE,"POLYGON ((-10896154.2641 5636450.8785, -10896722.1076 5636453.045299999, -10896724.5098 5637024.364699997, -10896156.3447 5637021.659100004, -10896154.2641 5636450.8785))"
2562,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.08,subsurface,5,119N,59W,NWNW,"POLYGON ((-10900129.8936 5635901.569600001, -10900699.0577 5635906.2853000015, -10900704.1866 5636477.880500004, -10900134.5495 5636473.2958, -10900129.8936 5635901.569600001))"
2563,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.99,subsurface,5,119N,59W,SESE,"POLYGON ((-10893883.137 5636427.380000003, -10894450.9189 5636433.252400003, -10894452.2729 5637005.008900002, -10893884.2501 5636999.4120000005, -10893883.137 5636427.380000003))"
2564,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.09,subsurface,5,119N,59W,NENW,"POLYGON ((-10899560.7296 5635896.818599999, -10900129.8936 5635901.569600001, -10900134.5495 5636473.2958, -10899564.9094 5636468.711099997, -10899560.7296 5635896.818599999))"
2565,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.05,subsurface,5,119N,59W,SWNW,"POLYGON ((-10900125.2375 5635329.857699998, -10900693.9255 5635334.722199999, -10900699.0577 5635906.2853000015, -10900129.8936 5635901.569600001, -10900125.2375 5635329.857699998))"
2566,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.06,subsurface,5,119N,59W,SENW,"POLYGON ((-10899556.5497 5635324.957900003, -10900125.2375 5635329.857699998, -10900129.8936 5635901.569600001, -10899560.7296 5635896.818599999, -10899556.5497 5635324.957900003))"
2567,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.07,subsurface,5,119N,59W,SWSW,"POLYGON ((-10897843.9596 5634170.326700002, -10898412.7156 5634170.706600003, -10898415.9462 5634742.861900002, -10897847.4161 5634742.0704, -10897843.9596 5634170.326700002))"
2568,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.97,subsurface,5,119N,59W,SESE,"POLYGON ((-10896137.6916 5634169.191100001, -10896706.4476 5634169.571099997, -10896710.3618 5634740.421499997, -10896141.8348 5634739.559900001, -10896137.6916 5634169.191100001))"
2569,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.01,subsurface,5,119N,59W,SWSE,"POLYGON ((-10896706.4476 5634169.571099997, -10897275.2037 5634169.946800001, -10897278.889 5634741.248099998, -10896710.3618 5634740.421499997, -10896706.4476 5634169.571099997))"
2570,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.04,subsurface,5,119N,59W,SESW,"POLYGON ((-10897275.2037 5634169.946800001, -10897843.9596 5634170.326700002, -10897847.4161 5634742.0704, -10897278.889 5634741.248099998, -10897275.2037 5634169.946800001))"
2571,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.89,subsurface,5,119N,59W,NWNW,"POLYGON ((-10897838.6756 5633600.327, -10898406.9216 5633601.692100003, -10898412.7156 5634170.706600003, -10897843.9596 5634170.326700002, -10897838.6756 5633600.327))"
2572,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.03,subsurface,5,119N,59W,NWNE,"POLYGON ((-10896702.19 5633597.522100002, -10897270.4328 5633598.926600002, -10897275.2037 5634169.946800001, -10896706.4476 5634169.571099997, -10896702.19 5633597.522100002))"
2573,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.11,subsurface,5,119N,59W,NENE,"POLYGON ((-10896133.9473 5633596.086599998, -10896702.19 5633597.522100002, -10896706.4476 5634169.571099997, -10896137.6916 5634169.191100001, -10896133.9473 5633596.086599998))"
2574,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.96,subsurface,5,119N,59W,NENW,"POLYGON ((-10897270.4328 5633598.926600002, -10897838.6756 5633600.327, -10897843.9596 5634170.326700002, -10897275.2037 5634169.946800001, -10897270.4328 5633598.926600002))"
2575,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.07,subsurface,5,119N,59W,SENE,"POLYGON ((-10896130.2 5633023.014200002, -10896697.9326 5633025.496100001, -10896702.19 5633597.522100002, -10896133.9473 5633596.086599998, -10896130.2 5633023.014200002))"
2576,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.93,subsurface,5,119N,59W,SENW,"POLYGON ((-10897265.6621 5633027.938500002, -10897833.3948 5633030.3456000015, -10897838.6756 5633600.327, -10897270.4328 5633598.926600002, -10897265.6621 5633027.938500002))"
2577,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.86,subsurface,5,119N,59W,SWNW,"POLYGON ((-10897833.3948 5633030.3456000015, -10898401.1274 5633032.718000002, -10898406.9216 5633601.692100003, -10897838.6756 5633600.327, -10897833.3948 5633030.3456000015))"
2578,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.0,subsurface,5,119N,59W,SWNE,"POLYGON ((-10896697.9326 5633025.496100001, -10897265.6621 5633027.938500002, -10897270.4328 5633598.926600002, -10896702.19 5633597.522100002, -10896697.9326 5633025.496100001))"
2579,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.83,subsurface,5,119N,59W,NWSW,"POLYGON ((-10897828.1109 5632460.365699999, -10898395.3302 5632463.7754999995, -10898401.1274 5633032.718000002, -10897833.3948 5633030.3456000015, -10897828.1109 5632460.365699999))"
2580,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.9,subsurface,5,119N,59W,NESW,"POLYGON ((-10897260.8914 5632456.916299999, -10897828.1109 5632460.365699999, -10897833.3948 5633030.3456000015, -10897265.6621 5633027.938500002, -10897260.8914 5632456.916299999))"
2581,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,15.03,14.95,subsurface,5,119N,53W,NENW,"POLYGON ((-10822610.6617 5635669.767700002, -10822602.5255 5635633.358000003, -10822879.7981 5635633.364600003, -10822878.3957 5636202.582900003, -10822729.0075 5636202.483199999, -10822610.6617 5635669.767700002))"
2582,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.02,subsurface,5,119N,53W,SENE,"POLYGON ((-10823450.0474 5635062.693000004, -10824019.417 5635068.7148, -10824018.5712 5635639.014300004, -10823449.0192 5635633.351199999, -10823450.0474 5635062.693000004))"
2583,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.63,subsurface,5,119N,53W,NWNE,"POLYGON ((-10824021.2399 5633363.725400001, -10824590.1857 5633368.756300002, -10824590.1192 5633934.7793999985, -10824021.1115 5633928.132100001, -10824021.2399 5633363.725400001))"
2584,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.74,subsurface,5,119N,53W,NENW,"POLYGON ((-10824590.1857 5633368.756300002, -10825159.1283 5633373.7875000015, -10825159.13 5633941.431199998, -10824590.1192 5633934.7793999985, -10824590.1857 5633368.756300002))"
2585,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,10.62,8.54,subsurface,5,12N,52W,NESE,"POLYGON ((-10803357.3116 5655145.447899997, -10803353.6412 5655156.105300002, -10803182.3092 5655659.8222, -10803165.7041 5655708.639399998, -10803135.0564 5655708.639799997, -10803140.7184 5655145.4498, -10803357.3116 5655145.447899997))"
2586,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,21.33,21.31,subsurface,5,12N,52W,SESE,"POLYGON ((-10803146.3834 5654582.290600002, -10803549.1665 5654588.164099999, -10803357.3116 5655145.447899997, -10803140.7184 5655145.4498, -10803146.3834 5654582.290600002))"
2587,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,15.38,15.42,subsurface,5,121N,51W,NESW,"POLYGON ((-10797807.625 5671401.9179000035, -10797687.7848 5671742.287100002, -10797666.6431 5671804.327500001, -10797611.638 5671962.587399997, -10797484.1476 5671962.597099997, -10797484.143 5671401.920500003, -10797807.625 5671401.9179000035))"
2588,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.95,subsurface,5,119N,53W,SESW,"POLYGON ((-10824590.1192 5633934.7793999985, -10825159.13 5633941.431199998, -10825158.643 5634511.0286, -10824589.4528 5634504.722499996, -10824590.1192 5633934.7793999985))"
2589,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.85,subsurface,5,119N,53W,SWNW,"POLYGON ((-10825159.1268 5632806.157700002, -10825728.0044 5632809.516000003, -10825728.0711 5633378.779200003, -10825159.1283 5633373.7875000015, -10825159.1268 5632806.157700002))"
2590,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.03,subsurface,5,119N,53W,NENE,"POLYGON ((-10823449.0192 5635633.351199999, -10824018.5712 5635639.014300004, -10824017.7225 5636209.3323, -10823447.991 5636204.0458, -10823449.0192 5635633.351199999))"
2591,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.96,subsurface,5,119N,53W,NESW,"POLYGON ((-10824589.4528 5634504.722499996, -10825158.643 5634511.0286, -10825158.1592 5635080.648900002, -10824588.7866 5635074.697300002, -10824589.4528 5634504.722499996))"
2592,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.04,subsurface,5,118N,55W,NENE,"POLYGON ((-10848418.4318 5628879.537799999, -10848988.1443 5628881.138800003, -10848981.6428 5629451.193800002, -10848412.1252 5629449.334600002, -10848418.4318 5628879.537799999))"
2593,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.04,40.21,subsurface,5,118N,55W,NWNW,"POLYGON ((-10852982.8511 5628875.404299997, -10852981.7333 5629446.670999996, -10852410.3078 5629447.735299997, -10852412.1275 5628877.308899999, -10852982.8511 5628875.404299997))"
2594,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.06,subsurface,5,118N,55W,SENE,"POLYGON ((-10848424.7353 5628309.7815999985, -10848994.6457 5628311.106799997, -10848988.1443 5628881.138800003, -10848418.4318 5628879.537799999, -10848424.7353 5628309.7815999985))"
2595,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.12,40.16,subsurface,5,118N,55W,SWNW,"POLYGON ((-10852983.9688 5628304.173699997, -10852982.8511 5628875.404299997, -10852412.1275 5628877.308899999, -10852413.9471 5628306.900899999, -10852983.9688 5628304.173699997))"
2596,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.41,subsurface,5,118N,55W,NESW,"POLYGON ((-10851849.7311 5627729.677000001, -10852415.8069 5627731.3391999975, -10852413.9471 5628306.900899999, -10851846.0716 5628309.584399998, -10851849.7311 5627729.677000001))"
2597,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.1,subsurface,5,118N,55W,NWSE,"POLYGON ((-10849001.147 5627741.071400002, -10849571.2554 5627742.050800003, -10849564.5561 5628312.396899998, -10848994.6457 5628311.106799997, -10849001.147 5627741.071400002))"
2598,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.08,subsurface,5,118N,55W,NESE,"POLYGON ((-10848431.0387 5627740.056699999, -10849001.147 5627741.071400002, -10848994.6457 5628311.106799997, -10848424.7353 5628309.7815999985, -10848431.0387 5627740.056699999))"
2599,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.12,subsurface,5,118N,55W,SWSE,"POLYGON ((-10849007.6484 5627171.054499999, -10849577.9546 5627171.740599997, -10849571.2554 5627742.050800003, -10849001.147 5627741.071400002, -10849007.6484 5627171.054499999))"
2600,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.09,subsurface,5,118N,55W,SESE,"POLYGON ((-10848437.3453 5627170.372500002, -10849007.6484 5627171.054499999, -10849001.147 5627741.071400002, -10848431.0387 5627740.056699999, -10848437.3453 5627170.372500002))"
2601,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.29,subsurface,5,118N,55W,SESW,"POLYGON ((-10851853.3905 5627149.806900002, -10852417.6669 5627155.792300001, -10852415.8069 5627731.3391999975, -10851849.7311 5627729.677000001, -10851853.3905 5627149.806900002))"
2602,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.28,39.89,subsurface,5,118N,55W,NWNW,"POLYGON ((-10852415.643 5626589.667499997, -10852984.1834 5626590.900700003, -10852986.2075 5627161.8213, -10852417.6669 5627155.792300001, -10852415.643 5626589.667499997))"
2603,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.2,39.89,subsurface,5,118N,55W,SWNW,"POLYGON ((-10852982.1626 5626020.0207, -10852984.1834 5626590.900700003, -10852415.643 5626589.667499997, -10852413.616 5626023.552000001, -10852982.1626 5626020.0207))"
2604,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.72,subsurface,5,118N,55W,NESE,"POLYGON ((-10851265.698 5625462.303099997, -10851264.3237 5626030.579700001, -10850681.4444 5626034.089299999, -10850687.3242 5625465.9130000025, -10851265.698 5625462.303099997))"
2605,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.73,subsurface,5,118N,55W,NWSE,"POLYGON ((-10851844.0719 5625458.6538999975, -10851847.2029 5626027.0352, -10851264.3237 5626030.579700001, -10851265.698 5625462.303099997, -10851844.0719 5625458.6538999975))"
2606,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.12,39.99,subsurface,5,118N,55W,NWSW,"POLYGON ((-10852980.6519 5625449.872400001, -10852982.1626 5626020.0207, -10852413.616 5626023.552000001, -10852411.8301 5625454.287199996, -10852980.6519 5625449.872400001))"
2607,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.82,subsurface,5,118N,55W,NESW,"POLYGON ((-10852411.8301 5625454.287199996, -10852413.616 5626023.552000001, -10851847.2029 5626027.0352, -10851844.0719 5625458.6538999975, -10852411.8301 5625454.287199996))"
2608,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.41,subsurface,5,118N,55W,SESE,"POLYGON ((-10851267.0694 5624894.040399998, -10851265.698 5625462.303099997, -10850687.3242 5625465.9130000025, -10850693.2009 5624897.772399999, -10851267.0694 5624894.040399998))"
2609,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.42,subsurface,5,118N,55W,SWSE,"POLYGON ((-10851840.9409 5624890.308200002, -10851844.0719 5625458.6538999975, -10851265.698 5625462.303099997, -10851267.0694 5624894.040399998, -10851840.9409 5624890.308200002))"
2610,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,24.1,23.71,subsurface,5,118N,55W,SWSW,"POLYGON ((-10852504.3116 5625095.290399998, -10852535.0328 5625063.608499996, -10852859.3819 5625170.353299998, -10852979.7319 5625101.2403, -10852980.6519 5625449.872400001, -10852411.8301 5625454.287199996, -10852410.6716 5625084.673799999, -10852504.3116 5625095.290399998))"
2611,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,48.68,48.77,subsurface,5,12N,54W,NWNW,"POLYGON ((-10836475.3245 5658603.787699997, -10837046.4316 5658605.176600002, -10837037.1304 5659301.543499999, -10836465.9708 5659301.1032000035, -10836475.3245 5658603.787699997))"
2612,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,48.71,48.78,subsurface,5,12N,54W,NENW,"POLYGON ((-10835905.0927 5658602.363700002, -10836475.3245 5658603.787699997, -10836465.9708 5659301.1032000035, -10836465.2596 5659301.1032000035, -10835895.0895 5659300.513300002, -10835905.0927 5658602.363700002))"
2613,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,48.74,48.96,subsurface,5,12N,54W,NWNE,"POLYGON ((-10835332.1951 5658600.865099996, -10835905.0927 5658602.363700002, -10835895.0895 5659300.513300002, -10835893.6639 5659300.513300002, -10835324.2113 5659299.923699997, -10835332.1951 5658600.865099996))"
2614,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,48.73,48.79,subsurface,5,12N,54W,NENE,"POLYGON ((-10837046.4316 5658605.176600002, -10837621.1474 5658606.5612, -10837606.8768 5659301.8873, -10837037.1304 5659301.543499999, -10837046.4316 5658605.176600002))"
2615,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,39.98,subsurface,5,12N,54W,SWNW,"POLYGON ((-10836482.9979 5658031.679899998, -10837052.7011 5658033.406900004, -10837046.4316 5658605.176600002, -10836475.3245 5658603.787699997, -10836482.9979 5658031.679899998))"
2616,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,40.0,40.47,subsurface,5,12N,54W,SENE,"POLYGON ((-10837052.7011 5658033.406900004, -10837632.887 5658034.562899999, -10837621.1474 5658606.5612, -10837046.4316 5658605.176600002, -10837052.7011 5658033.406900004))"
2617,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,42.57,42.39,subsurface,5,12N,58W,NWNW,"POLYGON ((-10893303.2924 5647261.4767, -10893910.298 5647266.535099998, -10893915.6504 5647836.515500002, -10893310.0393 5647829.9877, -10893303.2924 5647261.4767))"
2618,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,42.77,42.59,subsurface,5,12N,58W,NWSW,"POLYGON ((-10893289.795 5646124.6369, -10893899.5993 5646126.686899997, -10893904.9486 5646696.590800002, -10893296.5452 5646693.014700003, -10893289.795 5646124.6369))"
2619,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,42.87,42.7,subsurface,5,12N,58W,SWSW,"POLYGON ((-10893283.0449 5645556.233900003, -10893894.2468 5645556.814800002, -10893899.5993 5646126.686899997, -10893289.795 5646124.6369, -10893283.0449 5645556.233900003))"
2620,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,43.48,43.55,subsurface,5,12N,59W,NWNW,"POLYGON ((-10902519.5744 5658797.360200003, -10903089.1533 5658804.5396, -10903090.1236 5659426.080700003, -10902647.2681 5659424.325300001, -10902520.5665 5659424.157499999, -10902519.5744 5658797.360200003))"
2621,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,42.78,42.71,subsurface,5,12N,59W,NWNE,"POLYGON ((-10903656.5335 5658811.6005000025, -10904223.8983 5658818.621799998, -10904226.3526 5659430.2173999995, -10903786.8861 5659428.317000002, -10903658.2241 5659428.153499998, -10903656.5335 5658811.6005000025))"
2622,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,44.56,44.61,subsurface,5,12N,59W,NENE,"POLYGON ((-10900811.5213 5658775.378700003, -10901380.7755 5658782.781999998, -10901381.6288 5659419.735600002, -10900938.4362 5659417.690200001, -10900812.1614 5659417.526799999, -10900811.5213 5658775.378700003))"
2623,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,45.22,45.28,subsurface,5,12N,59W,NWNW,"POLYGON ((-10900240.0994 5658763.5009, -10900811.5213 5658775.378700003, -10900812.1614 5659417.526799999, -10900368.9348 5659415.670299999, -10900241.0551 5659415.511200003, -10900240.0994 5658763.5009))"
2624,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,44.2,44.24,subsurface,5,12N,59W,NWNE,"POLYGON ((-10901380.7755 5658782.781999998, -10901949.9987 5658790.145800002, -10901951.0993 5659421.944399998, -10901508.0458 5659419.903399996, -10901381.6288 5659419.735600002, -10901380.7755 5658782.781999998))"
2625,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,46.7,46.69,subsurface,5,12N,59W,NWNE,"POLYGON ((-10899096.897 5658739.648800001, -10899668.3962 5658751.583700001, -10899669.4201 5659413.4868, -10899228.7973 5659411.634900004, -10899097.782 5659411.471299998, -10899096.897 5658739.648800001))"
2626,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,43.06,43.05,subsurface,5,12N,59W,NENE,"POLYGON ((-10903089.1533 5658804.5396, -10903656.5335 5658811.6005000025, -10903658.2241 5659428.153499998, -10903216.992 5659426.239799999, -10903090.1236 5659426.080700003, -10903089.1533 5658804.5396))"
2627,SD,"25 Stat. 676-684, esp. 679-81 (1889)",South Dakota State University,Commissioner of School and Public Lands,South Dakota State University,43.84,43.9,subsurface,5,12N,59W,NENW,"POLYGON ((-10901949.9987 5658790.145800002, -10902519.5744 5658797.360200003, -10902520.5665 5659424.157499999, -10902077.6585 5659422.112300001, -10901951.0993 5659421.944399998, -10901949.9987 5658790.145800002))"
