,state,university,acres,gis_acres,trust_name,managing_agency,county,township,range,section,data_source,geometry
382,MN,University of Minnesota,38.88,39.05,Trust Fund: University (University Trust),Department of Natural Resources,Itasca,61,23,30,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((474538.8724999996 5288486.5583, 474932.9188000001 5288496.052999999, 474933.7023 5288094.2631, 474541.6096000001 5288085.0611000005, 474538.8724999996 5288486.5583))"
383,MN,University of Minnesota,38.8,38.85,Trust Fund: University (University Trust),Department of Natural Resources,Itasca,61,23,30,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((474541.6096000001 5288085.0611000005, 474933.7023 5288094.2631, 474934.48610000033 5287692.460200001, 474544.34729999956 5287683.5638999995, 474541.6096000001 5288085.0611000005))"
384,MN,University of Minnesota,40.0,41.73,Trust Fund: University (University Trust),Department of Natural Resources,Itasca,59,22,28,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((488726.1398 5268946.2785, 489143.38939999975 5268957.473200001, 489130.8169999998 5268549.6952, 488716.3810999999 5268542.033, 488726.1398 5268946.2785))"
385,MN,University of Minnesota,40.0,41.46,Trust Fund: University (University Trust),Department of Natural Resources,Itasca,59,22,28,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((488716.3810999999 5268542.033, 489130.8169999998 5268549.6952, 489118.24430000037 5268141.9024, 488706.6216000002 5268137.7875, 488716.3810999999 5268542.033))"
386,MN,University of Minnesota,40.0,41.18,Trust Fund: University (University Trust),Department of Natural Resources,Itasca,59,22,28,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((488706.6216000002 5268137.7875, 489118.24430000037 5268141.9024, 489105.66980000027 5267734.0802, 488696.86060000025 5267733.5419, 488706.6216000002 5268137.7875))"
387,MN,University of Minnesota,40.0,39.89,Trust Fund: University (University Trust),Department of Natural Resources,Itasca,59,22,29,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((487922.6447999999 5268957.7432, 488324.39180000033 5268951.9969, 488317.00739999954 5268548.841499999, 487917.63430000003 5268555.65, 487922.6447999999 5268957.7432))"
388,MN,University of Minnesota,40.0,39.66,Trust Fund: University (University Trust),Department of Natural Resources,Itasca,59,22,29,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((487917.63430000003 5268555.65, 488317.00739999954 5268548.841499999, 488309.6227000002 5268145.6723, 487912.6238000002 5268153.5572, 487917.63430000003 5268555.65))"
389,MN,University of Minnesota,40.0,39.54,Trust Fund: University (University Trust),Department of Natural Resources,Itasca,59,22,29,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((488309.6227000002 5268145.6723, 488706.6216000002 5268137.7875, 488696.86060000025 5267733.5419, 488302.23620000016 5267742.476, 488309.6227000002 5268145.6723))"
390,MN,University of Minnesota,40.0,39.94,Trust Fund: University (University Trust),Department of Natural Resources,Itasca,59,22,20,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((488331.7885999996 5269758.655099999, 488731.6607999997 5269753.2699, 488728.9006000003 5269349.7742, 488328.09049999993 5269355.332900001, 488331.7885999996 5269758.655099999))"
391,MN,University of Minnesota,40.0,40.04,Trust Fund: University (University Trust),Department of Natural Resources,Itasca,59,22,20,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((488328.09049999993 5269355.332900001, 488728.9006000003 5269349.7742, 488726.1398 5268946.2785, 488324.39180000033 5268951.9969, 488328.09049999993 5269355.332900001))"
392,MN,University of Minnesota,58.71,57.89,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,64,21,4,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((497667.5565999998 5323175.453299999, 497761.7894000001 5323178.945, 498221.76910000015 5323195.9891, 498219.99179999996 5322779.7326, 497818.36569999997 5322768.3298, 497642.61010000017 5322763.34, 497667.5565999998 5323175.453299999))"
393,MN,University of Minnesota,14.76,30.81,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,64,21,4,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((497708.0173000004 5323843.8585, 498084.2002999997 5323835.981899999, 498224.4808 5323831.197000001, 498223.5460999999 5323612.2458999995, 497692.54110000003 5323588.193499999, 497708.0173000004 5323843.8585))"
394,MN,University of Minnesota,40.0,40.22,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,64,21,10,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((499027.90720000025 5321958.6193, 499433.6412000004 5321964.362299999, 499429.0703999996 5321562.4586, 499024.2730999999 5321557.778100001, 499027.90720000025 5321958.6193))"
395,MN,University of Minnesota,40.0,40.13,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,64,21,10,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((499024.2730999999 5321557.778100001, 499429.0703999996 5321562.4586, 499424.4989 5321160.541099999, 499020.63900000043 5321156.936799999, 499024.2730999999 5321557.778100001))"
396,MN,University of Minnesota,40.0,40.12,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,64,21,10,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((498622.1721999999 5321952.904999999, 499027.90720000025 5321958.6193, 499024.2730999999 5321557.778100001, 498619.4753999999 5321553.125700001, 498622.1721999999 5321952.904999999))"
397,MN,University of Minnesota,40.0,40.03,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,64,21,10,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((498619.4753999999 5321553.125700001, 499024.2730999999 5321557.778100001, 499020.63900000043 5321156.936799999, 498616.7786999997 5321153.332599999, 498619.4753999999 5321553.125700001))"
398,MN,University of Minnesota,40.0,39.94,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,64,21,10,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((498616.7786999997 5321153.332599999, 499020.63900000043 5321156.936799999, 499017.0044999998 5320756.038699999, 498614.08160000015 5320753.5107, 498616.7786999997 5321153.332599999))"
399,MN,University of Minnesota,40.0,39.83,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,64,21,10,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((498212.91810000036 5321149.728399999, 498616.7786999997 5321153.332599999, 498614.08160000015 5320753.5107, 498211.15859999973 5320750.982799999, 498212.91810000036 5321149.728399999))"
400,MN,University of Minnesota,40.0,39.45,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,64,21,12,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((502223.3426000001 5321132.4695, 502622.1096000001 5321124.4219, 502613.56149999984 5320723.207, 502216.5581 5320732.2447, 502223.3426000001 5321132.4695))"
401,MN,University of Minnesota,40.0,39.81,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,59,19,32,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((516307.72080000024 5265963.6556, 516703.90330000035 5265970.7851, 516723.3400999997 5265564.1434, 516328.84410000034 5265556.638800001, 516307.72080000024 5265963.6556))"
402,MN,University of Minnesota,39.96,39.59,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,58,19,5,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((515539.84920000006 5265541.7093, 515934.3471999997 5265549.160800001, 515947.4115000004 5265145.0046, 515551.71750000026 5265136.039100001, 515539.84920000006 5265541.7093))"
403,MN,University of Minnesota,40.0,40.36,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,58,19,5,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((515551.71750000026 5265136.039100001, 515947.4115000004 5265145.0046, 515960.71559999976 5264733.425899999, 515563.7555999998 5264724.6086, 515551.71750000026 5265136.039100001))"
404,MN,University of Minnesota,40.0,40.49,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,58,19,5,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((515563.7555999998 5264724.6086, 515960.71559999976 5264733.425899999, 515974.0250000004 5264321.8189, 515575.79509999976 5264313.178300001, 515563.7555999998 5264724.6086))"
405,MN,University of Minnesota,40.0,37.69,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,58,19,8,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((515987.33469999954 5263910.1987, 516386.8322999999 5263918.6766, 516371.76099999994 5263540.2140999995, 515960.2982000001 5263536.2356, 515987.33469999954 5263910.1987))"
406,MN,University of Minnesota,40.0,38.83,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,58,19,8,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((515960.2982000001 5263536.2356, 516371.76099999994 5263540.2140999995, 516356.68960000016 5263161.7513999995, 515933.2603000002 5263162.259, 515960.2982000001 5263536.2356))"
407,MN,University of Minnesota,40.0,42.89,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,58,20,11,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((512851.60140000004 5262946.075300001, 513262.85369999986 5262930.3171999995, 513234.8476999998 5262507.077, 512827.96949999966 5262523.4463, 512851.60140000004 5262946.075300001))"
408,MN,University of Minnesota,40.0,48.63,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,58,20,12,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((513704.4040999999 5262977.845799999, 514145.95469999965 5263025.374500001, 514126.89609999955 5262573.0623, 513680.8718999997 5262540.0699000005, 513704.4040999999 5262977.845799999))"
409,MN,University of Minnesota,40.0,51.75,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,58,20,12,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((514562.1141999997 5262604.9263, 514997.32990000024 5262636.789799999, 515008.82660000026 5262157.8013, 514558.33330000006 5262139.2585, 514562.1141999997 5262604.9263))"
410,MN,University of Minnesota,40.0,46.61,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,58,20,13,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((514107.8376000002 5262120.7502, 514558.33330000006 5262139.2585, 514585.22979999986 5261724.356899999, 514101.63659999985 5261728.9035, 514107.8376000002 5262120.7502))"
411,MN,University of Minnesota,40.0,37.12,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,58,20,13,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((513206.8375000004 5262083.8377, 513657.3387000002 5262102.2765, 513741.73390000034 5261726.8717, 513381.8224999998 5261724.8397, 513206.8375000004 5262083.8377))"
412,MN,University of Minnesota,40.0,40.97,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,58,20,14,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((511999.3421 5262134.818600001, 512401.83800000045 5262117.7972, 512414.1338999998 5261723.7324, 511991.98979999963 5261725.179500001, 511999.3421 5262134.818600001))"
413,MN,University of Minnesota,40.0,45.92,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,58,20,15,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((510707.8529000003 5262159.3169, 511152.3504999997 5262155.5754, 511135.2221999997 5261732.3058, 510700.59700000007 5261737.9846, 510707.8529000003 5262159.3169))"
414,MN,University of Minnesota,40.0,44.9,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,58,20,15,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((510700.59700000007 5261737.9846, 511135.2221999997 5261732.3058, 511118.09329999983 5261309.0195, 510693.34130000044 5261316.6526999995, 510700.59700000007 5261737.9846))"
415,MN,University of Minnesota,40.0,44.67,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,58,20,15,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((510265.9746000003 5261743.697000001, 510700.59700000007 5261737.9846, 510693.34130000044 5261316.6526999995, 510268.59279999975 5261324.2853999995, 510265.9746000003 5261743.697000001))"
416,MN,University of Minnesota,40.0,42.62,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,63,16,23,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((548440.1352000004 5308909.0186, 548842.4424999999 5308913.820800001, 548833.0546000004 5308495.246099999, 548409.0948000001 5308492.8948, 548440.1352000004 5308909.0186))"
417,MN,University of Minnesota,32.81,39.17,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,63,16,23,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((548381.5378999999 5307660.937999999, 548814.5532 5307670.3336, 548808.1919 5307386.7064, 548704.0667000003 5307369.3495000005, 548602.3053000001 5307251.536, 548385.0262000002 5307245.104800001, 548381.5378999999 5307660.937999999))"
418,MN,University of Minnesota,27.85,32.51,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,63,16,23,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((548814.5532 5307670.3336, 549230.3267999999 5307679.3551, 549225.5629000003 5307270.029100001, 549164.8344 5307268.224199999, 549000.4281000001 5307418.7508000005, 548808.1919 5307386.7064, 548814.5532 5307670.3336))"
419,MN,University of Minnesota,40.0,39.11,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,9,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((565498.6501000002 5292568.664100001, 565900.0245000003 5292570.7269, 565912.6243000003 5292176.701099999, 565512.6246999996 5292173.3399, 565498.6501000002 5292568.664100001))"
420,MN,University of Minnesota,40.0,38.98,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,9,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((565900.0245000003 5292570.7269, 566301.3991 5292572.7896, 566312.6244000001 5292180.0626, 565912.6243000003 5292176.701099999, 565900.0245000003 5292570.7269))"
421,MN,University of Minnesota,40.0,39.51,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,9,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((564679.1782999998 5292962.5715, 565081.9265000001 5292963.265699999, 565097.2751000002 5292566.6291000005, 564695.9003999997 5292564.5943, 564679.1782999998 5292962.5715))"
422,MN,University of Minnesota,40.0,39.24,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,9,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((565097.2751000002 5292566.6291000005, 565498.6501000002 5292568.664100001, 565512.6246999996 5292173.3399, 565112.6240999997 5292169.978700001, 565097.2751000002 5292566.6291000005))"
423,MN,University of Minnesota,40.0,39.12,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,9,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((565112.6240999997 5292169.978700001, 565512.6246999996 5292173.3399, 565526.6007000003 5291777.9606, 565127.9749999996 5291773.3006, 565112.6240999997 5292169.978700001))"
424,MN,University of Minnesota,40.0,39.25,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,9,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((564712.6238000002 5292166.6175, 565112.6240999997 5292169.978700001, 565127.9749999996 5291773.3006, 564729.3487999998 5291768.6403, 564712.6238000002 5292166.6175))"
425,MN,University of Minnesota,40.0,39.12,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,9,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((564729.3487999998 5291768.6403, 565127.9749999996 5291773.3006, 565143.3261000002 5291376.6088, 564746.0754000004 5291370.6635, 564729.3487999998 5291768.6403))"
426,MN,University of Minnesota,40.0,38.99,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,9,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((565127.9749999996 5291773.3006, 565526.6007000003 5291777.9606, 565540.5768999998 5291382.5812, 565143.3261000002 5291376.6088, 565127.9749999996 5291773.3006))"
427,MN,University of Minnesota,40.0,38.86,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,9,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((565912.6243000003 5292176.701099999, 566312.6244000001 5292180.0626, 566323.8503999999 5291787.335000001, 565925.2255999995 5291782.6479, 565912.6243000003 5292176.701099999))"
428,MN,University of Minnesota,40.0,38.99,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,9,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((565512.6246999996 5292173.3399, 565912.6243000003 5292176.701099999, 565925.2255999995 5291782.6479, 565526.6007000003 5291777.9606, 565512.6246999996 5292173.3399))"
429,MN,University of Minnesota,40.0,38.86,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,9,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((565526.6007000003 5291777.9606, 565925.2255999995 5291782.6479, 565937.8269999996 5291388.581, 565540.5768999998 5291382.5812, 565526.6007000003 5291777.9606))"
430,MN,University of Minnesota,40.0,38.73,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,9,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((565925.2255999995 5291782.6479, 566323.8503999999 5291787.335000001, 566335.0771000003 5291394.607999999, 565937.8269999996 5291388.581, 565925.2255999995 5291782.6479))"
431,MN,University of Minnesota,40.0,38.66,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,10,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((566301.3991 5292572.7896, 566702.1485000001 5292575.4494, 566711.3748000003 5292186.173599999, 566312.6244000001 5292180.0626, 566301.3991 5292572.7896))"
432,MN,University of Minnesota,40.0,38.32,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,10,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((566702.1485000001 5292575.4494, 567102.8981999997 5292578.1096, 567110.1254000003 5292192.284700001, 566711.3748000003 5292186.173599999, 566702.1485000001 5292575.4494))"
433,MN,University of Minnesota,40.0,38.14,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,10,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((566711.3748000003 5292186.173599999, 567110.1254000003 5292192.284700001, 567117.3531999998 5291806.405300001, 566720.6023000004 5291796.870100001, 566711.3748000003 5292186.173599999))"
434,MN,University of Minnesota,40.0,38.48,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,10,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((566312.6244000001 5292180.0626, 566711.3748000003 5292186.173599999, 566720.6023000004 5291796.870100001, 566323.8503999999 5291787.335000001, 566312.6244000001 5292180.0626))"
435,MN,University of Minnesota,40.0,38.29,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,10,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((566323.8503999999 5291787.335000001, 566720.6023000004 5291796.870100001, 566729.8295 5291407.5536, 566335.0771000003 5291394.607999999, 566323.8503999999 5291787.335000001))"
436,MN,University of Minnesota,58.25,51.76,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,12,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((570268.8793000001 5293006.107000001, 570266.6849999996 5292715.5919, 569886.2813999997 5292694.318499999, 569864.2275 5292693.085200001, 569707.9702000003 5292684.3467999995, 569708.2427000003 5292698.0473, 569607.2165000001 5292764.0043, 569642.2255999995 5292800.0813, 569570.6595000001 5292848.606899999, 569573.6688999999 5292913.890000001, 569670.1399999997 5292942.211100001, 569665.6369000003 5292892.142100001, 569763.6898999996 5292821.8412, 569780.7674000002 5293032.2883, 569816.7499000002 5293046.9991999995, 569873.8391000004 5293022.2312, 569893.0431000004 5293054.6526, 570269.5212000003 5293091.0765, 570268.8793000001 5293006.107000001))"
437,MN,University of Minnesota,30.25,27.09,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,12,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((569886.4696000004 5292549.388900001, 569886.7964000003 5292297.6807, 569526.3214999996 5292280.7106, 569503.7560999999 5292279.6483, 569489.6480999999 5292579.2915, 569522.0099 5292487.1962, 569596.7750000004 5292457.5351, 569678.7927999999 5292571.930299999, 569771.9243000001 5292512.280099999, 569807.8657999998 5292547.428400001, 569787.2109000003 5292597.638800001, 569707.3230999997 5292651.8069, 569707.9702000003 5292684.3467999995, 569864.2275 5292693.085200001, 569886.2813999997 5292694.318499999, 569886.4696000004 5292549.388900001))"
438,MN,University of Minnesota,40.0,37.3,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,12,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((570263.6624999996 5292315.422499999, 569886.7964000003 5292297.6807, 569886.4696000004 5292549.388900001, 569886.2813999997 5292694.318499999, 570266.6849999996 5292715.5919, 570263.6624999996 5292315.422499999))"
439,MN,University of Minnesota,40.0,36.95,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,13,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((569529.5581 5291072.517899999, 569894.4364999998 5291087.493000001, 569901.0378999999 5290676.7783, 569541.034 5290659.5416, 569529.5581 5291072.517899999))"
440,MN,University of Minnesota,40.0,36.72,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,13,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((569894.4364999998 5291087.493000001, 570259.3141999999 5291102.467700001, 570261.0421000002 5290694.015000001, 569901.0378999999 5290676.7783, 569894.4364999998 5291087.493000001))"
441,MN,University of Minnesota,40.0,36.24,Trust Fund: University (University Trust),Department of Natural Resources,St. Louis,61,14,13,https://resources.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/plan_stateland_dnrcounty/shp_plan_stateland_dnrcounty.zip,"POLYGON ((569901.0378999999 5290676.7783, 570261.0421000002 5290694.015000001, 570262.7696000002 5290285.5173, 569907.6409 5290266.041200001, 569901.0378999999 5290676.7783))"
